"gene_id","hms_id","class_min","Approved.Symbol"
3480,10036,3,"IGF1R"
3551,10036,3,"IKBKB"
3643,10036,3,"INSR"
3654,10036,3,"IRAK1"
3702,10036,3,"ITK"
3717,10036,3,"JAK2"
3718,10036,3,"JAK3"
3791,10036,3,"KDR"
3815,10036,3,"KIT"
3932,10036,2,"LCK"
3984,10036,10,"LIMK1"
4067,10036,3,"LYN"
4140,10036,3,"MARK3"
4145,10036,3,"MATK"
4233,10036,3,NA
4751,10036,10,"NEK2"
4914,10036,3,"NTRK1"
4915,10036,3,"NTRK2"
4916,10036,3,"NTRK3"
5058,10036,10,"PAK1"
5163,10036,3,"PDK1"
5170,10036,3,"PDPK1"
5261,10036,3,"PHKG2"
5292,10036,10,"PIM1"
5311,10036,3,"PKD2"
5347,10036,3,"PLK1"
5562,10036,3,"PRKAA1"
5566,10036,3,"PRKACA"
5578,10036,1,"PRKCA"
5580,10036,3,"PRKCD"
5582,10036,3,"PRKCG"
5584,10036,3,"PRKCI"
5586,10036,3,"PKN2"
5590,10036,3,"PRKCZ"
5592,10036,3,"PRKG1"
5593,10036,3,"PRKG2"
5594,10036,3,"MAPK1"
5599,10036,3,"MAPK8"
5600,10036,1,"MAPK11"
5601,10036,2,"MAPK9"
5603,10036,10,"MAPK13"
5605,10036,1,"MAP2K2"
5613,10036,3,"PRKX"
5747,10036,3,"PTK2"
5753,10036,3,"PTK6"
5871,10036,3,"MAP4K2"
5894,10036,10,"RAF1"
5979,10036,3,"RET"
6093,10036,10,"ROCK1"
6098,10036,3,"ROS1"
6197,10036,3,"RPS6KA3"
6198,10036,3,"RPS6KB1"
6300,10036,10,"MAPK12"
6714,10036,3,"SRC"
6725,10036,3,"SRMS"
6732,10036,3,"SRPK1"
6787,10036,3,"NEK4"
6788,10036,3,"STK3"
6790,10036,3,"AURKA"
6850,10036,3,"SYK"
7297,10036,3,"TYK2"
7301,10036,3,"TYRO3"
7867,10036,10,"MAPKAPK3"
8317,10036,3,"CDC7"
8444,10036,3,"DYRK3"
8476,10036,10,"CDC42BPA"
8536,10036,3,"CAMK1"
8550,10036,3,"MAPKAPK5"
8798,10036,3,"DYRK4"
9201,10036,10,"DCLK1"
9212,10036,3,"AURKB"
9252,10036,3,"RPS6KA5"
9261,10036,3,"MAPKAPK2"
9263,10036,3,"STK17A"
9448,10036,1,"MAP4K4"
9475,10036,3,"ROCK2"
9748,10036,10,"SLK"
9833,10036,3,"MELK"
10000,10036,10,"AKT3"
10110,10036,10,"SGK2"
10298,10036,3,"PAK4"
10733,10036,3,"PLK4"
11040,10036,3,"PIM2"
11183,10036,2,"MAP4K5"
11200,10036,3,"CHEK2"
23617,10036,3,"TSSK2"
23683,10036,3,"PRKD3"
25865,10036,3,"PRKD2"
28996,10036,3,"HIPK2"
29904,10036,3,"EEF2K"
50488,10036,2,"MINK1"
51135,10036,10,"IRAK4"
53944,10036,3,"CSNK1G1"
55872,10036,10,"PBK"
57396,10036,10,"CLK4"
57551,10036,10,"TAOK1"
83942,10036,3,"TSSK1B"
84446,10036,10,"BRSK1"
147746,10036,3,"HIPK4"
415116,10036,3,"PIM3"
25,10037,3,"ABL1"
27,10037,10,"ABL2"
90,10037,10,"ACVR1"
91,10037,10,"ACVR1B"
92,10037,10,"ACVR2A"
93,10037,10,"ACVR2B"
94,10037,10,"ACVRL1"
202,10037,10,"AIM1"
207,10037,10,"AKT1"
208,10037,10,"AKT2"
238,10037,10,"ALK"
558,10037,10,"AXL"
640,10037,10,"BLK"
657,10037,10,"BMPR1A"
658,10037,10,"BMPR1B"
659,10037,10,"BMPR2"
660,10037,10,"BMX"
673,10037,10,"BRAF"
695,10037,10,"BTK"
780,10037,1,"DDR1"
814,10037,10,"CAMK4"
815,10037,10,"CAMK2A"
816,10037,10,"CAMK2B"
817,10037,10,"CAMK2D"
818,10037,10,"CAMK2G"
984,10037,10,"CDK11B"
1017,10037,10,"CDK2"
1018,10037,10,"CDK3"
1019,10037,10,"CDK4"
1020,10037,10,"CDK5"
1022,10037,10,"CDK7"
1024,10037,10,"CDK8"
1025,10037,10,"CDK9"
1033,10037,10,"CDKN3"
1111,10037,10,"CHEK1"
1147,10037,10,"CHUK"
1195,10037,10,"CLK1"
1196,10037,10,"CLK2"
1198,10037,10,"CLK3"
1263,10037,10,"PLK3"
1432,10037,10,"MAPK14"
1436,10037,1,"CSF1R"
1445,10037,10,"CSK"
1452,10037,10,"CSNK1A1"
1453,10037,10,"CSNK1D"
1454,10037,10,"CSNK1E"
1455,10037,10,"CSNK1G2"
1456,10037,10,"CSNK1G3"
1457,10037,10,"CSNK2A1"
1459,10037,10,"CSNK2A2"
1612,10037,10,"DAPK1"
1613,10037,10,"DAPK3"
1760,10037,10,"DMPK"
1859,10037,10,"DYRK1A"
1956,10037,10,"EGFR"
1969,10037,10,"EPHA2"
2011,10037,10,"MARK2"
2041,10037,10,"EPHA1"
2042,10037,3,"EPHA3"
2043,10037,10,"EPHA4"
2044,10037,10,"EPHA5"
2045,10037,3,"EPHA7"
2046,10037,10,"EPHA8"
2047,10037,10,"EPHB1"
2048,10037,10,"EPHB2"
2049,10037,10,"EPHB3"
2050,10037,10,"EPHB4"
2051,10037,3,"EPHB6"
2064,10037,10,"ERBB2"
2065,10037,10,"ERBB3"
2066,10037,10,"ERBB4"
2081,10037,10,"ERN1"
2185,10037,10,"PTK2B"
2241,10037,10,"FER"
2242,10037,10,"FES"
2260,10037,10,"FGFR1"
2261,10037,10,"FGFR3"
2263,10037,10,"FGFR2"
2264,10037,10,"FGFR4"
2268,10037,10,"FGR"
2312,10037,10,"FLG"
2321,10037,1,"FLT1"
2322,10037,1,"FLT3"
2324,10037,1,"FLT4"
2444,10037,3,"FRK"
2475,10037,10,"MTOR"
2534,10037,10,"FYN"
2580,10037,10,"GAK"
2868,10037,10,"GRK4"
2872,10037,3,"MKNK2"
2931,10037,10,"GSK3A"
2932,10037,10,"GSK3B"
3055,10037,10,"HCK"
3480,10037,10,"IGF1R"
3551,10037,10,"IKBKB"
3643,10037,10,"INSR"
3645,10037,10,"INSRR"
3654,10037,10,"IRAK1"
3702,10037,10,"ITK"
3716,10037,10,"JAK1"
3717,10037,10,"JAK2"
3718,10037,10,"JAK3"
3791,10037,1,"KDR"
3815,10037,1,"KIT"
3932,10037,3,"LCK"
3984,10037,10,"LIMK1"
3985,10037,10,"LIMK2"
4058,10037,10,"LTK"
4067,10037,3,"LYN"
4117,10037,10,"MAK"
4139,10037,10,"MARK1"
4140,10037,10,"MARK3"
4145,10037,10,"MATK"
4214,10037,10,"MAP3K1"
4215,10037,10,"MAP3K3"
4216,10037,10,"MAP3K4"
4217,10037,10,"MAP3K5"
4233,10037,10,NA
4293,10037,10,"MAP3K9"
4294,10037,10,"MAP3K10"
4296,10037,10,"MAP3K11"
4485,10037,10,"MST1"
4486,10037,10,"MST1R"
4593,10037,3,"MUSK"
4638,10037,10,"MYLK"
4661,10037,10,"MYT1"
4750,10037,10,"NEK1"
4751,10037,10,"NEK2"
4752,10037,10,"NEK3"
4914,10037,3,"NTRK1"
4915,10037,2,"NTRK2"
4916,10037,2,"NTRK3"
4921,10037,2,"DDR2"
5058,10037,10,"PAK1"
5062,10037,10,"PAK2"
5063,10037,10,"PAK3"
5127,10037,10,"CDK16"
5128,10037,10,"CDK17"
5129,10037,10,"CDK18"
5156,10037,1,"PDGFRA"
5159,10037,1,"PDGFRB"
5163,10037,10,"PDK1"
5170,10037,10,"PDPK1"
5218,10037,10,"CDK14"
5260,10037,10,"PHKG1"
5261,10037,10,"PHKG2"
5287,10037,10,"PIK3C2B"
5288,10037,10,"PIK3C2G"
5290,10037,10,"PIK3CA"
5291,10037,10,"PIK3CB"
5292,10037,10,"PIM1"
5293,10037,10,"PIK3CD"
5294,10037,10,"PIK3CG"
5298,10037,10,"PI4KB"
5310,10037,10,"PKD1"
5311,10037,10,"PKD2"
5347,10037,10,"PLK1"
5562,10037,10,"PRKAA1"
5563,10037,10,"PRKAA2"
5566,10037,10,"PRKACA"
5567,10037,10,"PRKACB"
5578,10037,10,"PRKCA"
5580,10037,10,"PRKCD"
5581,10037,10,"PRKCE"
5583,10037,10,"PRKCH"
5584,10037,10,"PRKCI"
5585,10037,10,"PKN1"
5586,10037,10,"PKN2"
5587,10037,10,"PRKD1"
5588,10037,10,"PRKCQ"
5592,10037,10,"PRKG1"
5593,10037,10,"PRKG2"
5594,10037,10,"MAPK1"
5595,10037,10,"MAPK3"
5596,10037,10,"MAPK4"
5597,10037,10,"MAPK6"
5598,10037,10,"MAPK7"
5599,10037,10,"MAPK8"
5600,10037,10,"MAPK11"
5601,10037,10,"MAPK9"
5602,10037,10,"MAPK10"
5603,10037,10,"MAPK13"
5604,10037,10,"MAP2K1"
5605,10037,10,"MAP2K2"
5606,10037,10,"MAP2K3"
5607,10037,10,"MAP2K5"
5608,10037,10,"MAP2K6"
5609,10037,10,"MAP2K7"
5610,10037,10,"EIF2AK2"
5613,10037,10,"PRKX"
5747,10037,10,"PTK2"
5753,10037,10,"PTK6"
5871,10037,10,"MAP4K2"
5894,10037,10,"RAF1"
5979,10037,1,"RET"
6011,10037,10,"GRK1"
6093,10037,10,"ROCK1"
6098,10037,10,"ROS1"
6195,10037,10,"RPS6KA1"
6196,10037,10,"RPS6KA2"
6197,10037,10,"RPS6KA3"
6198,10037,10,"RPS6KB1"
6300,10037,10,"MAPK12"
6416,10037,10,"MAP2K4"
6714,10037,10,"SRC"
6725,10037,10,"SRMS"
6732,10037,10,"SRPK1"
6733,10037,10,"SRPK2"
6787,10037,10,"NEK4"
6788,10037,10,"STK3"
6789,10037,10,"STK4"
6790,10037,10,"AURKA"
6792,10037,10,"CDKL5"
6793,10037,3,"STK10"
6794,10037,10,"STK11"
6795,10037,10,"AURKC"
6850,10037,10,"SYK"
6885,10037,3,"MAP3K7"
7006,10037,10,"TEC"
7010,10037,10,"TEK"
7016,10037,10,"TESK1"
7046,10037,10,"TGFBR1"
7048,10037,10,"TGFBR2"
7075,10037,3,"TIE1"
7086,10037,2,"TKT"
7272,10037,10,"TTK"
7294,10037,10,"TXK"
7297,10037,10,"TYK2"
7301,10037,10,"TYRO3"
7444,10037,10,"VRK2"
7465,10037,10,"WEE1"
7525,10037,10,"YES1"
7535,10037,10,"ZAP70"
7786,10037,10,"MAP3K12"
8394,10037,10,"PIP5K1A"
8396,10037,10,"PIP4K2B"
8408,10037,10,"ULK1"
8428,10037,10,"STK24"
8445,10037,10,"DYRK2"
8476,10037,10,"CDC42BPA"
8491,10037,10,"MAP4K3"
8536,10037,10,"CAMK1"
8550,10037,10,"MAPKAPK5"
8569,10037,10,"MKNK1"
8573,10037,10,"CASK"
8576,10037,10,"STK16"
8621,10037,10,"CDK13"
8711,10037,10,"TNK1"
8737,10037,2,"RIPK1"
8767,10037,3,"RIPK2"
8780,10037,10,"RIOK3"
8788,10037,10,"DLK1"
8814,10037,10,"CDKL1"
8899,10037,10,"PRPF4B"
8986,10037,10,"RPS6KA4"
8999,10037,10,"CDKL2"
9024,10037,10,"BRSK2"
9064,10037,10,"MAP3K6"
9088,10037,10,"PKMYT1"
9113,10037,10,"LATS1"
9128,10037,10,"PRPF4"
9149,10037,10,"DYRK1B"
9175,10037,10,"MAP3K13"
9201,10037,10,"DCLK1"
9212,10037,10,"AURKB"
9252,10037,10,"RPS6KA5"
9261,10037,10,"MAPKAPK2"
9262,10037,10,"STK17B"
9263,10037,10,"STK17A"
9344,10037,10,"TAOK2"
9448,10037,3,"MAP4K4"
9475,10037,10,"ROCK2"
9578,10037,10,"CDC42BPB"
9641,10037,10,"IKBKE"
9706,10037,10,"ULK2"
9748,10037,3,"SLK"
9833,10037,10,"MELK"
9874,10037,10,"TLK1"
9891,10037,10,"NUAK1"
9943,10037,10,"OXSR1"
10000,10037,10,"AKT3"
10114,10037,10,"HIPK3"
10188,10037,10,"TNK2"
10298,10037,10,"PAK4"
10461,10037,10,"MERTK"
10494,10037,10,"STK25"
10645,10037,10,"CAMKK2"
10733,10037,10,"PLK4"
10746,10037,10,"MAP3K2"
10769,10037,10,"PLK2"
10783,10037,10,"NEK6"
11011,10037,10,"TLK2"
11040,10037,10,"PIM2"
11113,10037,10,"CIT"
11183,10037,2,"MAP4K5"
11184,10037,10,"MAP4K1"
11200,10037,10,"CHEK2"
11213,10037,10,"IRAK3"
11329,10037,10,"STK38"
22848,10037,10,"AAK1"
22858,10037,10,"ICK"
22983,10037,10,"MAST1"
23012,10037,10,"STK38L"
23043,10037,3,"TNIK"
23097,10037,10,"CDK19"
23235,10037,10,"SIK2"
23387,10037,10,"SIK3"
23396,10037,10,"PIP5K1C"
23604,10037,10,"DAPK2"
23678,10037,10,"SGK3"
23683,10037,10,"PRKD3"
25778,10037,10,"DSTYK"
25865,10037,10,"PRKD2"
25989,10037,10,"ULK3"
26524,10037,10,"LATS2"
26576,10037,10,"SRPK3"
27102,10037,10,"EIF2AK1"
27148,10037,10,"STK36"
27330,10037,10,"RPS6KA6"
27347,10037,10,"STK39"
28996,10037,10,"HIPK2"
29110,10037,10,"TBK1"
30811,10037,10,"HUNK"
50488,10037,10,"MINK1"
51086,10037,10,"TNNI3K"
51135,10037,10,"IRAK4"
51265,10037,10,"CDKL3"
51347,10037,10,"TAOK3"
51701,10037,10,"NLK"
51765,10037,10,"STK26"
53904,10037,10,"MYO3A"
53944,10037,10,"CSNK1G1"
54101,10037,10,"RIPK4"
54861,10037,10,"SNRK"
55351,10037,10,"STK32B"
55561,10037,10,"CDC42BPG"
55589,10037,10,"BMP2K"
55781,10037,10,"RIOK2"
56924,10037,10,"PAK6"
57118,10037,10,"CAMK1D"
57144,10037,10,"PAK5"
57172,10037,10,"CAMK1G"
57396,10037,10,"CLK4"
57551,10037,10,"TAOK1"
57787,10037,10,"MARK4"
65061,10037,10,"CDK15"
65975,10037,10,"STK33"
79837,10037,10,"PIP4K2C"
79858,10037,10,"NEK11"
80122,10037,3,"MAP3K19"
80351,10037,10,"TNKS2"
81788,10037,10,"NUAK2"
83732,10037,10,"RIOK1"
83942,10037,10,"TSSK1B"
84254,10037,10,"CAMKK1"
84446,10037,10,"BRSK1"
85366,10037,10,"MYLK2"
85443,10037,10,"DCLK3"
91754,10037,10,"NEK9"
91807,10037,2,"MYLK3"
120892,10037,10,"LRRK2"
122011,10037,10,"CSNK1A1L"
130497,10037,10,"OSR1"
131890,10037,10,"GRK7"
140469,10037,10,"MYO3B"
140609,10037,10,"NEK7"
140803,10037,10,"TRPM6"
140901,10037,10,"STK35"
147746,10037,2,"HIPK4"
150094,10037,10,"SIK1"
166614,10037,10,"DCLK2"
167359,10037,10,"NIM1K"
202374,10037,10,"STK32A"
204851,10037,10,"HIPK1"
225689,10037,2,"MAPK15"
255239,10037,10,"ANKK1"
282974,10037,10,"STK32C"
284086,10037,10,"NEK8"
285220,10037,3,"EPHA6"
340156,10037,10,"MYLK4"
341676,10037,10,"NEK5"
388228,10037,10,"SBK1"
389840,10037,10,"MAP3K15"
415116,10037,10,"PIM3"
440275,10037,10,"EIF2AK4"
494551,10037,10,"WEE2"
728642,10037,10,"CDK11A"
812762,10037,10,NA
100124696,10037,10,NA
100130827,10037,10,"SBK3"
25,10038,2,"ABL1"
27,10038,2,"ABL2"
90,10038,2,"ACVR1"
207,10038,10,"AKT1"
208,10038,10,"AKT2"
640,10038,2,"BLK"
657,10038,2,"BMPR1A"
658,10038,2,"BMPR1B"
659,10038,10,"BMPR2"
814,10038,10,"CAMK4"
815,10038,10,"CAMK2A"
816,10038,10,"CAMK2B"
817,10038,10,"CAMK2D"
818,10038,10,"CAMK2G"
1018,10038,10,"CDK3"
1020,10038,10,"CDK5"
1022,10038,10,"CDK7"
1024,10038,10,"CDK8"
1111,10038,10,"CHEK1"
1147,10038,10,"CHUK"
1195,10038,10,"CLK1"
1196,10038,10,"CLK2"
1198,10038,10,"CLK3"
1263,10038,10,"PLK3"
1432,10038,3,"MAPK14"
1436,10038,2,"CSF1R"
1453,10038,10,"CSNK1D"
1456,10038,10,"CSNK1G3"
1459,10038,10,"CSNK2A2"
1613,10038,10,"DAPK3"
1760,10038,2,"DMPK"
1859,10038,10,"DYRK1A"
1969,10038,2,"EPHA2"
2011,10038,10,"MARK2"
2041,10038,2,"EPHA1"
2043,10038,2,"EPHA4"
2047,10038,2,"EPHB1"
2048,10038,2,"EPHB2"
2049,10038,2,"EPHB3"
2050,10038,2,"EPHB4"
2065,10038,2,"ERBB3"
2444,10038,2,"FRK"
2475,10038,10,"MTOR"
2534,10038,2,"FYN"
2872,10038,10,"MKNK2"
2931,10038,10,"GSK3A"
3480,10038,10,"IGF1R"
3551,10038,10,"IKBKB"
3643,10038,10,"INSR"
3645,10038,10,"INSRR"
3702,10038,10,"ITK"
3791,10038,2,"KDR"
3932,10038,1,"LCK"
3984,10038,2,"LIMK1"
3985,10038,2,"LIMK2"
4067,10038,2,"LYN"
4217,10038,10,"MAP3K5"
4638,10038,10,"MYLK"
4750,10038,10,"NEK1"
4751,10038,10,"NEK2"
4752,10038,10,"NEK3"
4914,10038,10,"NTRK1"
4915,10038,10,"NTRK2"
4916,10038,10,"NTRK3"
4921,10038,2,"DDR2"
5127,10038,10,"CDK16"
5128,10038,10,"CDK17"
5129,10038,10,"CDK18"
5159,10038,2,"PDGFRB"
5170,10038,10,"PDPK1"
5218,10038,10,"CDK14"
5261,10038,10,"PHKG2"
5288,10038,10,"PIK3C2G"
5290,10038,10,"PIK3CA"
5291,10038,10,"PIK3CB"
5292,10038,10,"PIM1"
5293,10038,10,"PIK3CD"
5294,10038,10,"PIK3CG"
5298,10038,10,"PI4KB"
5347,10038,10,"PLK1"
5592,10038,10,"PRKG1"
5593,10038,10,"PRKG2"
5594,10038,10,"MAPK1"
5595,10038,10,"MAPK3"
5596,10038,10,"MAPK4"
5597,10038,10,"MAPK6"
5603,10038,10,"MAPK13"
5609,10038,10,"MAP2K7"
5610,10038,10,"EIF2AK2"
5753,10038,2,"PTK6"
5894,10038,10,"RAF1"
6011,10038,10,"GRK1"
6300,10038,10,"MAPK12"
6416,10038,10,"MAP2K4"
6714,10038,1,"SRC"
6792,10038,10,"CDKL5"
6793,10038,2,"STK10"
7016,10038,2,"TESK1"
7444,10038,10,"VRK2"
7465,10038,10,"WEE1"
7525,10038,2,"YES1"
7535,10038,10,"ZAP70"
8445,10038,10,"DYRK2"
8536,10038,10,"CAMK1"
8550,10038,10,"MAPKAPK5"
8569,10038,10,"MKNK1"
8573,10038,10,"CASK"
8621,10038,10,"CDK13"
8711,10038,2,"TNK1"
8767,10038,2,"RIPK2"
8814,10038,10,"CDKL1"
8986,10038,10,"RPS6KA4"
9024,10038,10,"BRSK2"
9064,10038,10,"MAP3K6"
9088,10038,10,"PKMYT1"
9113,10038,10,"LATS1"
9201,10038,10,"DCLK1"
9252,10038,10,"RPS6KA5"
9261,10038,10,"MAPKAPK2"
9262,10038,10,"STK17B"
9263,10038,10,"STK17A"
9475,10038,10,"ROCK2"
9641,10038,10,"IKBKE"
9748,10038,2,"SLK"
9943,10038,10,"OXSR1"
10000,10038,10,"AKT3"
10114,10038,10,"HIPK3"
10188,10038,2,"TNK2"
10298,10038,10,"PAK4"
10769,10038,10,"PLK2"
10783,10038,10,"NEK6"
11011,10038,10,"TLK2"
11040,10038,10,"PIM2"
11200,10038,10,"CHEK2"
11329,10038,10,"STK38"
22858,10038,10,"ICK"
22983,10038,10,"MAST1"
23012,10038,10,"STK38L"
23097,10038,10,"CDK19"
23396,10038,10,"PIP5K1C"
23604,10038,10,"DAPK2"
23678,10038,10,"SGK3"
27102,10038,10,"EIF2AK1"
27347,10038,10,"STK39"
28996,10038,10,"HIPK2"
51086,10038,2,"TNNI3K"
51135,10038,10,"IRAK4"
51265,10038,2,"CDKL3"
53944,10038,10,"CSNK1G1"
54861,10038,10,"SNRK"
55781,10038,10,"RIOK2"
57118,10038,10,"CAMK1D"
57144,10038,10,"PAK5"
57396,10038,10,"CLK4"
65061,10038,10,"CDK15"
79837,10038,10,"PIP4K2C"
79858,10038,10,"NEK11"
83942,10038,10,"TSSK1B"
84254,10038,10,"CAMKK1"
85443,10038,10,"DCLK3"
91754,10038,10,"NEK9"
91807,10038,10,"MYLK3"
120892,10038,10,"LRRK2"
122011,10038,10,"CSNK1A1L"
140609,10038,10,"NEK7"
140803,10038,10,"TRPM6"
167359,10038,10,"NIM1K"
204851,10038,10,"HIPK1"
225689,10038,10,"MAPK15"
255239,10038,10,"ANKK1"
285220,10038,2,"EPHA6"
340156,10038,10,"MYLK4"
341676,10038,10,"NEK5"
388228,10038,10,"SBK1"
389840,10038,10,"MAP3K15"
415116,10038,10,"PIM3"
440275,10038,10,"EIF2AK4"
494551,10038,10,"WEE2"
813841,10038,10,NA
887072,10038,10,NA
100526835,10038,2,"FPGT-TNNI3K"
100533105,10038,10,"C8orf44-SGK3"
90,10039,10,"ACVR1"
91,10039,10,"ACVR1B"
92,10039,10,"ACVR2A"
93,10039,10,"ACVR2B"
94,10039,10,"ACVRL1"
207,10039,10,"AKT1"
208,10039,10,"AKT2"
558,10039,10,"AXL"
657,10039,10,"BMPR1A"
659,10039,10,"BMPR2"
814,10039,10,"CAMK4"
815,10039,10,"CAMK2A"
816,10039,10,"CAMK2B"
817,10039,10,"CAMK2D"
818,10039,10,"CAMK2G"
1017,10039,10,"CDK2"
1018,10039,10,"CDK3"
1020,10039,10,"CDK5"
1022,10039,10,"CDK7"
1024,10039,10,"CDK8"
1025,10039,10,"CDK9"
1111,10039,10,"CHEK1"
1195,10039,10,"CLK1"
1196,10039,10,"CLK2"
1198,10039,10,"CLK3"
1263,10039,10,"PLK3"
1453,10039,10,"CSNK1D"
1454,10039,10,"CSNK1E"
1455,10039,10,"CSNK1G2"
1456,10039,10,"CSNK1G3"
1457,10039,10,"CSNK2A1"
1459,10039,10,"CSNK2A2"
1612,10039,10,"DAPK1"
1613,10039,10,"DAPK3"
1760,10039,10,"DMPK"
2011,10039,10,"MARK2"
2042,10039,2,"EPHA3"
2046,10039,2,"EPHA8"
2049,10039,2,"EPHB3"
2064,10039,10,"ERBB2"
2322,10039,10,"FLT3"
2872,10039,10,"MKNK2"
2931,10039,10,"GSK3A"
2932,10039,10,"GSK3B"
3480,10039,10,"IGF1R"
3643,10039,10,"INSR"
3645,10039,10,"INSRR"
3702,10039,10,"ITK"
3716,10039,10,"JAK1"
3985,10039,2,"LIMK2"
4139,10039,10,"MARK1"
4140,10039,10,"MARK3"
4216,10039,10,"MAP3K4"
4217,10039,10,"MAP3K5"
4233,10039,10,NA
4293,10039,10,"MAP3K9"
4294,10039,10,"MAP3K10"
4296,10039,10,"MAP3K11"
4638,10039,10,"MYLK"
4750,10039,10,"NEK1"
4751,10039,10,"NEK2"
4921,10039,10,"DDR2"
5058,10039,10,"PAK1"
5062,10039,10,"PAK2"
5127,10039,10,"CDK16"
5128,10039,10,"CDK17"
5129,10039,10,"CDK18"
5170,10039,10,"PDPK1"
5218,10039,10,"CDK14"
5260,10039,10,"PHKG1"
5261,10039,10,"PHKG2"
5290,10039,10,"PIK3CA"
5292,10039,10,"PIM1"
5347,10039,10,"PLK1"
5580,10039,10,"PRKCD"
5581,10039,10,"PRKCE"
5583,10039,10,"PRKCH"
5585,10039,10,"PKN1"
5586,10039,10,"PKN2"
5587,10039,10,"PRKD1"
5588,10039,10,"PRKCQ"
5592,10039,10,"PRKG1"
5593,10039,10,"PRKG2"
5594,10039,10,"MAPK1"
5595,10039,10,"MAPK3"
5596,10039,10,"MAPK4"
5597,10039,10,"MAPK6"
5599,10039,10,"MAPK8"
5602,10039,10,"MAPK10"
5604,10039,10,"MAP2K1"
5605,10039,10,"MAP2K2"
5606,10039,10,"MAP2K3"
5608,10039,10,"MAP2K6"
5610,10039,10,"EIF2AK2"
5613,10039,10,"PRKX"
6195,10039,10,"RPS6KA1"
6196,10039,10,"RPS6KA2"
6197,10039,10,"RPS6KA3"
6300,10039,10,"MAPK12"
6416,10039,10,"MAP2K4"
6714,10039,2,"SRC"
6725,10039,2,"SRMS"
6732,10039,10,"SRPK1"
6733,10039,10,"SRPK2"
6788,10039,10,"STK3"
6789,10039,10,"STK4"
6790,10039,10,"AURKA"
6793,10039,2,"STK10"
6794,10039,10,"STK11"
6795,10039,10,"AURKC"
7010,10039,2,"TEK"
7046,10039,10,"TGFBR1"
7048,10039,10,"TGFBR2"
7272,10039,10,"TTK"
7301,10039,10,"TYRO3"
7465,10039,10,"WEE1"
7535,10039,10,"ZAP70"
7786,10039,10,"MAP3K12"
8394,10039,10,"PIP5K1A"
8396,10039,10,"PIP4K2B"
8428,10039,10,"STK24"
8476,10039,10,"CDC42BPA"
8491,10039,10,"MAP4K3"
8536,10039,10,"CAMK1"
8550,10039,10,"MAPKAPK5"
8569,10039,10,"MKNK1"
8576,10039,10,"STK16"
8737,10039,10,"RIPK1"
8780,10039,10,"RIOK3"
8986,10039,10,"RPS6KA4"
9024,10039,10,"BRSK2"
9088,10039,10,"PKMYT1"
9113,10039,10,"LATS1"
9149,10039,10,"DYRK1B"
9201,10039,10,"DCLK1"
9212,10039,10,"AURKB"
9252,10039,10,"RPS6KA5"
9261,10039,10,"MAPKAPK2"
9262,10039,10,"STK17B"
9263,10039,10,"STK17A"
9578,10039,10,"CDC42BPB"
9641,10039,10,"IKBKE"
9833,10039,10,"MELK"
9874,10039,10,"TLK1"
9891,10039,10,"NUAK1"
10000,10039,10,"AKT3"
10298,10039,10,"PAK4"
10494,10039,10,"STK25"
10645,10039,10,"CAMKK2"
10733,10039,10,"PLK4"
10783,10039,10,"NEK6"
11011,10039,10,"TLK2"
11040,10039,10,"PIM2"
11213,10039,10,"IRAK3"
22848,10039,10,"AAK1"
23012,10039,10,"STK38L"
23097,10039,10,"CDK19"
23604,10039,10,"DAPK2"
23683,10039,10,"PRKD3"
25865,10039,10,"PRKD2"
26524,10039,10,"LATS2"
27330,10039,10,"RPS6KA6"
51765,10039,10,"STK26"
53904,10039,10,"MYO3A"
53944,10039,10,"CSNK1G1"
55351,10039,10,"STK32B"
55561,10039,10,"CDC42BPG"
55589,10039,10,"BMP2K"
56924,10039,10,"PAK6"
56997,10039,10,"COQ8A"
57118,10039,10,"CAMK1D"
57144,10039,10,"PAK5"
57172,10039,10,"CAMK1G"
57396,10039,10,"CLK4"
57787,10039,10,"MARK4"
65975,10039,10,"STK33"
79934,10039,10,"COQ8B"
81788,10039,10,"NUAK2"
83732,10039,10,"RIOK1"
83942,10039,10,"TSSK1B"
84254,10039,10,"CAMKK1"
84446,10039,10,"BRSK1"
85366,10039,10,"MYLK2"
85443,10039,10,"DCLK3"
91754,10039,10,"NEK9"
91807,10039,10,"MYLK3"
122011,10039,10,"CSNK1A1L"
140469,10039,10,"MYO3B"
140609,10039,10,"NEK7"
150094,10039,2,"SIK1"
166614,10039,10,"DCLK2"
225689,10039,10,"MAPK15"
255239,10039,10,"ANKK1"
282974,10039,10,"STK32C"
340156,10039,10,"MYLK4"
341676,10039,10,"NEK5"
415116,10039,10,"PIM3"
440275,10039,10,"EIF2AK4"
102724428,10039,2,NA
102800317,10039,10,NA
106821730,10039,10,NA
25,10040,2,"ABL1"
27,10040,2,"ABL2"
90,10040,3,"ACVR1"
91,10040,3,"ACVR1B"
92,10040,10,"ACVR2A"
93,10040,10,"ACVR2B"
94,10040,10,"ACVRL1"
202,10040,2,"AIM1"
207,10040,3,"AKT1"
208,10040,3,"AKT2"
238,10040,2,"ALK"
558,10040,1,"AXL"
640,10040,1,"BLK"
657,10040,10,"BMPR1A"
658,10040,2,"BMPR1B"
659,10040,10,"BMPR2"
660,10040,2,"BMX"
673,10040,2,"BRAF"
695,10040,2,"BTK"
780,10040,1,"DDR1"
