ID	symbol	synonyms	ensembl
41205153	LOC120100004		
41205198	LOC120094378		
41205249	Rnu6-936	LOC120102578	ENSRNOG00000067272
41205386	LOC120098030	U4	ENSRNOG00000058199
41205404	LOC120095284		
41205510	Trnaa-agc86	NEWGENE_40934091;Trnaa-agc	
41205584	Snord55	LOC120103255;SNORD39	ENSRNOG00000054324
41205587	Ptma-ps4	LOC120096261	
41205604	LOC120103467		
41205609	LOC120101765		
41205642	Rsl1d1-ps1	LOC120093840	
41205767	LOC120103624		
41205771	LOC120096327		ENSRNOG00000069844
41205784	LOC120096651		ENSRNOG00000065832
41205794	Trnaa-agc87	NEWGENE_40934091;Trnaa-agc	
41205966	LOC120095254		ENSRNOG00000068523
41206076	Rnu6-959	LOC120100183;U6	ENSRNOG00000052241
41206132	LOC120099942		
41206203	LOC120101948		ENSRNOG00000064895
41206294	LOC120101267		ENSRNOG00000069742
41206352	LOC120094765		
41206390	LOC120093115		
41206397	Trnap-agg87	NEWGENE_40926764;Trnap-agg	
41206420	LOC120103218	U6	ENSRNOG00000056882
41206438	LOC120101017		
41206442	LOC120099053	U6	ENSRNOG00000053255
41206447	Nme2-ps3	LOC120101056	
41206460	LOC120099378		
41206585	LOC120093507	U6	ENSRNOG00000066905
41206601	LOC120101606		
41206721	LOC120103331	AABR07048521.1	ENSRNOG00000051981
41206741	LOC120102863		
41206771	LOC120100249		ENSRNOG00000064681
41206828	LOC120099514		ENSRNOG00000065651
41206868	Gapdh-ps84	LOC120100999	
41207021	Or6c3l-ps2	LOC120093749	
41207158	LOC120097372		
41207194	LOC120094759		
41207204	LOC120100221	U7	ENSRNOG00000061383
41207236	LOC120100736		
41207243	LOC120093100		ENSRNOG00000048226;ENSRNOG00000067639
41207248	Trnas-aga16	NEWGENE_40938314;Trnas-aga	
41207249	LOC120099846		
41207320	Trit1-ps1	LOC120098603	
41207321	LOC120101109		ENSRNOG00000069816
41207347	LOC120099425	U1	ENSRNOG00000058253
41207417	Myl6bl1	AC128207.1;LOC120093525	ENSRNOG00000003860;ENSRNOG00000028837
41207469	LOC120102425		
41207476	LOC120100483	ENSRNOG00000063410	ENSRNOG00000063410
41207487	LOC120093800		
41207541	Snora72	LOC120097208	ENSRNOG00000057812
41207608	Isg20l1	AABR07003187.1;LOC120099798	ENSRNOG00000011402;ENSRNOG00000037348
41207760	LOC120100064		
41207977	LOC120097442		
41208025	LOC120101223		ENSRNOG00000063017
41208252	LOC120096312		ENSRNOG00000067674
41208256	LOC120103326	AC108261.1	ENSRNOG00000051643
41208259	LOC120093590		
41208279	LOC120095887		
41208288	Envl-ps9	LOC120103030	
41208289	LOC120099602		
41208375	Ybx1-ps15	LOC120095240	
41208516	LOC120096271		
41208562	LOC120097646	U6	ENSRNOG00000052164
41208624	LOC120100960		
41208739	Etv5-ps1	LOC120098773	
41208786	LOC120098428		ENSRNOG00000063765
41208883	LOC120096454		ENSRNOG00000064320
