HMDB_ID	CHEBI_ID
HMDB0002302	43580
HMDB0002303	17437
HMDB0002305	18413
HMDB0002306	17883
HMDB0002307	15513
HMDB0002308	27786
HMDB0002311	63970
HMDB0002314	63969
HMDB0002320	70808
HMDB0002322	18127
HMDB0002326	3908
HMDB0002327	73718
HMDB0002329	16995
HMDB0002336	563990
HMDB0002338	17574
HMDB0002339	74049
HMDB0002340	36632
HMDB0002343	63974
HMDB0002345	39248
HMDB0002346	15529
HMDB0002348	31001
HMDB0002349	27036
HMDB0002350	32154
HMDB0002352	28283
HMDB0002355	74018
HMDB0002356	31009
HMDB0002359	90355
HMDB0002360	67939
HMDB0002361	39420
HMDB0002362	64307
HMDB0002363	34821
HMDB0002364	37659
HMDB0002366	85520
HMDB0002368	44247
HMDB0002369	50648
HMDB0002372	975589
HMDB0002373	63864
HMDB0002375	3594
HMDB0002381	88610
HMDB0002384	17034
HMDB0002385	63959
HMDB0002386	30168
HMDB0002387	30502
HMDB0002388	499685
HMDB0002390	20141
HMDB0002391	519375
HMDB0002392	66682
HMDB0002393	31882
HMDB0002394	205734
HMDB0002395	9908
HMDB0002396	58966
HMDB0002398	79068
HMDB0002400	34820
HMDB0002404	68451
HMDB0002409	89129
HMDB0002428	15702
HMDB0002432	89118
HMDB0002434	17594
HMDB0002441	68502
HMDB0002453	86391
HMDB0002457	49786
HMDB0002466	30764
HMDB0002492	73676
HMDB0002496	52031
HMDB0002497	72733
HMDB0002500	15858
HMDB0002501	30550
HMDB0002503	49948
HMDB0002504	67045
HMDB0002520	17270
HMDB0002536	81256
HMDB0002541	15895
HMDB0002545	47962
HMDB0002580	17864
HMDB0002601	36532
HMDB0002639	9347
HMDB0002641	18125
HMDB0002642	89499
HMDB0002643	86369
HMDB0002649	23956
HMDB0002655	6052
HMDB0002656	15545
HMDB0002658	16168
HMDB0002659	49468
HMDB0002664	28031
HMDB0002666	9533
HMDB0002670	17846
HMDB0002685	28852
HMDB0002689	1000694
HMDB0002697	36412
HMDB0002704	24769
HMDB0002706	405237
HMDB0002708	27843
HMDB0002710	27485
HMDB0002712	16070
HMDB0002714	16183
HMDB0002719	17737
HMDB0002720	1309273
HMDB0002721	19065
HMDB0002725	7466
HMDB0002741	5186
HMDB0002752	27820
HMDB0002755	18152
HMDB0002757	21260
HMDB0002759	83037
HMDB0002776	15550
HMDB0002780	15600
HMDB0002783	34975
HMDB0002786	25567
HMDB0002789	27547
HMDB0002802	16962
HMDB0002815	28610
HMDB0002818	76451
HMDB0002820	1606
HMDB0002823	77807
HMDB0002825	28946
HMDB0002829	28832
HMDB0002832	142891
HMDB0002833	84094
HMDB0002835	4315
HMDB0002845	27540
HMDB0002869	28623
HMDB0002871	35165
HMDB0002878	17632
HMDB0002884	32428
HMDB0002886	28158
HMDB0002894	27551
HMDB0002899	4775
HMDB0002902	47772
HMDB0002904	89991
HMDB0002916	16318
HMDB0002917	17151
HMDB0002925	53486
HMDB0002927	28819
HMDB0002928	68428
HMDB0002931	45441
HMDB0002937	542812
HMDB0002939	142806
HMDB0002961	16330
HMDB0002982	27624
HMDB0002984	34350
HMDB0002985	64838
HMDB0002991	17141
HMDB0002994	17113
HMDB0002995	15647
HMDB0003000	15948
HMDB0003011	17981
HMDB0003012	17296
HMDB0003020	35306
HMDB0003023	17090
HMDB0003033	987229
HMDB0003034	34939
HMDB0003036	35432
HMDB0003039	50174
HMDB0003040	705435
HMDB0003045	4828
HMDB0003052	18041
HMDB0003063	48716
HMDB0003066	48965
HMDB0003069	28453
HMDB0003070	16119
HMDB0003072	17521
HMDB0003073	28661
HMDB0003075	42491
HMDB0003080	28666
HMDB0003081	27442
HMDB0003099	68441
HMDB0003101	35288
HMDB0003114	16833
HMDB0003116	9249
HMDB0003119	17987
HMDB0003125	16240
HMDB0003128	3899
HMDB0003134	27870
HMDB0003141	28870
HMDB0003146	881739
HMDB0003152	64399
HMDB0003153	4806
HMDB0003154	3362
HMDB0003156	62064
HMDB0003157	17072
HMDB0003164	16112
HMDB0003173	75318
HMDB0003175	15547
HMDB0003178	17627
HMDB0003180	3898
HMDB0003193	28835
HMDB0003208	1221363
HMDB0003213	16634
HMDB0003217	28088
HMDB0003219	27520
HMDB0003224	28816
HMDB0003227	16007
HMDB0003229	28716
HMDB0003231	28727
HMDB0003233	28838
HMDB0003235	27647
HMDB0003236	28374
HMDB0003243	15688
HMDB0003247	137370
HMDB0003249	28527
HMDB0003252	28728
HMDB0003254	28118
HMDB0003255	28057
HMDB0003259	732
HMDB0003263	25863
HMDB0003265	28775
HMDB0003269	7563
HMDB0003276	16136
HMDB0003282	21803
HMDB0003288	16633
HMDB0003290	87753
HMDB0003306	17276
HMDB0003312	28197
HMDB0003315	17854
HMDB0003320	24809
HMDB0003331	16020
HMDB0003333	40304
HMDB0003334	25682
HMDB0003335	17808
HMDB0003337	17858
HMDB0003338	15429
HMDB0003339	15966
HMDB0003344	17071
HMDB0003345	17925
HMDB0003349	17025
HMDB0003351	62254
HMDB0003352	15409
HMDB0003355	15887
HMDB0003357	16543
HMDB0003361	16898
HMDB0003362	71404
HMDB0003363	33885
HMDB0003364	16509
HMDB0003366	17153
HMDB0003369	28942
HMDB0003371	16880
HMDB0003374	16176
HMDB0003375	15382
HMDB0003377	15528
HMDB0003378	16480
HMDB0003379	39949
HMDB0003381	553775
HMDB0003391	17835
HMDB0003402	47954
HMDB0003403	28102
HMDB0003405	16855
HMDB0003406	16523
HMDB0003407	16583
HMDB0003409	16118
HMDB0003411	16313
HMDB0003416	15816
HMDB0003417	16375
HMDB0003418	49092
HMDB0003419	15522
HMDB0003422	40799
HMDB0003423	17061
HMDB0003424	16125
HMDB0003426	16753
HMDB0003429	15982
HMDB0003431	16255
HMDB0003441	16731
HMDB0003447	17890
HMDB0003449	27667
HMDB0003450	15389
HMDB0003453	17871
HMDB0003454	16871
HMDB0003458	15852
HMDB0003459	16576
HMDB0003464	15728
HMDB0003466	17587
HMDB0003470	48309
HMDB0003474	15768
HMDB0003484	15961
HMDB0003498	17719
HMDB0003501	17395
HMDB0003502	17401
HMDB0003503	17807
HMDB0003514	18148
HMDB0003518	52222
HMDB0003529	16322
HMDB0003533	16466
HMDB0003536	28823
HMDB0003537	28807
HMDB0003540	28931
HMDB0003543	15743
HMDB0003546	17814
HMDB0003550	17933
HMDB0003551	28616
HMDB0003553	17164
HMDB0003555	18067
HMDB0003559	28833
HMDB0003563	16315
HMDB0003571	15521
HMDB0003572	50371
HMDB0003573	16794
HMDB0003581	42280
HMDB0003584	17228
HMDB0003585	28839
HMDB0003598	545914
HMDB0003601	16718
HMDB0003603	89029
HMDB0003609	17123
HMDB0003625	16793
HMDB0003626	88955
HMDB0003633	17458
HMDB0003634	15420
HMDB0003638	48775
HMDB0003640	86261
HMDB0003642	35104
HMDB0003646	16354
HMDB0003647	15421
HMDB0003648	17616
HMDB0003654	64555
HMDB0003656	50718
HMDB0003661	17166
HMDB0003665	73200
HMDB0003667	29060
HMDB0003671	5672
HMDB0003681	17645
HMDB0003689	138655
HMDB0003701	15890
HMDB0003705	16034
HMDB0003745	17905
HMDB0003747	45713
HMDB0003752	77726
HMDB0003759	28952
HMDB0003764	73849
HMDB0003767	15621
HMDB0003769	16985
HMDB0003771	37079
HMDB0003791	27978
HMDB0003797	32798
HMDB0003818	2710
HMDB0003822	78242
HMDB0003826	17601
HMDB0003828	31959
HMDB0003831	16939
HMDB0003834	28400
HMDB0003840	29269
HMDB0003841	18247
HMDB0003843	85235
HMDB0003848	15844
HMDB0003869	88494
HMDB0003871	15655
HMDB0003876	15558
HMDB0003882	16837
HMDB0003896	27910
HMDB0003903	1157
HMDB0003904	978
HMDB0003905	27398
HMDB0003911	27389
HMDB0003920	16415
HMDB0003929	16607
HMDB0003932	27402
HMDB0003933	59951
HMDB0003934	27466
HMDB0003935	28726
HMDB0003936	27668
HMDB0003937	27868
HMDB0003938	28325
HMDB0003939	28528
HMDB0003940	28632
HMDB0003941	28264
HMDB0003942	28276
HMDB0003943	27648
HMDB0003944	28706
HMDB0003945	61526
HMDB0003946	27721
HMDB0003947	27979
HMDB0003948	10723
HMDB0003949	27537
HMDB0003952	28002
HMDB0003955	27576
HMDB0003959	75308
HMDB0003966	30021
HMDB0003971	16084
HMDB0003974	7815
HMDB0003976	16787
HMDB0003990	73006
HMDB0003993	35147
HMDB0004025	8387
HMDB0004026	28043
HMDB0004031	28247
HMDB0004035	67237
HMDB0004038	138645
HMDB0004041	28718
HMDB0004043	300
HMDB0004044	21891
HMDB0004045	16894
HMDB0004047	34528
HMDB0004051	18157
HMDB0004058	27404
HMDB0004062	28508
HMDB0004063	144365
HMDB0004067	60872
HMDB0004068	89634
HMDB0004072	1883
HMDB0004073	50157
HMDB0004076	28715
HMDB0004077	28799
HMDB0004080	2700
HMDB0004081	2198
HMDB0004085	68565
HMDB0004086	2065
HMDB0004087	16804
HMDB0004089	36575
HMDB0004094	17840
HMDB0004095	2089
HMDB0004096	28281
HMDB0004101	27413
HMDB0004110	15732
HMDB0004112	2485
HMDB0004113	27812
HMDB0004118	49867
HMDB0004119	9096
HMDB0004122	28553
HMDB0004136	48300
HMDB0004138	49482
HMDB0004142	37136
HMDB0004143	33348
HMDB0004148	34729
HMDB0004157	6320
HMDB0004158	4260
HMDB0004160	36378
HMDB0004181	28104
HMDB0004186	28254
HMDB0004193	27410
HMDB0004194	27838
HMDB0004195	27694
HMDB0004198	28433
HMDB0004207	73521
HMDB0004215	28814
HMDB0004224	43088
HMDB0004225	28116
HMDB0004226	7386
HMDB0004230	36751
HMDB0004231	27373
HMDB0004234	27814
HMDB0004236	28099
HMDB0004238	28130
HMDB0004240	28442
HMDB0004241	28269
HMDB0004242	28667
HMDB0004243	15626
HMDB0004244	15628
HMDB0004246	3165
HMDB0004249	16618
HMDB0004256	27581
HMDB0004258	15527
HMDB0004264	34157
HMDB0004270	35373
HMDB0004284	1879
HMDB0004290	17889
HMDB0004291	2124
HMDB0004296	28619
HMDB0004305	16619
HMDB0004309	27151
HMDB0004321	15383
HMDB0004326	119928
HMDB0004327	28885
HMDB0004328	336245
HMDB0004339	70854
HMDB0004350	28986
HMDB0004362	58968
HMDB0004363	28470
HMDB0004366	5764
HMDB0004369	48294
HMDB0004370	28136
HMDB0004381	27438
HMDB0004385	6498
HMDB0004437	28123
HMDB0004448	4866
HMDB0004461	28179
HMDB0004472	27961
HMDB0004476	2705
HMDB0004482	37450
HMDB0004483	28919
HMDB0004484	37451
HMDB0004486	48861
HMDB0004487	15399
HMDB0004527	16067
HMDB0004586	36999
HMDB0004590	529214
HMDB0004610	46961
HMDB0004611	712194
HMDB0004620	40521
HMDB0004624	712193
HMDB0004627	554295
HMDB0004628	46961
HMDB0004629	88902
HMDB0004645	50091
HMDB0004659	33023
HMDB0004662	48926
HMDB0004666	52392
HMDB0004667	34154
HMDB0004668	68947
HMDB0004669	72842
HMDB0004670	34496
HMDB0004673	132276
HMDB0004679	34486
HMDB0004680	34162
HMDB0004682	34126
HMDB0004684	34128
HMDB0004685	63976
HMDB0004688	15631
HMDB0004690	34784
HMDB0004692	34145
HMDB0004694	34131
HMDB0004696	34127
HMDB0004699	34487
HMDB0004701	34494
HMDB0004702	38299
HMDB0004705	72665
HMDB0004706	34485
HMDB0004708	34506
HMDB0004808	89489
HMDB0004810	89486
HMDB0004811	16738
HMDB0004812	84212
HMDB0004813	89487
HMDB0004814	89484
HMDB0004815	85239
HMDB0004816	27983
HMDB0004817	144646
HMDB0004818	89480
HMDB0004821	89481
HMDB0004822	89480
HMDB0004823	89479
HMDB0004824	19289
HMDB0004825	44715
HMDB0004826	29081
HMDB0004827	35280
HMDB0004872	84765
HMDB0004873	84806
HMDB0004874	75340
HMDB0004913	89636
HMDB0004944	89635
HMDB0004947	72956
HMDB0004948	77996
HMDB0004949	72959
HMDB0004950	72961
HMDB0004951	72962
HMDB0004952	72966
HMDB0004953	74450
HMDB0004955	72968
HMDB0004956	72965
HMDB0004957	134548
HMDB0004969	76297
HMDB0004970	139140
HMDB0004971	84716
HMDB0004972	84719
HMDB0004973	84721
HMDB0004974	62107
HMDB0004975	76302
HMDB0004976	84750
HMDB0004977	75344
HMDB0004980	32380
HMDB0004983	9349
HMDB0004987	73829
HMDB0004988	70966
HMDB0004989	89626
HMDB0004992	116735
HMDB0004995	16714
HMDB0004998	200157
HMDB0004999	6532
HMDB0005000	210803
HMDB0005005	9620
HMDB0005006	39548
HMDB0005007	9150
HMDB0005008	6375
HMDB0005009	50275
HMDB0005010	9123
HMDB0005011	37941
HMDB0005012	7735
HMDB0005014	41423
HMDB0005015	42797
HMDB0005016	9943
HMDB0005017	7915
HMDB0005018	2668
HMDB0005020	8871
HMDB0005021	8707
HMDB0005022	63618
HMDB0005023	10125
HMDB0005026	8768
HMDB0005028	36791
HMDB0005030	5050
HMDB0005031	50122
HMDB0005032	3561
HMDB0005033	63634
HMDB0005034	63631
HMDB0005035	103183
HMDB0005036	31441
HMDB0005037	10650
HMDB0005038	77397
HMDB0005039	9139
HMDB0005041	53289
HMDB0005042	31236
HMDB0005045	88348
HMDB0005047	36025
HMDB0005048	44526
HMDB0005049	34125
HMDB0005050	34160
HMDB0005056	544560
HMDB0005060	73731
HMDB0005065	84651
HMDB0005066	84634
HMDB0005073	88493
HMDB0005076	155467
HMDB0005079	34159
HMDB0005081	72801
HMDB0005082	6499
HMDB0005083	34505
HMDB0005087	63981
HMDB0005088	63982
HMDB0005089	72795
HMDB0005095	607671
HMDB0005096	58961
HMDB0005102	27696
HMDB0005175	28111
HMDB0005176	16091
HMDB0005189	37136
HMDB0005193	88795
HMDB0005199	123715
HMDB0005356	77393
HMDB0005382	75583
HMDB0005403	77686
HMDB0005432	75841
HMDB0005453	53753
HMDB0005474	75844
HMDB0005760	75842
HMDB0005764	259663
HMDB0005765	84058
HMDB0005766	143251
HMDB0005768	17537
HMDB0005770	88947
HMDB0005773	239449
HMDB0005774	297398
HMDB0005775	137728
HMDB0005777	422134
HMDB0005779	78342
HMDB0005780	90479
HMDB0005781	34778
HMDB0005782	28230
HMDB0005784	68889
HMDB0005785	24814
HMDB0005788	136609
HMDB0005789	67263
HMDB0005792	47807
HMDB0005794	16243
HMDB0005798	584521
HMDB0005800	15864
HMDB0005801	28499
HMDB0005802	50545
HMDB0005805	28768
HMDB0005806	10577
HMDB0005807	30778
HMDB0005808	18088
HMDB0005809	4917
HMDB0005810	28412
HMDB0005812	29452
HMDB0005814	9464
HMDB0005821	17505
HMDB0005826	17505
HMDB0005830	428105
HMDB0005831	743019
HMDB0005842	89206
HMDB0005843	73224
HMDB0005844	131888
HMDB0005849	34386
HMDB0005862	19702
HMDB0005869	35430
HMDB0005874	80911
HMDB0005876	142685
HMDB0005879	4608
HMDB0005886	36412
HMDB0005897	34707
HMDB0005923	70989
HMDB0005935	40933
HMDB0005949	49713
HMDB0005960	41582
HMDB0005971	15622
HMDB0005972	34352
HMDB0005973	28969
HMDB0005994	121338
HMDB0005998	34306
HMDB0006002	507454
HMDB0006006	46645
HMDB0006007	15837
HMDB0006027	34903
HMDB0006029	21553
HMDB0006031	34135
HMDB0006032	16805
HMDB0006035	87331
HMDB0006036	529213
HMDB0006037	74064
HMDB0006038	70867
HMDB0006040	21818
HMDB0006044	110006
HMDB0006046	86393
HMDB0006048	529021
HMDB0006049	37788
HMDB0006050	91038
HMDB0006059	27562
HMDB0006078	89478
HMDB0006088	10642
HMDB0006095	89494
HMDB0006101	81555
HMDB0006111	34146
HMDB0006112	566274
HMDB0006115	17169
HMDB0006116	70824
HMDB0006119	42989
HMDB0006202	63874
HMDB0006203	89417
HMDB0006210	131887
HMDB0006213	29002
HMDB0006215	52431
HMDB0006216	16302
HMDB0006217	78272
HMDB0006218	78273
HMDB0006219	6067
HMDB0006220	45487
HMDB0006221	45479
HMDB0006224	36489
HMDB0006225	86320
HMDB0006226	28818
HMDB0006228	47799
HMDB0006229	30164
HMDB0006230	52965
HMDB0006234	18225
HMDB0006235	28858
HMDB0006236	16424
HMDB0006239	50622
HMDB0006240	31530
HMDB0006242	27852
HMDB0006245	91132
HMDB0006246	77526
HMDB0006247	37616
HMDB0006248	50619
HMDB0006251	64136
HMDB0006254	63795
HMDB0006259	34477
HMDB0006270	75108
HMDB0006271	18252
HMDB0006272	49268
HMDB0006273	28413
HMDB0006275	37946
HMDB0006278	138026
HMDB0006280	80656
HMDB0006281	18431
HMDB0006283	1296
HMDB0006284	48950
HMDB0006285	80656
HMDB0006292	28701
HMDB0006293	27913
HMDB0006294	55328
HMDB0006316	16304
HMDB0006317	86031
HMDB0006320	84095
HMDB0006321	134423
HMDB0006322	77527
HMDB0006323	77360
HMDB0006327	33270
HMDB0006330	18205
HMDB0006331	16508
HMDB0006334	16142
HMDB0006335	47771
HMDB0006336	37463
HMDB0006343	27760
HMDB0006344	17884
HMDB0006348	32072
HMDB0006351	136372
HMDB0006354	15774
HMDB0006355	18268
HMDB0006357	16717
HMDB0006368	15508
HMDB0006369	28845
HMDB0006372	74324
HMDB0006402	15491
HMDB0006403	32073
HMDB0006404	28493
HMDB0006406	708640
HMDB0006408	63799
HMDB0006409	133530
HMDB0006454	40673
HMDB0006456	16878
HMDB0006458	17167
HMDB0006459	52966
HMDB0006460	73100
HMDB0006461	84098
HMDB0006462	137439
HMDB0006464	86038
HMDB0006465	27491
HMDB0006468	63800
HMDB0006469	84098
HMDB0006471	142525
HMDB0006478	16638
HMDB0006480	55404
HMDB0006482	52897
HMDB0006483	17364
HMDB0006485	15634
HMDB0006486	134470
HMDB0006488	16319
HMDB0006492	35422
HMDB0006496	134424
HMDB0006497	74397
HMDB0006503	15537
HMDB0006511	15622
HMDB0006512	140723
HMDB0006513	76450
HMDB0006514	140756
HMDB0006524	17566
HMDB0006525	28261
HMDB0006528	53488
HMDB0006532	53152
HMDB0006535	71553
HMDB0006543	34665
HMDB0006547	32389
HMDB0006548	708641
HMDB0006552	2504
HMDB0006555	28806
HMDB0006556	27809
HMDB0006557	15751
HMDB0006558	30725
HMDB0006559	89846
HMDB0006566	53481
HMDB0006567	61844
HMDB0006575	27707
HMDB0006577	89932
HMDB0006580	89922
HMDB0006587	89917
HMDB0006589	89919
HMDB0006590	22423
HMDB0006591	25001
HMDB0006593	89905
HMDB0006594	89907
HMDB0006600	88450
HMDB0006606	88442
HMDB0006612	88463
HMDB0006622	88470
HMDB0006695	74767
HMDB0006706	88778
HMDB0006707	18160
HMDB0006709	46372
HMDB0006710	529178
HMDB0006725	84304
HMDB0006730	88777
HMDB0006734	84758
HMDB0006737	88774
HMDB0006738	133745
HMDB0006740	88763
HMDB0006744	1463
HMDB0006750	84758
HMDB0006752	31488
HMDB0006758	18093
HMDB0006759	88767
HMDB0006762	27832
HMDB0006763	1294
HMDB0006764	27832
HMDB0006765	36491
HMDB0006766	766
HMDB0006768	1069535
HMDB0006770	2150
HMDB0006771	27768
HMDB0006772	2495
HMDB0006773	8067
HMDB0006774	27582
HMDB0006779	27406
HMDB0006789	28339
HMDB0006790	15754
HMDB0006791	27527
HMDB0006796	27791
HMDB0006797	38342
HMDB0006800	12350
HMDB0006801	27951
HMDB0006802	18336
HMDB0006803	27976
HMDB0006804	33199
HMDB0006805	15507
HMDB0006806	62415
HMDB0006807	27762
HMDB0006809	27748
HMDB0006814	18169
HMDB0006816	31116
HMDB0006817	1109
HMDB0006818	27752
HMDB0006819	28711
HMDB0006821	929
HMDB0006822	58104
HMDB0006824	48954
HMDB0006825	28624
HMDB0006826	27650
HMDB0006832	28391
HMDB0006833	16444
HMDB0006834	18416
HMDB0006836	9493
HMDB0006838	505093
HMDB0006839	28113
HMDB0006840	27650
HMDB0006841	16608
HMDB0006842	16290
HMDB0006845	80094
HMDB0006846	29107
HMDB0006847	50586
HMDB0006848	52972
HMDB0006849	19812
HMDB0006853	28180
HMDB0006855	18409
HMDB0006865	80220
HMDB0006866	48522
HMDB0006867	27462
HMDB0006868	17577
HMDB0006869	28692
HMDB0006870	28291
HMDB0006872	4250
HMDB0006873	4251
HMDB0006875	36761
HMDB0006876	14086
HMDB0006878	50623
HMDB0006880	37666
HMDB0006888	2149
HMDB0006889	27505
HMDB0006890	27458
HMDB0006891	27379
HMDB0006892	2290
HMDB0006893	28047
HMDB0006894	27428
HMDB0006895	27393
HMDB0006896	28533
HMDB0006899	73757
HMDB0006900	27681
HMDB0006902	28956
HMDB0006903	2480
HMDB0006904	28531
HMDB0006915	27683
HMDB0006921	17079
HMDB0006928	30109
HMDB0006938	16992
HMDB0006955	17978
HMDB0006961	27957
HMDB0007006	1293375
HMDB0007007	137248
HMDB0007008	80651
HMDB0007011	84385
HMDB0007012	84386
HMDB0007013	88810
HMDB0007014	88809
HMDB0007015	75465
HMDB0007016	84392
HMDB0007017	88808
HMDB0007018	88807
HMDB0007020	88798
HMDB0007021	88797
HMDB0007022	88796
HMDB0007023	88794
HMDB0007024	88805
HMDB0007025	88804
HMDB0007026	88803
HMDB0007028	88802
HMDB0007029	88800
HMDB0007030	88788
HMDB0007031	88790
HMDB0007032	88789
HMDB0007033	88791
HMDB0007035	88793
HMDB0007036	88792
HMDB0007038	84702
HMDB0007040	88781
HMDB0007041	88780
HMDB0007042	88786
HMDB0007043	88784
HMDB0007044	88783
HMDB0007045	88782
HMDB0007049	88787
HMDB0007050	88725
HMDB0007051	88723
HMDB0007052	88724
HMDB0007053	88722
HMDB0007054	86977
HMDB0007057	88720
HMDB0007058	88721
HMDB0007059	88718
HMDB0007060	88711
HMDB0007064	88707
HMDB0007065	88709
HMDB0007068	88705
HMDB0007095	88759
HMDB0007096	88757
HMDB0007098	82929
HMDB0007099	84394
HMDB0007100	86975
HMDB0007101	88454
HMDB0007102	75466
HMDB0007103	82927
HMDB0007104	88453
HMDB0007105	88449
HMDB0007106	88451
HMDB0007107	88446
HMDB0007108	88447
HMDB0007109	84401
HMDB0007110	88472
HMDB0007111	84402
HMDB0007112	77096
HMDB0007114	88475
HMDB0007115	87234
HMDB0007116	88476
HMDB0007117	88477
HMDB0007118	84405
HMDB0007119	88478
HMDB0007120	88467
HMDB0007121	82949
HMDB0007124	88469
HMDB0007125	88468
HMDB0007127	88471
HMDB0007128	84417
HMDB0007129	84418
HMDB0007130	88501
HMDB0007131	88500
HMDB0007132	84419
HMDB0007133	88502
HMDB0007134	88497
HMDB0007136	88499
HMDB0007137	88498
HMDB0007138	88496
HMDB0007139	88495
HMDB0007140	88490
HMDB0007141	88489
HMDB0007142	88487
HMDB0007144	88484
HMDB0007145	88483
HMDB0007146	88482
HMDB0007147	88481
HMDB0007148	88480
HMDB0007149	88479
HMDB0007153	88532
HMDB0007154	88536
HMDB0007156	88529
HMDB0007157	88527
HMDB0007158	41847
HMDB0007159	88530
HMDB0007160	75468
HMDB0007161	77097
HMDB0007162	88511
HMDB0007163	88523
HMDB0007164	88520
HMDB0007165	88518
HMDB0007166	88516
HMDB0007167	88510
HMDB0007168	88509
HMDB0007169	84433
HMDB0007170	75728
HMDB0007171	88377
HMDB0007172	88376
HMDB0007173	87241
HMDB0007176	84435
HMDB0007179	77129
HMDB0007182	88367
HMDB0007183	88368
HMDB0007185	86346
HMDB0007186	88364
HMDB0007187	88365
HMDB0007188	88366
HMDB0007189	88369
HMDB0007190	88372
HMDB0007191	88371
HMDB0007192	88395
HMDB0007193	88397
HMDB0007194	88393
HMDB0007195	88394
HMDB0007196	88400
HMDB0007197	88401
HMDB0007198	88398
HMDB0007199	88399
HMDB0007200	88548
HMDB0007201	88547
HMDB0007206	88546
HMDB0007207	88545
HMDB0007208	88551
HMDB0007211	75446
HMDB0007212	89231
HMDB0007214	75447
HMDB0007215	89229
HMDB0007216	75448
HMDB0007217	89230
HMDB0007218	52333
HMDB0007219	75450
HMDB0007220	89225
HMDB0007221	75475
HMDB0007222	89223
HMDB0007223	89224
HMDB0007224	84436
HMDB0007225	89222
HMDB0007226	89221
HMDB0007227	84437
HMDB0007228	75449
HMDB0007229	89220
HMDB0007230	89218
HMDB0007234	84438
HMDB0007235	89216
HMDB0007236	89217
HMDB0007237	84439
HMDB0007240	89212
HMDB0007241	89214
HMDB0007243	89211
HMDB0007244	89208
HMDB0007245	86337
HMDB0007246	89207
HMDB0007247	75471
HMDB0007248	77127
HMDB0007249	89210
HMDB0007250	89198
HMDB0007252	86985
HMDB0007253	89194
HMDB0007254	89193
HMDB0007255	89201
HMDB0007256	89200
HMDB0007257	89203
HMDB0007258	89202
HMDB0007262	89178
HMDB0007263	89176
HMDB0007264	89174
HMDB0007265	89171
HMDB0007269	89189
HMDB0007272	89164
HMDB0007273	89167
HMDB0007274	89165
HMDB0007275	89169
HMDB0007276	89168
HMDB0007277	89170
HMDB0007281	89159
HMDB0007282	89158
HMDB0007283	89157
HMDB0007284	89162
HMDB0007285	89160
HMDB0007290	89163
HMDB0007292	89155
HMDB0007298	89149
HMDB0007301	89259
HMDB0007302	89258
HMDB0007303	89261
HMDB0007304	89260
HMDB0007305	75578
HMDB0007306	89262
HMDB0007310	89241
HMDB0007311	89240
HMDB0007312	89239
HMDB0007313	89238
HMDB0007314	89237
HMDB0007319	89235
HMDB0007321	89253
HMDB0007330	88981
HMDB0007332	88989
HMDB0007333	88991
HMDB0007334	88992
HMDB0007339	88988
HMDB0007340	88969
HMDB0007341	88966
HMDB0007347	88975
HMDB0007349	88974
HMDB0007353	87246
HMDB0007356	89026
HMDB0007357	89027
HMDB0007359	89028
HMDB0007360	88996
HMDB0007361	89002
HMDB0007362	89004
HMDB0007363	75470
HMDB0007364	89000
HMDB0007365	89008
HMDB0007366	89010
HMDB0007367	89006
HMDB0007373	77093
HMDB0007374	88951
HMDB0007375	87225
HMDB0007385	88944
HMDB0007386	88942
HMDB0007388	88939
HMDB0007389	88938
HMDB0007390	88958
HMDB0007391	88957
HMDB0007392	88960
HMDB0007393	88959
HMDB0007394	88962
HMDB0007395	88961
HMDB0007396	88963
HMDB0007400	89056
HMDB0007401	89057
HMDB0007404	89055
HMDB0007414	89034
HMDB0007415	89033
HMDB0007417	89031
HMDB0007418	89032
HMDB0007419	89030
HMDB0007420	89037
HMDB0007421	89036
HMDB0007422	89039
HMDB0007423	89038
HMDB0007424	89041
HMDB0007425	89040
HMDB0007428	89035
HMDB0007431	89045
HMDB0007432	89043
HMDB0007433	89042
HMDB0007443	89050
HMDB0007444	89051
HMDB0007446	89047
HMDB0007447	89046
HMDB0007448	89049
HMDB0007449	89048
HMDB0007450	89782
HMDB0007451	89781
HMDB0007452	89780
HMDB0007453	89784
HMDB0007456	89783
HMDB0007458	89786
HMDB0007459	89785
HMDB0007460	89788
HMDB0007461	89787
HMDB0007472	89790
HMDB0007473	89789
HMDB0007475	89796
HMDB0007476	89795
HMDB0007477	89794
HMDB0007478	89793
HMDB0007479	89792
HMDB0007480	89800
HMDB0007481	89799
HMDB0007482	89797
HMDB0007485	89798
HMDB0007487	89802
HMDB0007488	89804
HMDB0007489	89803
HMDB0007490	89752
HMDB0007501	89683
HMDB0007504	89682
HMDB0007505	89686
HMDB0007506	89687
HMDB0007507	89685
HMDB0007508	75472
HMDB0007509	89684
HMDB0007513	89708
HMDB0007515	89709
HMDB0007516	89710
HMDB0007517	89711
HMDB0007518	77125
HMDB0007530	89664
HMDB0007533	89665
HMDB0007534	89660
HMDB0007535	89661
HMDB0007536	89662
HMDB0007537	89663
HMDB0007538	89669
HMDB0007542	89653
HMDB0007544	89651
HMDB0007545	89646
HMDB0007546	89647
HMDB0007562	89674
HMDB0007564	89673
HMDB0007565	89670
HMDB0007566	89671
HMDB0007572	90058
HMDB0007573	90057
HMDB0007588	90068
HMDB0007589	90071
HMDB0007591	90045
HMDB0007599	90043
HMDB0007617	89844
HMDB0007618	89845
HMDB0007620	89834
HMDB0007621	89833
