CAS	CHEBI
17243-69-5	77817
17249-00-2	90188
17257-15-7	7519
172646-19-4	52696
172673-20-0	64321
17272-57-0	63948
17272-66-1	30395
17276-15-2	133805
17278-74-9	77168
17283-81-7	18015
17283-91-9	76991
172902-99-7	85612
172903-00-3	85611
17296-19-4	4808
17298-37-2	53210
17299-00-2	80756
1730-91-2	38655
17301-22-3	77445
173046-02-1	69052
17306-45-5	133244
17306-46-6	31227
1731-84-6	44499
1731-86-8	87527
1731-94-8	87758
17313-52-9	69356
173159-57-4	83502
17318-31-9	90232
1732-09-8	81345
17320-10-4	85778
17321-77-6	3755
17322-84-8	8402
173268-90-1	66627
1733-12-6	86218
17331-98-5	27770
173334-57-1	601027
173334-58-2	53777
17334-58-6	133365
173352-21-1	135309
17340-16-8	27384
17341-24-1	49713
17341-25-2	29101
173443-27-1	63312
17345-77-6	34388
173485-80-8	66728
17355-10-1	75003
173584-44-6	38630
17359-54-5	63558
17360-11-1	28275
17364-00-0	76540
17365-01-4	135891
17365-11-6	9522
173662-97-0	83205
17369-30-1	132718
17372-87-1	39078
17372-87-1	52053
173740-43-7	133218
17375-41-6	75834
17376-09-9	29414
17378-38-0	17868
17388-39-5	9370
17392-83-5	74611
173937-91-2	135810
17397-85-2	38760
17397-89-6	171741
17398-11-7	8623
173997-05-2	139334
1740-19-8	29571
1740-22-3	135675
1740-57-4	38801
174022-42-5	65484
17406-45-0	9630
17419-81-7	89341
1742-95-6	40071
174212-12-5	81840
17422-33-2	80918
1743-37-9	64438
17438-29-8	71062
1744-22-5	8863
17440-81-2	45791
17440-83-4	2640
174484-41-4	63628
17449-94-4	36204
1745-07-9	5637
1745-81-9	39826
174513-95-2	66135
17453-58-6	41213
17455-13-9	32397
17459-92-6	18392
1746-01-6	28119
1746-81-2	81965
17465-86-0	495056
17466-45-4	8040
174671-46-6	77942
174778-71-3	68660
17479-06-0	22099
17479-19-5	59912
17489-40-6	81155
17493-86-6	49552
17499-98-8	30033
175013-18-0	78780
17505-25-8	34766
17510-99-5	17032
17511-89-6	39505
175217-20-6	83393
17528-72-2	15372
17528-72-2	59560
1754-58-1	82164
175463-14-6	101853
175481-36-4	135939
1755-52-8	34610
17550-03-7	34340
175591-09-0	135935
1756-18-9	15689
17560-51-9	64354
17573-21-6	34512
175739-42-1	45910
17575-22-3	135898
1758-80-1	48950
175865-59-5	63635
175865-60-8	63635
1759-53-1	23500
17590-01-1	135022
17598-02-6	8368
17598-65-1	31468
17598-82-2	134275
17605-27-5	38723
17605-67-3	27865
176050-43-4	65821
17606-31-4	39188
17615-73-5	81723
17617-23-1	5128
17617-45-7	8206
17619-97-5	50006
17622-26-3	134457
17623-16-4	51201
17623-60-8	3327
17623-63-1	4360
17627-24-6	64797
17627-78-0	6536
1763-10-6	15525
1763-23-1	39421
17632-18-7	51215
17632-85-8	30331
17635-40-4	38929
1764-85-8	135688
17647-60-8	51686
17650-84-9	69657
17650-98-5	59219
17651-61-5	28930
1766-91-2	31972
17669-60-2	6435
17669-76-0	81156
17673-25-5	8116
17673-49-3	75625
176739-79-0	65792
176739-80-3	65793
17676-24-3	435764
17678-70-5	63893
1768-34-9	38907
17680-99-8	87986
17685-04-0	87248
17685-05-1	64681
17688-29-8	60657
17692-22-7	136017
17692-24-9	135955
17692-31-8	93837
17692-34-1	135677
17692-39-6	135329
17692-43-2	136022
17692-51-2	64216
17692-71-6	135033
17693-51-5	32059
17695-46-4	91120
17696-23-0	51459
17696-73-0	133897
17699-05-7	62755
17699-14-8	10224
177036-94-1	135949
1771-07-9	38072
1772-76-5	60706
17722-36-0	49101
17735-94-3	134479
17737-65-4	76200
177406-68-7	81732
1775-43-5	49284
17754-44-8	2913
17757-07-2	80094
177571-06-1	51467
1777-82-8	48220
17773-30-7	50578
17778-80-2	29194
17778-88-0	29351
177791-61-6	72634
177795-60-7	134729
1778-02-5	34930
17780-72-2	3763
17781-81-6	32550
177834-92-3	61176
17784-12-2	135230
1779-13-1	37604
1779-81-3	40889
17793-95-2	16190
17804-35-2	3015
17804-49-8	53726
17804-54-5	34382
17804-69-2	7347
1781-78-8	37815
17811-28-8	10117
17812-24-7	21077
178167-77-6	89379
17817-31-1	74957
17817-88-8	17710
1782-47-4	86068
1782-55-4	20582
178234-32-7	31165
1783-84-2	53486
1783-96-6	17364
1785-51-9	81608
17854-59-0	135373
1786-12-5	60689
1786-81-8	32053
178602-66-9	81814
178623-12-6	52767
17863-69-3	11152
178762-28-2	66125
17878-69-2	18171
17879-89-9	60900
17879-89-9	73090
17885-08-4	37712
178888-02-3	30038
1789-26-0	135137
178928-70-6	82036
178948-67-9	66251
178961-20-1	83646
178970-36-0	77908
178970-49-5	140297
17902-23-7	32188
17904-27-7	6095
179041-27-1	65514
17909-77-2	10332
179101-81-6	38887
17912-87-7	70082
1792-81-0	32329
17924-92-4	10106
17928-61-9	6936
179324-69-7	52717
1794-74-7	135555
17946-87-1	4441
179461-46-2	66304
179463-17-3	59900
179474-81-8	135552
17948-33-3	8917
17948-40-2	5934
17951-19-8	6094
179528-45-1	130910
17954-98-2	67237
17957-87-8	3158
17957-94-7	6750
17957-94-7	50542
17958-43-9	2617
17968-82-0	27696
17985-98-7	37831
17989-41-2	15978
17990-16-8	68624
18000-24-3	63965
18003-33-3	2197
180083-23-2	64069
1801-42-9	34231
18010-40-7	31322
18016-58-5	67931
18016-80-3	51164
180200-68-4	73041
180409-60-3	81797
18046-21-4	94523
180468-34-2	135696
18048-87-8	131608
1805-61-4	34428
1805-78-3	31723
1805-85-2	5629
18053-31-1	135639
18058-50-9	5320
1806-26-4	34432
1806-29-7	28970
1806-34-4	52236
1806-98-0	791
18063-21-3	5618
18067-39-5	5933
18069-14-2	28485
18069-17-5	68567
1807-02-9	34138
18070-40-1	3157
180749-11-5	52550
1808-12-4	59178
1808-26-0	84873
18085-97-7	66103
18089-44-6	8629
180916-16-9	135938
18095-64-2	4750
18097-67-1	85659
18099-45-1	38288
18103-42-9	543745
18108-22-0	86535
18109-80-3	135310
1811-23-0	3855
1811-31-0	28037
1811-31-0	28800
1811-31-0	28497
1811-31-0	40356
18110-86-6	81365
18110-87-7	80849
181183-52-8	53781
1812-30-2	31302
181274-17-9	82010
18130-74-0	30480
18145-26-1	2452
18155-21-0	30488
18156-74-6	85063
181587-01-9	81827
1816-85-9	81481
18162-48-6	85071
181695-72-7	63634
1817-57-8	51731
181701-06-4	66082
181701-07-5	66083
18172-33-3	22450
18172-67-3	28359
18173-90-5	85362
18178-54-6	8870
1818-71-9	3927
18181-70-9	82136
18186-48-6	16955
181885-68-7	52100
18193-30-1	90311
18194-24-6	45240
18194-25-7	65211
18194-29-1	53644
18198-39-5	44880
1820-81-1	60762
18203-11-7	17031
1821-02-9	33033
1821-12-1	41500
1821-52-9	24813
18210-71-4	5741
18211-63-7	6783
182234-02-2	66553
182284-97-5	2451
1823-37-6	55312
18233-16-4	52610
18233-70-0	17768
18234-46-3	80746
182346-21-0	138064
182362-51-2	52980
182363-54-8	65603
1824-50-6	31269
1824-52-8	135640
1824-58-4	31566
1824-94-8	17540
182431-12-5	72297
1825-64-5	76336
18259-05-7	34219
18263-25-7	133152
1827-75-4	34322
18273-06-8	15436
18281-05-5	84859
182815-43-6	59594
182815-44-7	59599
18282-10-5	52991
182824-33-5	63918
18283-93-7	33592
18285-71-7	60273
18286-49-2	58968
18288-22-7	30421
18294-85-4	17023
18296-44-1	9928
18296-45-2	4517
1830-32-6	135068
18309-28-9	36496
18309-32-5	9955
18309-32-5	78315
183133-96-2	63584
183204-72-0	90877
183204-74-2	90879
18323-44-9	3745
183232-66-8	90724
183239-75-0	66006
183239-76-1	65900
18325-59-2	26757
1833-27-8	34058
183319-69-9	53509
183321-74-6	114785
183322-45-4	91075
18339-16-7	37894
18344-37-1	84229
183552-38-7	337298
18358-13-9	25218
1836-75-5	7590
1836-77-7	3620
18361-45-0	34815
18361-46-1	34814
18361-47-2	34817
18361-48-3	34816
18361-49-4	34819
18361-50-7	34818
183675-82-3	81777
18368-95-1	89242
1837-05-4	64443
1837-57-6	31172
18378-20-6	52305
18378-89-7	31856
1838-56-8	34335
18383-49-8	28732
18385-59-6	67285
18386-16-8	28275
1839-11-8	88464
18397-07-4	5283
18397-13-2	5936
184007-95-2	41423
18402-83-0	133457
18409-17-1	89054
18409-93-3	16850
1841-19-6	93369
18416-85-8	16585
18417-89-5	85997
18423-27-3	32541
18423-69-3	65684
18427-44-6	32408
1843-05-6	135390
18431-51-1	28021
18431-82-8	10359
18432-16-1	5414
18432-16-1	79331
18433-30-2	30619
18433-48-2	24640
18435-45-5	64503
18444-66-1	3944
18444-79-6	10448
18446-73-6	134199
184475-35-2	49668
184488-44-6	34490
18449-41-7	73058
1845-11-0	34881
18453-07-1	81388
18455-25-9	79390
18455-58-8	55444
18457-55-1	10782
18459-37-5	49547
18464-39-6	134867
18465-19-5	16769
18465-19-5	30882
18465-99-1	75610
18466-51-8	31967
18466-51-8	36122
18467-06-6	68350
18467-77-1	81986
1847-24-1	31615
18470-06-9	31799
18471-20-0	135383
18472-51-0	28312
18479-58-8	87528
18480-07-4	35105
18483-17-5	24182
18483-64-2	69990
18493-30-6	135259
184955-22-4	132825
18496-25-8	15138
18499-92-8	90183
185-94-4	49287
1851-23-6	36714
185106-16-5	34523
18512-30-6	18365
1852-04-6	73713
1852-43-3	28832
1852-50-2	766
1852-53-5	36713
18521-72-7	2256
18524-94-2	15771
185243-69-0	4875
18530-30-8	134855
18530-56-8	82233
18534-18-4	32006
18534-66-2	15982
18535-39-2	24479
1854-23-5	55483
1854-25-7	52417
18540-29-9	33007
18542-37-5	9963
185548-40-7	80855
18556-27-9	76923
18559-94-9	2549
1856-93-5	47965
1856-95-7	133825
1856-98-0	36378
1859053-21-6	134692
185954-98-7	46692
185955-34-4	68609
18598-63-5	31806
1860-87-3	83981
18607-76-6	81323
18607-79-9	16603
18607-90-4	80841
18607-93-7	9031
18609-16-0	67305
18609-17-1	32082
1861-21-8	134920
1861-29-6	17920
1861-32-1	34664
1861-40-1	132878
1862-41-5	76
18634-87-2	132658
18640-74-9	133683
18642-23-4	8616
18649-93-9	81104
1865-62-9	79667
18656-38-7	241349
18656-89-8	75510
1866-17-7	73545
18668-08-1	74757
18669-52-8	87530
186691-13-4	90959
186691-13-4	90960
186692-46-6	45307
1867-62-5	28766
1867-66-9	650657
1867-73-8	21891
186763-78-0	67992
18679-90-8	134949
186826-86-8	7008
18683-91-5	135590
18684-24-7	74767
18684-24-7	133733
18688-40-9	6369
18691-97-9	6803
18694-40-1	31545
18696-26-9	16353
18699-02-0	31173
187-83-7	33150
187099-99-6	52291
1871-22-3	75198
1871-52-9	37891
1871-67-6	86544
187139-87-3	64219
187164-19-8	34825
187166-40-1	82041
18719-76-1	16726
187227-45-8	73139
18725-37-6	134905
187389-52-2	137045
187393-00-6	135857
1874-54-0	8612
1874-58-4	79781
18746-63-9	60134
1875-63-4	50644
187523-35-9	34548
18760-80-0	79398
18766-66-0	27483
18766-67-1	60872
1878-66-6	30749
1878-68-8	1790
1878-87-1	66923
18786-24-8	9119
18794-84-8	10418
18797-79-0	65660
188-72-7	50074
188-73-8	51410
188062-50-2	2361
1882-26-4	32075
1882-82-2	34308
18829-70-4	33992
1883-12-1	17429
1883-13-2	36206
1883-75-6	59984
18835-35-3	78471
18836-12-9	8624
18836-52-7	69686
188397-19-5	20716
18840-47-6	10302
188425-85-6	81822
188489-07-8	132056
188490-07-5	132055
18854-01-8	34801
188627-80-7	291902
18865-38-8	357241
18866-78-9	73085
18867-84-0	2632
18869-19-7	30166
188709-02-6	135988
188817-13-2	76274
18883-66-4	9288
18898-34-5	33129
18899-29-1	64035
18899-31-5	64316
189-55-9	82314
189-64-0	82313
1890-99-9	17678
18904-40-0	2438
18905-15-2	62517
18907-18-1	50947
18907-20-5	15504
189084-61-5	138038
189084-64-8	138065
1891-29-8	6358
1891-45-8	5719
18910-65-1	9010
18917-09-4	36128
18917-89-0	6640
18917-91-4	31196
189188-57-6	51044
189197-69-1	101097
1892-21-3	50157
1892-26-8	111507
1892-29-1	43136
1892-43-9	135944
1892-56-4	2905
189200-71-3	52764
189200-71-3	52765
189200-71-3	52766
18923-26-7	48782
18923-27-8	49980
189278-12-4	83555
18928-00-2	84731
1893-33-0	78549
189345-04-8	70729
18936-17-9	61669
18942-26-2	3584
189453-10-9	29579
18956-18-8	67376
1896-62-4	78399
18964-53-9	34236
1897-45-6	3639
18976-74-4	58965
18979-00-5	9183
18979-55-0	34407
18979-61-8	81689
1898-13-1	29550
189883-16-7	80782
1899-02-1	85062
1899-30-5	75500
189954-96-9	76136
18997-57-4	91117
18999-28-5	36152
190-26-1	33091
190-28-3	51412
190-39-6	49267
19013-03-7	4936
19026-31-4	9419
190381-46-5	82810
19039-02-2	9420
1904-98-9	40235
19041-09-9	5411
19041-09-9	79319
19041-10-2	5397
19041-10-2	79318
19044-88-3	73163
19046-69-6	12350
19046-78-7	15919
19052-44-9	36415
19057-60-4	74023
19057-61-5	7932
19059-14-4	25941
19069-44-4	49271
19071-44-4	17801
19077-85-1	3367
190786-44-8	31281
19083-00-2	5528
191-07-1	29863
191-13-9	33159
191-24-2	34568
191-26-4	82389
191-30-0	35861
1910-41-4	17877
1910-42-5	28786
1910-68-5	134952
1911-14-4	79662
191114-48-4	29688
1912-24-9	15930
1912-25-0	82225
1912-26-1	81979
1912-33-0	72782
1912-41-0	37844
1912-45-4	37842
1912-66-9	8286
19121-58-5	9191
191217-81-9	51147
19128-96-2	29104
19130-96-2	44369
19132-06-0	16812
19138-68-2	51113
19143-87-4	27742
19145-60-9	3043
19147-78-5	29602
19165-63-0	133917
19168-23-1	60124
19171-19-8	72690
191732-72-6	63791
1918-00-9	81856
1918-02-1	34922
1918-11-2	82250
1918-13-4	949
1918-16-7	19503
1918-18-9	82188
1918-77-0	45807
19181-13-6	29102
19181-26-1	30498
19186-35-7	4429
192-47-2	82441
192-51-8	82443
192-65-4	82442
192-97-2	34567
19201-53-7	80914
19202-36-9	5721
19202-92-7	9441
1921-70-6	53181
19210-12-9	5625
192126-76-4	16768
19213-70-8	84415
19216-56-9	8364
19218-94-1	87532
19220-40-7	38394
19229-95-9	37254
1923-89-3	27793
192314-93-5	131724
192329-42-3	138885
19237-18-4	47797
19237-18-4	79351
19237-84-4	8365
19246-18-5	4047
192461-95-3	63969
192461-96-4	63970
19250-17-0	25459
19253-17-9	27400
19253-88-4	17311
19254-69-4	69431
192564-14-0	83305
19257-21-7	63640
1926-49-4	131732
1926-57-4	15529
19262-85-2	38898
19269-28-4	88822
19269-85-3	33401
1927-04-4	89485
1927-25-9	30653
1927-31-7	16284
192725-17-0	31781
19275-44-6	636
19275-47-9	68023
19275-51-5	132869
19276-03-0	53367
19286-37-4	3867
19287-45-7	33590
1929-30-2	29015
1929-77-7	82219
1929-82-4	81935
1929-88-0	82185
192939-46-1	65172
193-09-9	82499
193-39-5	82335
19313-28-1	89310
19315-93-6	48996
19316-62-2	85807
19316-94-0	3865
19317-11-4	24012
19322-27-1	74456
19327-39-0	41323
193275-84-2	47097
19329-89-6	87534
1934-21-0	9405
1935-17-7	64893
1935-18-8	73067
19351-63-4	18002
193551-21-2	90681
19356-17-3	17933
1936-15-8	82427
1936-18-1	17225
1936-70-5	4029
19368-51-5	36411
1937-40-2	88209
19379-90-9	135537
19381-50-1	87073
19388-87-5	135173
19395-41-6	83481
19395-58-5	135482
194-59-2	82312
19403-92-0	135788
19406-51-0	77424
19407-37-5	81383
19408-74-3	81504
19408-84-5	46932
194085-75-1	135966
1941-30-6	55318
19420-61-2	16725
19427-28-2	48429
19427-32-8	32906
19428-14-9	31261
1943-82-4	60067
19436-07-8	15610
1944-12-3	31601
194413-58-6	91083
194423-06-8	90180
194423-15-9	131504
1945-53-5	29660
1945-65-9	67203
19456-83-8	78904
19458-46-9	19793
1946-00-5	17219
1946-82-3	35704
19461-38-2	73907
19469-81-9	30139
1947-37-1	137728
19471-43-3	3476
194798-83-9	31634
1948-29-4	73845
1948-31-8	72816
1948-33-0	78886
1948-48-7	28791
1948-52-3	91021
1948-56-7	17123
1948-82-9	7815
194804-75-6	131716
19485-63-3	6535
19488-19-8	31449
1949-45-7	34847
1949-78-6	28480
1949-78-6	62321
1949-89-9	27411
19496-55-0	29421
19498-56-7	33010
195-19-7	82292
19504-77-9	32289
1951-25-3	2663
1951-26-4	79661
19511-83-2	30505
19519-53-0	2702
19519-55-2	75
1952-15-4	73340
1952-41-6	1995
19522-67-9	84288
1953-02-2	32229
1953-54-4	89649
19533-92-7	67600
1954-28-5	82542
1954-79-6	134910
19542-37-1	2492
19542-38-2	2493
19542-40-6	2494
19542-67-7	85928
19545-26-7	52289
1955-26-6	84725
1955-67-5	75305
19551-04-3	37452
195514-80-8	136847
19553-76-5	28175
19562-30-2	32019
19587-65-6	75162
196-62-3	33154
19605-80-2	63664
1961-72-4	85148
1962-14-7	70803
1962-83-0	17027
19622-08-3	82084
19622-83-4	6600
19624-22-7	33591
1963-21-9	73922
1963-36-6	27952
19634-30-1	6083
19637-58-2	9120
19639-03-3	28104
19641-92-0	81392
19653-76-0	74878
196597-26-9	109549
196618-13-0	7798
19662-71-6	81122
19666-30-9	81786
1967-16-4	82186
1968-05-4	50182
1968-28-1	51023
196808-24-9	79992
19683-98-8	5539
19685-09-7	81395
1969-54-6	75710
19691-80-6	82103
19698-29-4	78105
197-61-5	33095
19700-21-1	46702
19701-97-4	32486
19704-83-7	31343
1971-59-1	34174
19716-56-4	16804
1972-08-3	66964
19721-56-3	29665
197247-23-7	138434
19728-88-2	64202
19729-30-7	73899
19741-46-9	9234
197508-62-6	34157
1976-27-8	73074
1976-27-8	84644
1976-85-8	15437
19764-03-5	5412
19764-03-5	79349
19765-65-2	72574
19767-45-4	31824
1977-10-2	50841
1977-11-3	31983
19771-56-3	5823
19772-79-3	10016
197720-53-9	31587
19774-82-4	2664
19774-86-8	27648
19786-36-8	74799
197922-42-2	72305
19793-20-5	31297
19794-93-5	9654
19794-97-9	16893
198-55-0	29861
1981-49-3	89363
1981-50-6	80550
1981-50-6	84328
198129-84-9	132338
198129-86-1	132341
19817-95-9	17990
1982-37-2	6823
1982-47-4	82200
1982-49-6	81744
1982-67-8	47833
1984-06-1	132100
1984-15-2	43945
1984-44-7	3812
1984-94-7	135305
19847-12-2	3982
198470-84-7	73038
198481-32-2	135947
1986-00-1	27665
1986-14-7	16224
1986-14-7	30624
1986-15-8	28378
1986-53-4	31297
1986-70-5	3329
1986-81-8	89640
1987-50-4	34438
19870-30-5	9777
19870-33-8	9778
19872-52-7	77856
19875-60-6	31776
19878-10-5	53722
19879-06-2	5533
19885-10-0	81103
19885-51-9	88274
19888-11-0	9394
19888-27-8	9164
19888-56-3	135743
19889-00-0	7776
19889-01-1	2810
19889-45-3	134872
19889-69-1	1774
1989-52-2	84304
198904-31-3	37924
19891-71-5	67289
19891-74-8	6602
19893-78-8	80473
19895-95-5	31743
19897-02-0	34153
19898-57-8	29652
1990-01-8	5372
1990-29-0	28385
19902-91-1	4573
19903-73-2	52226
19906-72-0	2984
19908-69-1	3856
1991-83-9	48496
199116-50-2	52155
19912-61-9	80824
19912-62-0	132906
19912-83-5	10220
19913-01-0	132647
199191-69-0	53757
19926-71-7	22191
19932-85-5	77861
199331-40-3	135783
19937-59-8	6907
19944-63-9	61138
19945-61-0	60158
199463-33-7	135529
19950-55-1	69669
19964-11-5	36569
199666-03-0	34953
199739-10-1	83807
199745-67-0	52292
19982-08-2	64312
1999-33-3	73888
20004-62-0	29671
20008-20-2	60261
2001-81-2	31510
2001-95-8	28545
2001-96-9	90148
20013-23-4	18200
20013-23-4	28046
20016-85-7	50612
2002-02-0	16821
2002-29-1	31620
2002-35-9	7417
2002-60-0	80608
200346-83-4	34971
2004-03-7	40274
2004-39-9	133981
2004-70-8	74165
20048-27-5	53109
2005-98-3	4071
200554-19-4	51744
20057-09-4	37464
20062-41-3	60480
200625-47-4	66771
20064-19-1	53210
20069-02-7	3174
20069-07-2	4765
20069-09-4	8241
20071-50-5	4920
20071-51-6	4938
20071-52-7	4922
20071-53-8	4939
20071-54-9	708
20071-58-3	9136
20072-28-0	2488
20073-24-9	50100
20074-49-1	28272
20074-52-6	29034
20079-30-5	10045
2008-41-5	34594
2008-58-4	28435
20084-93-9	9173
20084-99-5	80813
20085-00-1	80836
20087-05-2	4566
2009-00-9	50029
2009-03-2	189635
2009-24-7	15709
2009-64-5	28670
20098-14-0	48581
20098-89-9	78293
201-06-9	33085
20103-10-0	27633
20107-26-0	9966
20108-30-9	51015
2011-67-8	31912
20110-36-5	34657
2012-74-0	39345
20121-96-4	131414
2013-12-9	28804
2013-17-4	21309
2013-58-3	135772
201341-05-1	63717
20137-14-8	80775
20137-37-5	70684
201410-53-9	101854
2015-20-5	80617
20153-98-4	31493
201530-41-8	49005
201534-08-9	132372
201534-09-0	132371
2016-36-6	3668
2016-63-9	135605
2016-88-8	84743
201677-61-4	32133
201677-75-0	32180
20168-99-4	135478
20175-84-2	6002
2018-61-3	16259
2018-66-8	28282
201860-17-5	52133
20187-55-7	31257
2019-68-3	134797
20193-58-2	30625
20194-48-3	84910
20196-67-2	9151
20199-04-6	80420
202-03-9	33086
202-33-5	82290
202-94-8	82395
202-98-2	82433
2020-25-9	31994
202057-27-0	133478
20208-73-5	89963
202138-50-9	63718
202189-78-4	135954
2022-85-7	5100
20224-66-2	35935
20229-30-5	64203
20229-56-5	75839
20230-48-2	138219
20230-91-5	73886
202338-79-2	31969
20239-99-0	38258
2024-88-6	34576
202409-33-4	6339
20244-86-4	20794
20246-26-8	49059
20246-33-7	87753
20246-53-1	16154
20246-59-7	51078
20248-18-4	85911
2025-56-1	62801
20255-94-1	83320
2026-82-6	137031
20262-58-2	53730
20265-60-5	77510
202650-88-2	16384
20268-51-3	82502
20268-93-3	15819
2027-47-6	36021
20282-70-6	87629
20282-75-1	64413
20283-48-1	80016
20283-69-6	31908
20283-92-5	50371
20287-37-0	135435
20290-09-9	80631
20290-10-2	80581
20290-75-9	32389
202914-84-9	72299
20294-76-2	84956
20296-50-8	3381
20298-86-6	47957
20298-95-7	16507
20299-15-4	20597
203-12-3	82401
203-20-3	82498
203-33-8	82400
203-80-5	33082
2030-55-9	32310
2030-63-9	3749
20304-47-6	3299
20307-14-6	6063
20307-83-9	64361
20307-84-0	132830
20309-70-0	7892
20310-60-5	87194
20310-89-8	75439
20311-51-7	9185
20312-36-1	43065
20312-36-1	32978
20312-37-2	55534
203120-46-1	134741
20315-46-2	59921
20316-18-1	6591
2032-59-9	2653
2032-65-7	38508
20320-81-4	69039
20326-12-9	134701
203313-25-1	81975
20334-43-4	68648
2034-65-3	27431
2034-69-7	4324
20342-64-7	51637
20347-65-3	3151
20349-50-2	52605
20349-92-2	133909
2035-15-6	99
2035-99-6	87536
20350-15-6	48080
20350-26-9	84561
20354-26-1	82244
20362-31-6	80793
20368-24-5	6415
20369-67-9	16673
2037-48-1	28295
2037-95-8	134794
20379-19-5	3581
2038-35-9	34919
20380-11-4	17703
20380-11-4	76591
20398-34-9	16761
204-02-4	36426
204-34-2	38053
2040-73-5	33852
20406-62-6	37318
20407-84-5	133741
2041-14-7	15573
20410-93-9	5746
2042-27-5	16880
2042-50-4	59462
20424-00-4	31465
204255-11-8	7799
20426-12-4	34423
20427-22-9	63091
20427-59-2	81907
2043-38-1	135492
2043-43-8	75144
2043-93-8	137700
20448-86-6	135406
20449-79-0	6736
2045-52-5	34913
20461-54-5	16382
204656-20-2	71193
2047-13-4	73818
20475-93-8	62459
20479-23-6	80901
20479-58-7	17044
20479-58-7	35375
20483-36-7	88549
20488-27-1	74800
20493-56-5	80812
20495-12-9	33158
20495-14-1	33168
20499-58-5	44951
205-12-9	82403
205-82-3	82291
205-99-2	34565
2050-01-3	87537
2050-08-0	88386
2050-68-2	34364
2050-87-5	78492
20501-52-4	4921
20501-56-8	9392
20505-32-2	2933
2051-24-3	34666
2051-60-7	34269
2051-61-8	36716
2051-62-9	27757
2051-95-8	64437
205110-48-1	29506
20512-31-6	27620
2052-63-3	45479
2052-98-4	15636
2053-21-6	115197
2053-29-4	38220
20535-83-5	20689
20537-88-6	2636
20546-32-1	5593
20547-45-9	7888
20548-54-3	81055
20549-47-7	149
20549-48-8	152
2055-23-4	37753
2055-44-9	135126
205510-53-8	39177
20554-84-1	7939
20555-02-6	69343
20555-05-9	5824
20556-11-0	73607
20559-18-6	74966
205599-75-3	80319
205599-76-4	80320
2056-98-6	16311
20562-02-1	9188
20562-03-2	10219
205687-01-0	134190
20575-57-9	17793
205752-47-2	66638
2058-46-0	31953
2058-52-8	31424
2058-58-4	28159
2058-94-8	83493
20589-63-3	82505
20590-32-3	72865
20592-44-3	79655
20594-83-6	7454
206-44-0	33083
206-92-8	33089
2060-59-5	9699
