NCIT ID	Target NS	Target ID
C65718	CHEBI	CHEBI:31620
C65754	CHEBI	CHEBI:5147
C65755	CHEBI	CHEBI:43362
C65761	CHEBI	CHEBI:5163
C65762	CHEBI	CHEBI:116962
C65764	CHEBI	CHEBI:443725
C65770	CHEBI	CHEBI:7508
C65783	CHEBI	CHEBI:5195
C65793	CHEBI	CHEBI:29013
C65795	CHEBI	CHEBI:37333
C65796	CHEBI	CHEBI:31643
C65797	CHEBI	CHEBI:42944
C658	CHEBI	CHEBI:31856
C65803	CHEBI	CHEBI:5312
C65819	CHEBI	CHEBI:27779
C65827	CHEBI	CHEBI:5555
C65828	CHEBI	CHEBI:5556
C65830	CHEBI	CHEBI:5557
C65831	CHEBI	CHEBI:51016
C65845	CHEBI	CHEBI:34789
C65851	CHEBI	CHEBI:5708
C65854	CHEBI	CHEBI:51193
C65857	CHEBI	CHEBI:4883
C65862	CHEBI	CHEBI:50851
C65863	CHEBI	CHEBI:50854
C65865	CHEBI	CHEBI:5781
C65868	CHEBI	CHEBI:27786
C65873	CHEBI	CHEBI:20141
C65895	CHEBI	CHEBI:51805
C65913	CHEBI	CHEBI:31696
C65928	CHEBI	CHEBI:31703
C65931	CHEBI	CHEBI:31705
C65939	CHEBI	CHEBI:31709
C65972	CHEBI	CHEBI:30363
C65978	CHEBI	CHEBI:6015
C65979	CHEBI	CHEBI:17941
C65997	CHEBI	CHEBI:6104
C65998	CHEBI	CHEBI:6109
C660	CHEBI	CHEBI:52290
C66051	CHEBI	CHEBI:32599
C66067	CHEBI	CHEBI:41531
C66086	CHEBI	CHEBI:28869
C66089	CHEBI	CHEBI:6755
C66090	CHEBI	CHEBI:6756
C66100	CHEBI	CHEBI:6780
C66101	CHEBI	CHEBI:6781
C66115	CHEBI	CHEBI:51025
C66116	CHEBI	CHEBI:102216
C66117	CHEBI	CHEBI:6834
C66118	CHEBI	CHEBI:6838
C66123	CHEBI	CHEBI:584020
C66132	CHEBI	CHEBI:59116
C66158	CHEBI	CHEBI:51038
C66181	CHEBI	CHEBI:6970
C66188	CHEBI	CHEBI:18338
C66188	CHEBI	CHEBI:9533
C66189	CHEBI	CHEBI:50730
C66196	CHEBI	CHEBI:6997
C66218	CHEBI	CHEBI:7468
C66221	CHEBI	CHEBI:64022
C66225	CHEBI	CHEBI:7492
C66227	CHEBI	CHEBI:31635
C66236	CHEBI	CHEBI:7528
C66237	CHEBI	CHEBI:7529
C66245	CHEBI	CHEBI:50815
C66253	CHEBI	CHEBI:48416
C66254	CHEBI	CHEBI:63614
C663	CHEBI	CHEBI:25357
C66309	CHEBI	CHEBI:7922
C66336	CHEBI	CHEBI:7954
C66337	CHEBI	CHEBI:7956
C66345	CHEBI	CHEBI:55326
C66371	CHEBI	CHEBI:8066
C66374	CHEBI	CHEBI:50438
C66377	CHEBI	CHEBI:48574
C66429	CHEBI	CHEBI:59009
C66430	CHEBI	CHEBI:59008
C66446	CHEBI	CHEBI:32023
C66455	CHEBI	CHEBI:8355
C66456	CHEBI	CHEBI:8356
C66483	CHEBI	CHEBI:52429
C66486	CHEBI	CHEBI:8491
C66487	CHEBI	CHEBI:8492
C66495	CHEBI	CHEBI:35940
C665	CHEBI	CHEBI:50727
C66500	CHEBI	CHEBI:8716
C66506	CHEBI	CHEBI:8777
C66510	CHEBI	CHEBI:63620
C66513	CHEBI	CHEBI:8802
C66516	CHEBI	CHEBI:45304
C66519	CHEBI	CHEBI:8874
C66523	CHEBI	CHEBI:38545
C66530	CHEBI	CHEBI:32124
C66544	CHEBI	CHEBI:9179
C66546	CHEBI	CHEBI:34683
C66550	CHEBI	CHEBI:37585
C66552	CHEBI	CHEBI:37583
C66553	CHEBI	CHEBI:37583
C66554	CHEBI	CHEBI:63686
C66558	CHEBI	CHEBI:9233
C66559	CHEBI	CHEBI:64207
C66567	CHEBI	CHEBI:9142
C66568	CHEBI	CHEBI:53727
C66570	CHEBI	CHEBI:132842
C66571	CHEBI	CHEBI:9337
C66576	CHEBI	CHEBI:9362
C66583	CHEBI	CHEBI:51043
C66584	CHEBI	CHEBI:63624
C66590	CHEBI	CHEBI:9468
C66592	CHEBI	CHEBI:61028
C66596	CHEBI	CHEBI:9536
C66599	CHEBI	CHEBI:9561
C666	CHEBI	CHEBI:28685
C66600	CHEBI	CHEBI:9495
C66603	CHEBI	CHEBI:63628
C66607	CHEBI	CHEBI:9611
C66608	CHEBI	CHEBI:28502
C66610	CHEBI	CHEBI:27999
C66632	CHEBI	CHEBI:9703
C66633	CHEBI	CHEBI:39501
C66635	CHEBI	CHEBI:9711
C66636	CHEBI	CHEBI:9712
C66639	CHEBI	CHEBI:9729
C66640	CHEBI	CHEBI:28329
C66642	CHEBI	CHEBI:32142
C66650	CHEBI	CHEBI:46295
C66654	CHEBI	CHEBI:15782
C66658	CHEBI	CHEBI:32301
C66674	CHEBI	CHEBI:15936
C66674	CHEBI	CHEBI:53455
C66677	CHEBI	CHEBI:35633
C66686	CHEBI	CHEBI:46548
C667	CHEBI	CHEBI:38623
C66709	CHEBI	CHEBI:35859
C66713	CHEBI	CHEBI:51364
C66724	CHEBI	CHEBI:2636
C66798	CHEBI	CHEBI:49631
C66827	CHEBI	CHEBI:30430
C66827	CHEBI	CHEBI:37115
C66842	CHEBI	CHEBI:16170
C66842	CHEBI	CHEBI:25195
C66868	CHEBI	CHEBI:3509
C66869	CHEBI	CHEBI:6541
C66872	CHEBI	CHEBI:37924
C66873	CHEBI	CHEBI:3568
C66874	CHEBI	CHEBI:53289
C66875	CHEBI	CHEBI:4725
C66876	CHEBI	CHEBI:175901
C66880	CHEBI	CHEBI:48873
C66883	CHEBI	CHEBI:48561
C66884	CHEBI	CHEBI:51065
C66885	CHEBI	CHEBI:48279
C66886	CHEBI	CHEBI:48878
C66892	CHEBI	CHEBI:35507
C66894	CHEBI	CHEBI:24400
C669	CHEBI	CHEBI:50731
C669	CHEBI	CHEBI:7003
C66917	CHEBI	CHEBI:51177
C66937	CHEBI	CHEBI:63584
C66940	CHEBI	CHEBI:61390
C66945	CHEBI	CHEBI:50224
C66955	CHEBI	CHEBI:32223
C670	CHEBI	CHEBI:599928
C67038	CHEBI	CHEBI:26208
C67080	CHEBI	CHEBI:36006
C67084	CHEBI	CHEBI:22693
C672	CHEBI	CHEBI:25435
C673	CHEBI	CHEBI:168396
C674	CHEBI	CHEBI:25442
C67413	CHEBI	CHEBI:60606
C67445	CHEBI	CHEBI:25106
C675	CHEBI	CHEBI:13389
C675	CHEBI	CHEBI:15846
C675	CHEBI	CHEBI:44215
C676	CHEBI	CHEBI:18009
C676	CHEBI	CHEBI:25523
C676	CHEBI	CHEBI:44409
C680	CHEBI	CHEBI:7476
C681	CHEBI	CHEBI:60605
C68232	CHEBI	CHEBI:28984
C68232	CHEBI	CHEBI:33629
C68233	CHEBI	CHEBI:49470
C68235	CHEBI	CHEBI:35828
C68236	CHEBI	CHEBI:35829
C68238	CHEBI	CHEBI:30168
C68240	CHEBI	CHEBI:48775
C68246	CHEBI	CHEBI:49544
C68248	CHEBI	CHEBI:48828
C68250	CHEBI	CHEBI:49552
C68251	CHEBI	CHEBI:29036
C68255	CHEBI	CHEBI:16382
C68257	CHEBI	CHEBI:29033
C68258	CHEBI	CHEBI:29034
C68260	CHEBI	CHEBI:36161
C68262	CHEBI	CHEBI:49807
C68263	CHEBI	CHEBI:30180
C68264	CHEBI	CHEBI:25107
C68265	CHEBI	CHEBI:18420
C68266	CHEBI	CHEBI:18291
C68266	CHEBI	CHEBI:35154
C68267	CHEBI	CHEBI:29035
C68268	CHEBI	CHEBI:29041
C68271	CHEBI	CHEBI:16793
C68272	CHEBI	CHEBI:28685
C68273	CHEBI	CHEBI:49414
C68274	CHEBI	CHEBI:49446
C68276	CHEBI	CHEBI:49786
C68277	CHEBI	CHEBI:28659
C68277	CHEBI	CHEBI:30207
C68280	CHEBI	CHEBI:29103
C68282	CHEBI	CHEBI:60871
C68286	CHEBI	CHEBI:30584
C68289	CHEBI	CHEBI:17909
C68289	CHEBI	CHEBI:26833
C68292	CHEBI	CHEBI:27698
C68292	CHEBI	CHEBI:35170
C68293	CHEBI	CHEBI:33002
C68294	CHEBI	CHEBI:33003
C68296	CHEBI	CHEBI:29105
C68299	CHEBI	CHEBI:26537
C683	CHEBI	CHEBI:7507
C68300	CHEBI	CHEBI:17898
C68301	CHEBI	CHEBI:26536
C68302	CHEBI	CHEBI:17336
C68304	CHEBI	CHEBI:28425
C68304	CHEBI	CHEBI:35147
C68306	CHEBI	CHEBI:10362
C68309	CHEBI	CHEBI:3362
C68310	CHEBI	CHEBI:27547
C68313	CHEBI	CHEBI:27013
C68315	CHEBI	CHEBI:47771
C68317	CHEBI	CHEBI:18185
C68318	CHEBI	CHEBI:33235
C68319	CHEBI	CHEBI:16374
C68321	CHEBI	CHEBI:28822
C68322	CHEBI	CHEBI:28941
C68327	CHEBI	CHEBI:30772
C68328	CHEBI	CHEBI:28623
C68329	CHEBI	CHEBI:30813
C68330	CHEBI	CHEBI:30776
C68331	CHEBI	CHEBI:28837
C68332	CHEBI	CHEBI:16038
C68333	CHEBI	CHEBI:32428
C68334	CHEBI	CHEBI:53488
C68337	CHEBI	CHEBI:36025
C68338	CHEBI	CHEBI:36003
C68343	CHEBI	CHEBI:53486
C68345	CHEBI	CHEBI:36005
C68346	CHEBI	CHEBI:28125
C68347	CHEBI	CHEBI:61204
C68349	CHEBI	CHEBI:61205
C68352	CHEBI	CHEBI:36031
C68354	CHEBI	CHEBI:23867
C68357	CHEBI	CHEBI:36033
C68359	CHEBI	CHEBI:36036
C68361	CHEBI	CHEBI:23902
C68363	CHEBI	CHEBI:27997
C68364	CHEBI	CHEBI:28792
C68368	CHEBI	CHEBI:32419
C68369	CHEBI	CHEBI:28661
C68370	CHEBI	CHEBI:32425
C68371	CHEBI	CHEBI:36001
C68378	CHEBI	CHEBI:24545
C68381	CHEBI	CHEBI:24548
C68384	CHEBI	CHEBI:30805
C68386	CHEBI	CHEBI:16110
C68386	CHEBI	CHEBI:61995
C68387	CHEBI	CHEBI:28866
C68388	CHEBI	CHEBI:15904
C68389	CHEBI	CHEBI:32365
C68391	CHEBI	CHEBI:59554
C68392	CHEBI	CHEBI:25413
C68393	CHEBI	CHEBI:28875
C68394	CHEBI	CHEBI:27781
C68395	CHEBI	CHEBI:44247
C68398	CHEBI	CHEBI:25627
C68403	CHEBI	CHEBI:25633
C68404	CHEBI	CHEBI:25634
C68405	CHEBI	CHEBI:16196
C68408	CHEBI	CHEBI:28716
C68409	CHEBI	CHEBI:32408
C68411	CHEBI	CHEBI:42504
C68413	CHEBI	CHEBI:42504
C68414	CHEBI	CHEBI:28194
C68415	CHEBI	CHEBI:16337
C68416	CHEBI	CHEBI:16038
C68420	CHEBI	CHEBI:8638
C68421	CHEBI	CHEBI:26607
C68423	CHEBI	CHEBI:36032
C68424	CHEBI	CHEBI:26666
C68425	CHEBI	CHEBI:26739
C68426	CHEBI	CHEBI:28842
C68427	CHEBI	CHEBI:28824
C68433	CHEBI	CHEBI:36004
C68434	CHEBI	CHEBI:28364
C68435	CHEBI	CHEBI:45919
C68438	CHEBI	CHEBI:28727
C68439	CHEBI	CHEBI:27283
C68444	CHEBI	CHEBI:16366
C68444	CHEBI	CHEBI:36121
C68444	CHEBI	CHEBI:38695
C68445	CHEBI	CHEBI:27843
C68446	CHEBI	CHEBI:28436
C68446	CHEBI	CHEBI:38701
C68450	CHEBI	CHEBI:72010
C68453	CHEBI	CHEBI:42255
C68456	CHEBI	CHEBI:28802
C68457	CHEBI	CHEBI:28499
C68458	CHEBI	CHEBI:18152
C68459	CHEBI	CHEBI:5070
C68460	CHEBI	CHEBI:28775
C68461	CHEBI	CHEBI:28230
C68462	CHEBI	CHEBI:28819
C68463	CHEBI	CHEBI:17846
C68464	CHEBI	CHEBI:24043
C68464	CHEBI	CHEBI:42491
C68466	CHEBI	CHEBI:18388
C68467	CHEBI	CHEBI:15864
C68468	CHEBI	CHEBI:9400
C68469	CHEBI	CHEBI:18088
C68471	CHEBI	CHEBI:35381
C68472	CHEBI	CHEBI:36233
C68474	CHEBI	CHEBI:25140
C68475	CHEBI	CHEBI:16634
C68476	CHEBI	CHEBI:17164
C68477	CHEBI	CHEBI:17992
C68478	CHEBI	CHEBI:17306
C68478	CHEBI	CHEBI:18147
C68478	CHEBI	CHEBI:18167
C68479	CHEBI	CHEBI:18133
C68480	CHEBI	CHEBI:15824
C68480	CHEBI	CHEBI:48095
C68481	CHEBI	CHEBI:33984
C68482	CHEBI	CHEBI:28061
C68482	CHEBI	CHEBI:28260
C68483	CHEBI	CHEBI:4208
C68484	CHEBI	CHEBI:25901
C68485	CHEBI	CHEBI:22599
C68486	CHEBI	CHEBI:16055
C68487	CHEBI	CHEBI:16988
C68487	CHEBI	CHEBI:47013
C68488	CHEBI	CHEBI:28017
C68489	CHEBI	CHEBI:28102
C68490	CHEBI	CHEBI:28057
C68502	CHEBI	CHEBI:61266
C68507	CHEBI	CHEBI:176783
C68508	CHEBI	CHEBI:17242
C68508	CHEBI	CHEBI:27956
C68517	CHEBI	CHEBI:17632
C68521	CHEBI	CHEBI:28411
C68523	CHEBI	CHEBI:4488
C68530	CHEBI	CHEBI:46931
C68531	CHEBI	CHEBI:46932
C68533	CHEBI	CHEBI:24676
C68534	CHEBI	CHEBI:16881
C68534	CHEBI	CHEBI:35581
C68537	CHEBI	CHEBI:17484
C68538	CHEBI	CHEBI:26848
C68540	CHEBI	CHEBI:16433
C68540	CHEBI	CHEBI:17395
C68540	CHEBI	CHEBI:36281
C68541	CHEBI	CHEBI:26267
C68542	CHEBI	CHEBI:35186
C687	CHEBI	CHEBI:25512
C688	CHEBI	CHEBI:50910
C689	CHEBI	CHEBI:15940
C68962	CHEBI	CHEBI:55438
C690	CHEBI	CHEBI:28112
C69075	CHEBI	CHEBI:49713
C691	CHEBI	CHEBI:17688
C692	CHEBI	CHEBI:7575
C695	CHEBI	CHEBI:16480
C696	CHEBI	CHEBI:18379
C697	CHEBI	CHEBI:37598
C698	CHEBI	CHEBI:35803
C700	CHEBI	CHEBI:44504
C703	CHEBI	CHEBI:50901
C703	CHEBI	CHEBI:7630
C705	CHEBI	CHEBI:28368
C70561	CHEBI	CHEBI:16247
C706	CHEBI	CHEBI:33696
C707	CHEBI	CHEBI:33838
C70815	CHEBI	CHEBI:35225
C709	CHEBI	CHEBI:36976
C710	CHEBI	CHEBI:7660
C71025	CHEBI	CHEBI:32181
C711	CHEBI	CHEBI:7726
C712	CHEBI	CHEBI:7731
C713	CHEBI	CHEBI:7754
C714	CHEBI	CHEBI:50699
C715	CHEBI	CHEBI:52515
C716	CHEBI	CHEBI:7772
C71622	CHEBI	CHEBI:38940
C71629	CHEBI	CHEBI:50885
C71630	CHEBI	CHEBI:127780
C71631	CHEBI	CHEBI:15640
C71633	CHEBI	CHEBI:8228
C71649	CHEBI	CHEBI:52083
C71656	CHEBI	CHEBI:52334
C71657	CHEBI	CHEBI:39078
C71658	CHEBI	CHEBI:52053
C71675	CHEBI	CHEBI:31695
C71678	CHEBI	CHEBI:61000
C71681	CHEBI	CHEBI:9405
C718	CHEBI	CHEBI:50860
C71896	CHEBI	CHEBI:51098
C719	CHEBI	CHEBI:25707
C720	CHEBI	CHEBI:7810
C72097	CHEBI	CHEBI:30740
C72098	CHEBI	CHEBI:16330
C72119	CHEBI	CHEBI:31653
C72124	CHEBI	CHEBI:135538
C72145	CHEBI	CHEBI:38946
C72157	CHEBI	CHEBI:16959
C72166	CHEBI	CHEBI:102166
C72168	CHEBI	CHEBI:3636
C72176	CHEBI	CHEBI:309594
C722	CHEBI	CHEBI:15379
C722	CHEBI	CHEBI:25805
C724	CHEBI	CHEBI:7872
C72569	CHEBI	CHEBI:9169
C72591	CHEBI	CHEBI:34377
C72594	CHEBI	CHEBI:48202
C726	CHEBI	CHEBI:28241
C72607	CHEBI	CHEBI:3371
C72617	CHEBI	CHEBI:4856
C72620	CHEBI	CHEBI:3089
C72625	CHEBI	CHEBI:59343
C72629	CHEBI	CHEBI:28821
C72639	CHEBI	CHEBI:24233
C72647	CHEBI	CHEBI:33015
C72659	CHEBI	CHEBI:18203
C72660	CHEBI	CHEBI:35720
C72678	CHEBI	CHEBI:53770
C72682	CHEBI	CHEBI:21626
C72692	CHEBI	CHEBI:53785
C72700	CHEBI	CHEBI:51255
C72726	CHEBI	CHEBI:64227
C72729	CHEBI	CHEBI:59662
C72733	CHEBI	CHEBI:271436
C72737	CHEBI	CHEBI:16973
C72738	CHEBI	CHEBI:31472
C72743	CHEBI	CHEBI:52787
C72743	CHEBI	CHEBI:52806
C72744	CHEBI	CHEBI:36798
C72771	CHEBI	CHEBI:50785
C72776	CHEBI	CHEBI:51257
C72782	CHEBI	CHEBI:63112
C72787	CHEBI	CHEBI:64321
C72788	CHEBI	CHEBI:64311
C728	CHEBI	CHEBI:50199
C72818	CHEBI	CHEBI:50848
C72824	CHEBI	CHEBI:116225
C72825	CHEBI	CHEBI:50194
C72842	CHEBI	CHEBI:104872
C72865	CHEBI	CHEBI:149836
C729	CHEBI	CHEBI:7959
C72900	CHEBI	CHEBI:37887
C72903	CHEBI	CHEBI:51240
C72904	CHEBI	CHEBI:52304
C72910	CHEBI	CHEBI:8024
C72918	CHEBI	CHEBI:31201
C72935	CHEBI	CHEBI:32041
C72944	CHEBI	CHEBI:31283
C72959	CHEBI	CHEBI:3238
C730	CHEBI	CHEBI:7967
C73001	CHEBI	CHEBI:195280
C73005	CHEBI	CHEBI:63918
C73036	CHEBI	CHEBI:31899
C73054	CHEBI	CHEBI:59329
C73074	CHEBI	CHEBI:38010
C73080	CHEBI	CHEBI:31314
C73095	CHEBI	CHEBI:32173
C731	CHEBI	CHEBI:45081
C73100	CHEBI	CHEBI:253342
C73134	CHEBI	CHEBI:47914
C73138	CHEBI	CHEBI:3743
C73142	CHEBI	CHEBI:61033
C73144	CHEBI	CHEBI:63608
C73147	CHEBI	CHEBI:44143
C73149	CHEBI	CHEBI:3567
C73195	CHEBI	CHEBI:63589
C73205	CHEBI	CHEBI:46180
C73238	CHEBI	CHEBI:18295
C73269	CHEBI	CHEBI:64312
C73270	CHEBI	CHEBI:8448
C73285	CHEBI	CHEBI:51235
C73292	CHEBI	CHEBI:59120
C73295	CHEBI	CHEBI:9122
C73315	CHEBI	CHEBI:5121
C73323	CHEBI	CHEBI:38578
C73333	CHEBI	CHEBI:313639
C73455	CHEBI	CHEBI:50796
C73478	CHEBI	CHEBI:33694
C735	CHEBI	CHEBI:15841
C735	CHEBI	CHEBI:16670
C73579	CHEBI	CHEBI:47958
C73592	CHEBI	CHEBI:53633
C73595	CHEBI	CHEBI:6746
C73597	CHEBI	CHEBI:7857
C73617	CHEBI	CHEBI:17045
C73630	CHEBI	CHEBI:51330
C737	CHEBI	CHEBI:25944
C73797	CHEBI	CHEBI:3372
C738	CHEBI	CHEBI:8058
C73837	CHEBI	CHEBI:26709
C73838	CHEBI	CHEBI:40237
C73845	CHEBI	CHEBI:32147
C73847	CHEBI	CHEBI:32038
C73848	CHEBI	CHEBI:50240
C739	CHEBI	CHEBI:8069
C740	CHEBI	CHEBI:37931
C740	CHEBI	CHEBI:38093
C74037	CHEBI	CHEBI:5516
C74061	CHEBI	CHEBI:64310
C741	CHEBI	CHEBI:8107
C74100	CHEBI	CHEBI:48390
C74109	CHEBI	CHEBI:46171
C74141	CHEBI	CHEBI:127342
C74142	CHEBI	CHEBI:32499
C74162	CHEBI	CHEBI:51024
C74196	CHEBI	CHEBI:8746
C74197	CHEBI	CHEBI:6257
C742	CHEBI	CHEBI:37532
C74202	CHEBI	CHEBI:63115
C74241	CHEBI	CHEBI:53778
C74270	CHEBI	CHEBI:5739
C74277	CHEBI	CHEBI:15676
C743	CHEBI	CHEBI:28874
C74323	CHEBI	CHEBI:31530
C74327	CHEBI	CHEBI:126237
C74338	CHEBI	CHEBI:39280
C74339	CHEBI	CHEBI:2665
C74341	CHEBI	CHEBI:5063
C74373	CHEBI	CHEBI:32145
C74374	CHEBI	CHEBI:60805
C744	CHEBI	CHEBI:50218
C74405	CHEBI	CHEBI:50894
C74411	CHEBI	CHEBI:34559
C74412	CHEBI	CHEBI:3023
C74428	CHEBI	CHEBI:681850
C74556	CHEBI	CHEBI:49375
C74578	CHEBI	CHEBI:22470
C74579	CHEBI	CHEBI:17716
C74585	CHEBI	CHEBI:44032
C74596	CHEBI	CHEBI:27701
C747	CHEBI	CHEBI:26130
C749	CHEBI	CHEBI:8233
C74941	CHEBI	CHEBI:6213
C74960	CHEBI	CHEBI:18145
C75024	CHEBI	CHEBI:7514
C75040	CHEBI	CHEBI:4822
C75043	CHEBI	CHEBI:17134
C75053	CHEBI	CHEBI:34665
C75055	CHEBI	CHEBI:9398
C75064	CHEBI	CHEBI:34584
C75067	CHEBI	CHEBI:47554
C75079	CHEBI	CHEBI:34918
C75095	CHEBI	CHEBI:4917
C751	CHEBI	CHEBI:8249
C75111	CHEBI	CHEBI:59730
C75112	CHEBI	CHEBI:59729
C75125	CHEBI	CHEBI:60728
C75131	CHEBI	CHEBI:59880
C75152	CHEBI	CHEBI:53766
C75216	CHEBI	CHEBI:228275
C75228	CHEBI	CHEBI:34892
C75229	CHEBI	CHEBI:35812
C75264	CHEBI	CHEBI:3703
C75265	CHEBI	CHEBI:27509
C75297	CHEBI	CHEBI:2437
C75425	CHEBI	CHEBI:51686
C75425	CHEBI	CHEBI:5601
C756	CHEBI	CHEBI:33364
C756	CHEBI	CHEBI:33400
C75637	CHEBI	CHEBI:36015
C75639	CHEBI	CHEBI:32598
C75643	CHEBI	CHEBI:50818
C75648	CHEBI	CHEBI:27376
C75659	CHEBI	CHEBI:32312
C75661	CHEBI	CHEBI:35176
C75672	CHEBI	CHEBI:50819
C75932	CHEBI	CHEBI:59919
C75933	CHEBI	CHEBI:31487
C75934	CHEBI	CHEBI:59925
C75935	CHEBI	CHEBI:34704
C75936	CHEBI	CHEBI:59909
C75937	CHEBI	CHEBI:34502
C75938	CHEBI	CHEBI:59912
C75939	CHEBI	CHEBI:31490
C75963	CHEBI	CHEBI:48635
C75972	CHEBI	CHEBI:59064
C75974	CHEBI	CHEBI:59663
C75975	CHEBI	CHEBI:59674
C75976	CHEBI	CHEBI:59673
C75977	CHEBI	CHEBI:59664
C75978	CHEBI	CHEBI:59675
C75988	CHEBI	CHEBI:473992
C75996	CHEBI	CHEBI:31699
C75996	CHEBI	CHEBI:33064
C760	CHEBI	CHEBI:53156
C76002	CHEBI	CHEBI:8247
C76003	CHEBI	CHEBI:32014
C76033	CHEBI	CHEBI:3478
C76039	CHEBI	CHEBI:3084
C76040	CHEBI	CHEBI:4753
C76044	CHEBI	CHEBI:35778
C76046	CHEBI	CHEBI:104011
C76060	CHEBI	CHEBI:31403
C76066	CHEBI	CHEBI:61049
C76068	CHEBI	CHEBI:2914
C76087	CHEBI	CHEBI:28201
C76093	CHEBI	CHEBI:40585
C761	CHEBI	CHEBI:33848
C76104	CHEBI	CHEBI:6605
C76116	CHEBI	CHEBI:37936
C76117	CHEBI	CHEBI:31251
C76122	CHEBI	CHEBI:48854
C76135	CHEBI	CHEBI:4786
C76136	CHEBI	CHEBI:2627
C76137	CHEBI	CHEBI:251408
C76144	CHEBI	CHEBI:18095
C76144	CHEBI	CHEBI:18240
C76145	CHEBI	CHEBI:37922
C76148	CHEBI	CHEBI:27412
C76149	CHEBI	CHEBI:27784
C76150	CHEBI	CHEBI:28292
C76151	CHEBI	CHEBI:17630
C76152	CHEBI	CHEBI:6109
C76153	CHEBI	CHEBI:31255
C76154	CHEBI	CHEBI:28185
C76155	CHEBI	CHEBI:7489
C76179	CHEBI	CHEBI:55488
C76180	CHEBI	CHEBI:3534
C76181	CHEBI	CHEBI:3547
C762	CHEBI	CHEBI:46793
C76207	CHEBI	CHEBI:16189
C76209	CHEBI	CHEBI:27007
C76209	CHEBI	CHEBI:32990
C76209	CHEBI	CHEBI:37767
C76213	CHEBI	CHEBI:2955
C76214	CHEBI	CHEBI:34546
C76216	CHEBI	CHEBI:51210
C76217	CHEBI	CHEBI:51691
C76218	CHEBI	CHEBI:51697
C76219	CHEBI	CHEBI:52015
C76222	CHEBI	CHEBI:51357
C76224	CHEBI	CHEBI:7448
C76225	CHEBI	CHEBI:52134
C76236	CHEBI	CHEBI:59589
C76238	CHEBI	CHEBI:35862
C76267	CHEBI	CHEBI:53620
C76285	CHEBI	CHEBI:36610
C76286	CHEBI	CHEBI:18320
C76305	CHEBI	CHEBI:724125
C76306	CHEBI	CHEBI:60652
C76387	CHEBI	CHEBI:518413
C76389	CHEBI	CHEBI:3390
C764	CHEBI	CHEBI:26214
C764	CHEBI	CHEBI:8337
C76405	CHEBI	CHEBI:9605
C76426	CHEBI	CHEBI:62629
C76429	CHEBI	CHEBI:35817
C76480	CHEBI	CHEBI:31291
C76494	CHEBI	CHEBI:473990
C765	CHEBI	CHEBI:26216
C76513	CHEBI	CHEBI:2877
C76514	CHEBI	CHEBI:15964
C76515	CHEBI	CHEBI:32111
C76517	CHEBI	CHEBI:17151
C76520	CHEBI	CHEBI:30114
C76521	CHEBI	CHEBI:568021
C76523	CHEBI	CHEBI:2673
C76525	CHEBI	CHEBI:2791
C76526	CHEBI	CHEBI:31252
C76528	CHEBI	CHEBI:6758
C76531	CHEBI	CHEBI:251412
C76533	CHEBI	CHEBI:59591
C76546	CHEBI	CHEBI:33568
C76556	CHEBI	CHEBI:258351
C76586	CHEBI	CHEBI:16016
C76593	CHEBI	CHEBI:34613
C76594	CHEBI	CHEBI:3537
C76599	CHEBI	CHEBI:63125
C76605	CHEBI	CHEBI:31459
C76612	CHEBI	CHEBI:179557
C76613	CHEBI	CHEBI:7516
C76635	CHEBI	CHEBI:34847
C76641	CHEBI	CHEBI:31991
C76656	CHEBI	CHEBI:6636
C76657	CHEBI	CHEBI:63041
C76663	CHEBI	CHEBI:28591
C76672	CHEBI	CHEBI:51045
C76676	CHEBI	CHEBI:6762
C76696	CHEBI	CHEBI:28884
C76697	CHEBI	CHEBI:30832
C76698	CHEBI	CHEBI:16134
C767	CHEBI	CHEBI:8364
C76700	CHEBI	CHEBI:28885
C76707	CHEBI	CHEBI:27750
C76709	CHEBI	CHEBI:48408
C76714	CHEBI	CHEBI:17189
C76716	CHEBI	CHEBI:17883
C76724	CHEBI	CHEBI:32006
C76725	CHEBI	CHEBI:32030
C76727	CHEBI	CHEBI:32879
C76730	CHEBI	CHEBI:32063
C76733	CHEBI	CHEBI:8984
C76735	CHEBI	CHEBI:32154
C76737	CHEBI	CHEBI:18346
C76739	CHEBI	CHEBI:63051
C76740	CHEBI	CHEBI:62946
C76741	CHEBI	CHEBI:31338
C76742	CHEBI	CHEBI:17245
C76744	CHEBI	CHEBI:16698
C76745	CHEBI	CHEBI:34687
C76748	CHEBI	CHEBI:28123
C76749	CHEBI	CHEBI:34698
C76752	CHEBI	CHEBI:18153
C76754	CHEBI	CHEBI:38892
C76755	CHEBI	CHEBI:48236
C76761	CHEBI	CHEBI:2340
C76772	CHEBI	CHEBI:27961
C76777	CHEBI	CHEBI:34385
C76792	CHEBI	CHEBI:160246
C76794	CHEBI	CHEBI:31225
C76835	CHEBI	CHEBI:133341
C76853	CHEBI	CHEBI:51758
C76854	CHEBI	CHEBI:51351
C76858	CHEBI	CHEBI:51817
C76862	CHEBI	CHEBI:35616
C76863	CHEBI	CHEBI:2761
C76865	CHEBI	CHEBI:33050
C76867	CHEBI	CHEBI:3903
C76868	CHEBI	CHEBI:4035
C76869	CHEBI	CHEBI:4042
C76870	CHEBI	CHEBI:30260
C76871	CHEBI	CHEBI:34690
C76873	CHEBI	CHEBI:34761
C76874	CHEBI	CHEBI:39384
