Secondary	Primary
14828	15814
14829	16012
1483	16943
14830	17944
14831	17563
14832	29069
14833	18067
14834	37257
14835	15538
14836	17327
14837	18187
14838	15504
14839	17187
1484	17429
14840	36011
14841	18049
14842	17304
14843	17810
14844	16323
14845	17757
14848	15943
14849	16051
1485	16758
14851	17542
14854	16915
14858	16829
14859	15986
1486	17058
14860	15841
14861	16838
14862	16460
14863	17223
14864	18154
14866	17246
14867	17381
14869	16430
1487	17947
14870	50602
148701	3696
14871	28307
14872	27711
14873	16430
14874	27630
14875	27513
14876	27858
14877	28629
14878	16744
14879	17934
1488	30918
14880	15938
14881	16581
14882	16019
14883	16057
14884	29934
14886	15442
14887	15734
14888	15425
14889	16687
1489	17862
14890	51807
14891	17350
14892	17341
14893	18180
14894	17430
14895	17930
14896	17026
14897	17824
14898	17153
14899	16997
1490	27627
14900	18025
14901	15725
14902	16109
14903	17272
14904	15539
14906	16052
14907	15539
14908	15364
14909	15554
1491	18238
14910	16757
14911	36080
14912	15879
14913	17080
14914	17779
14915	17809
14916	16476
14918	50746
14920	16564
14923	16367
14925	17107
14927	18342
14928	16519
1493	32817
14930	18389
14931	17603
14935	16391
14937	16044
14938	15989
14939	17171
1494	18069
14940	15818
14941	16249
14942	17999
14943	17112
14944	17653
14945	16560
14946	16484
14947	17819
14948	16779
1495	28022
14951	50746
14952	16249
14953	17999
14954	15795
14955	36241
14956	16673
14957	17627
14958	16415
14959	15430
1496	27439
14960	15430
14961	15430
14962	15435
14963	15742
14964	17802
14965	18116
14966	16874
14967	17507
14968	17258
14969	18255
1497	27686
14970	17939
14972	17148
14974	16227
14975	29959
14976	17310
14977	18405
14978	16410
14979	18335
1498	20011
14980	18335
14981	16709
14982	16898
14983	17124
149847	4858
14985	16164
14986	18315
14987	15361
14988	15730
1499	27990
14991	16243
14992	16557
14993	17875
14994	18030
14995	17730
14996	17558
14997	16200
14998	17433
14999	18386
15	15395
1500	16572
15000	29751
15001	15854
15002	18289
15003	17715
15004	16365
15005	28788
15006	15815
15007	17362
15008	18311
15009	16509
1501	15591
15010	18111
15011	18166
15012	18143
15013	18192
15014	15731
15015	16634
15016	17400
15017	16048
15018	17499
15019	16906
1502	28065
15020	15823
15021	15823
15023	15806
15024	17513
15025	16876
15026	17386
15028	18151
15029	16649
1503	27873
15030	18356
15032	16429
15034	17842
15037	50211
15038	17974
15039	16179
1504	28665
15041	16103
15042	18121
15043	15963
15044	17015
150440	31401
15046	17668
15047	17972
15048	17797
15049	18159
1505	28042
15050	17829
15051	18045
15052	18043
15053	17876
15054	16324
15055	17226
15057	16377
15058	17814
15059	16464
15060	16008
15061	30762
15062	17225
15063	18373
15064	17183
15065	15611
15066	16794
15067	17488
15068	16065
15069	16945
1507	15968
15070	18002
15071	16802
15072	17969
15073	15721
15074	15721
15077	18212
15078	16144
15079	15817
15080	16095
15081	17822
15082	15916
15083	36208
15084	17052
15085	30023
15086	15596
15087	15540
15088	16353
15089	16210
1509	18081
15090	18023
15091	18144
15092	18182
15093	30911
15094	17044
15095	16610
15097	16610
15098	15746
15099	16566
1510	16835
15100	16893
15101	17636
15102	16393
15103	17689
15104	15440
15105	17164
15106	15738
15107	15541
15108	16276
15109	18227
1511	28630
15110	16158
15114	15889
15115	35915
15116	15957
15117	16445
15118	17913
15119	17076
1512	29086
15120	15715
15121	16479
15122	17559
15123	17096
15124	17907
15125	30031
15126	16265
15127	15380
15128	17992
15129	16308
1513	28438
15130	16308
15131	16646
15132	33447
15133	15833
15134	16310
15135	16189
15139	17359
1514	16569
15140	17717
15141	17909
15142	16159
15143	18421
15144	18215
15145	17843
15146	17449
15147	16045
15148	16090
15149	16819
1515	29216
15150	17591
15151	16847
15152	16801
15153	17267
15154	16306
15155	16642
15156	16262
15157	18031
15158	17218
15159	17022
1516	18064
15160	17024
15161	16969
15162	17554
15163	17843
15164	17843
15165	17843
15166	29170
15167	29171
15168	29172
15169	29186
1517	15481
15170	29189
15171	29188
15173	29167
15174	29168
15175	29175
15177	29176
15178	29178
15179	29174
151790	3720
1518	17978
15180	29169
15181	29185
15182	29173
15183	29184
15184	29177
15186	29179
15187	29180
15188	29181
15189	29182
1519	15821
15190	29187
15191	29183
15192	16776
15194	16992
15195	15891
15198	17228
15199	17179
1520	15482
15200	17864
15201	16461
15202	30041
15203	30038
15204	30042
15205	30037
15206	17948
15207	16267
1521	15483
15211	30043
15212	17525
15213	18084
15214	17347
15215	16524
15216	17300
152166	3353
15217	17042
15218	15532
15219	15372
1522	17667
15220	15635
15223	16563
15224	17420
15225	17410
15227	18385
15228	18306
15229	45931
1523	28710
15230	37574
15231	37574
15232	18284
15233	30320
15234	18022
15235	17141
15236	30066
15238	15542
15239	15967
1524	16831
15240	18191
15242	16094
15244	17748
15246	17013
15247	17821
15248	17578
15249	17657
1525	16409
15250	15803
15251	16551
15252	18283
15253	16558
15254	16458
15255	17855
15257	16602
15259	15861
15260	16517
15261	18139
15262	15724
15263	15724
15264	17750
15265	17434
15267	15987
15268	17000
15269	15884
1527	16116
15270	16656
15271	16756
15272	17842
15273	35490
15274	16765
15275	17658
15276	15760
15277	18186
15278	17976
15279	16389
1528	28152
15280	18160
15281	17471
15282	16115
15283	16591
15284	17047
15285	16141
15286	16141
15288	17568
15289	17477
1529	32809
15290	30848
15291	17145
15292	16199
15293	15832
15294	16282
15295	17967
15296	16704
15297	17743
15298	17771
15299	15436
1530	17380
15300	15437
15301	16632
15302	18346
15303	18353
15304	18214
15305	18057
15306	17098
15307	16786
15308	16177
15309	16380
15310	16791
15311	15543
15312	15782
15315	16954
15316	16631
15317	16408
15319	16806
1532	15786
15320	18073
15321	16550
15322	17953
15323	18107
15324	15652
15325	15709
15328	17151
15329	16772
1533	17419
15330	18233
15332	18222
1534	18298
1535	16601
1536	15793
1537	16207
1538	30764
1539	15484
1540	17069
154051	3183
1541	37050
1542	17611
1544	27874
1545	28291
15458	15457
1546	27421
1548	47879
1550	17445
1551	15485
1552	17871
1553	33404
1554	27762
1555	17685
1557	27501
1558	17545
15585	29003
1559	17566
156	50232
1560	15976
1561	28039
1562	27847
1563	28170
1564	28708
1565	35121
1566	27453
1567	27571
15680	15681
1569	17429
1570	16728
1571	17919
1572	28580
1573	27622
1574	28111
15752	17937
1577	27932
1578	27440
15796	32374
158219	490877
1583	15951
158341	2365
1584	16530
1585	28654
1586	28958
15869	16512
1589	28188
159	28809
1590	38635
1591	28190
1592	28476
15921	16816
15922	18084
1593	27995
1594	15825
1595	16638
1597	15837
1598	15487
1599	15486
159901	5163
16	15396
1600	28254
1601	17920
1603	15488
1605	28104
1607	28549
16071	48291
1608	17397
1609	16696
161	50233
1610	17610
16105	50998
1611	16348
1613	17511
1614	28310
1615	28647
16156	16121
1616	28343
1618	30926
1619	47881
162	50235
1620	18084
16202	50998
1621	29024
1622	13601
1623	17639
1625	20156
1626	47909
162615	3640
1627	47907
1628	35345
1629	15489
163	48202
1630	17353
1631	15775
1632	15490
16328	29044
1633	28528
16334	30912
16339	35681
1635	18037
1636	27868
1638	16404
163877	61146
16396	17615
164	15566
1640	28422
1641	27648
1644	27973
16442	33447
1645	28264
164514	34613
1647	15491
164776	31882
1648	27401
1649	15492
16499	17106
1650	15371
1651	17960
1652	28673
1653	47788
165316	3139
1654	28726
165567	6758
1657	17794
16574	17277
1658	16001
1659	17050
1660	28656
1661	30933
1662	30935
166254	3216
166273	3398
1663	30850
1664	16345
1666	27802
1667	48291
1668	27942
1669	16894
167	15567
1671	18261
1672	27739
1673	16775
1674	17559
1676	16575
1677	15754
1678	16936
16798	36062
1680	27989
1681	16110
1682	27472
16839	18313
1686	27471
1687	28834
1688	16390
16884	16699
16896	17425
169	15443
1691	27458
1692	17278
1693	27379
1694	16359
1695	27505
1696	16466
1697	16496
1698	18402
1699	15493
170	15572
1700	36240
1701	27403
17014	16728
1702	28540
1703	16312
17035	17326
1704	28533
17046	16110
1705	27393
1706	27428
1707	16577
1708	28047
1709	15494
171	16703
1710	28195
1711	16325
17116	17044
1714	16317
1715	35347
1716	17864
1717	28082
1718	16286
1719	18134
172	15573
17208	29073
1721	16229
17220	17924
1723	28689
17238	35173
1724	16814
1725	35348
1726	35348
1727	13610
173	27615
1731	28242
1732	28032
17324	28936
1733	27552
1735	16099
17366	29256
1738	17294
1739	27519
174	15574
1740	28571
1741	28124
1742	16455
174284	4974
1743	17813
17444	16537
1745	27908
1746	17199
1747	17204
1748	28367
17487	16728
174911	31536
17496	17478
175	15575
1750	28059
1752	16372
1753	18093
17538	50998
1754	27983
1755	28799
1756	28678
1757	15495
1758	28329
1759	28883
176	15576
1761	15934
1762	27593
1763	28350
1764	18243
1765	17442
1766	17619
17662	15850
17669	30065
1767	27450
17674	36528
1768	15863
1769	27450
176963	3243
177	15577
1770	16578
1771	17903
1772	17467
1773	16098
1775	28483
17758	17990
1776	16741
1777	17645
177779	7789
1778	28684
1779	18032
178	15578
1780	16080
1781	16892
1782	27500
1783	30753
17841	16630
1785	17769
1786	16865
1787	15496
17870	18244
1788	16607
17887	36486
1789	27565
17896	17504
179	15579
1791	17424
17910	36707
1792	16321
1793	18046
17949	30249
17951	18241
1796	28585
1797	17250
17971	17515
1798	16754
1799	16766
18	15600
180	15580
1801	27538
1802	28105
1803	30747
1804	15498
1805	27757
18055	16845
1806	27772
18068	17316
1807	28078
1809	30749
181	29052
1810	17346
18108	16057
18109	35910
1811	28567
1812	32374
1813	15499
1814	16428
1815	28386
18158	18151
1816	17847
18161	17571
1817	28020
18175	17509
18178	28966
1818	28461
18181	16862
181829	36431
181858	16731
1819	28392
18190	17842
18194	18088
182	15450
1820	28408
18201	16171
1821	17782
18213	35915
1823	16655
18235	18293
1824	15931
1825	16735
1827	28546
1828	27893
1829	27677
18294	37671
183	15582
1830	30907
18309	17261
1832	16671
18324	29052
1833	18062
1834	15728
1835	16711
18352	18274
1838	30923
1839	27530
184	48720
1840	17655
1841	18344
1842	18346
1843	18353
18432	28234
18433	15382
18434	27743
18437	28261
18438	15390
18439	15392
1844	17068
18440	15393
18441	15395
18442	15396
18443	15600
18444	37047
18445	15387
18447	28429
18448	15398
18449	27429
184505	4670
18452	15402
18453	27934
18454	27371
18455	15403
18456	28603
18457	28785
18458	15385
18459	36492
1846	28204
18460	35596
18461	27415
18462	29109
184624	3485
18463	29110
184633	16828
184637	17203
18464	28258
18465	18429
18466	15384
18467	28395
18468	15383
18469	15404
1847	17801
18470	38152
18475	28660
18476	28359
18477	15391
18478	15394
18479	15397
18480	15400
18482	15405
18483	15407
18484	90
18485	28598
18486	15408
18487	18292
1849	28464
18491	36941
18492	16114
18493	15409
18494	15410
18495	15411
18496	15420
18497	15389
18498	15406
18499	15412
185	15451
1850	27665
18500	18002
18501	29096
18502	15445
18503	15444
18506	15448
18507	15558
1851	32811
18510	15562
18512	15565
18514	15563
18516	15566
18517	38249
18518	15567
18519	15443
1852	18240
18520	29084
18521	15572
18522	16703
18523	16703
185233	4379
18524	16703
18525	16703
18526	16703
18527	16703
18528	27615
18529	15574
1853	28330
18530	15575
18536	28933
18537	15578
18538	15579
18539	28913
1854	28836
18541	15580
18542	15450
18543	15582
18544	15451
18545	15602
18546	15605
18547	15606
18548	15605
18549	15606
1855	28469
18550	15607
18551	15608
18552	15449
18553	15449
18556	27572
185566	17215
18557	15612
18559	15456
1856	17602
18560	29001
18561	29004
18562	30934
18563	15586
18564	15613
18565	15454
18566	15455
18567	15614
18568	35146
18569	30936
1857	17597
18570	29003
18571	36882
18572	15459
18573	15564
18574	15616
18575	15577
18576	17431
18577	35672
18578	15622
18579	15623
1858	30763
18580	28679
18581	15624
18582	16834
18583	17690
18585	28519
18586	28369
18587	28416
18588	15547
18589	15627
1859	15500
18591	15556
18592	15557
18593	15626
18594	15628
18595	15628
18596	15629
18597	15631
18598	15630
18599	15648
186	15602
1860	30830
18600	15649
18601	15632
18602	15636
18603	15639
18604	15642
18605	15643
18606	15635
18607	15640
18609	15644
1861	28522
18610	28316
18611	15645
18612	15650
18615	36438
18616	15653
18617	57465
18618	15654
18619	15655
1862	27588
18620	15655
18621	36435
18622	15656
18623	28805
18625	15460
18626	15659
18628	15666
18629	15668
1863	28353
18630	36460
18631	15670
18632	15464
18633	46762
18635	16797
18636	28407
18637	28114
18639	27842
18640	15677
18641	28985
18642	15675
18643	15683
18644	33197
18645	15684
18646	27512
18647	27567
18648	15583
18649	17893
18650	15801
18651	32796
18652	18354
18653	15913
18654	15465
18655	16825
18656	28379
18658	15587
18659	17663
1866	18351
18660	16003
18661	16320
18665	28524
18666	17066
18667	15452
18668	28573
18669	28686
18670	16654
18671	27996
18672	32803
18673	29024
18674	15899
18675	17436
18676	18226
18677	16387
18678	15694
18679	28937
18680	15686
18681	17019
18682	27482
18683	17167
18684	16004
18685	15588
18686	30796
18687	17352
18688	32382
18689	17656
1869	16388
18690	36464
18691	17710
18692	27751
18693	27702
18694	28658
18695	15980
18696	15980
18698	16719
18699	16719
187	15605
1870	18115
18700	29032
18701	46905
18702	15905
18704	41582
18705	28972
18706	17396
18707	17428
18708	16358
18709	16982
1871	16131
18710	15671
18711	30924
18712	27389
18713	18417
18714	18418
18715	28770
18716	16804
18717	46750
1872	15621
18720	37144
18722	30966
18724	15678
18725	28982
18726	16346
18727	17388
18728	15441
18729	17943
1873	15665
18730	27681
18731	18409
18732	29063
18733	28340
18734	35619
18736	27765
18737	17375
18738	16782
18739	32797
1874	18101
18740	18288
18741	18129
18742	15466
18744	16373
18745	18188
18746	16831
18747	15467
18748	17290
18749	15453
1875	16667
18750	28632
18751	27668
18752	27402
18753	28259
18754	27466
18755	35146
18756	15757
18757	17210
18758	32802
18759	16660
1876	28773
18760	27826
18761	27713
18762	27460
18763	17532
18764	50400
18765	27447
18766	28389
18767	16512
18768	17041
18769	28937
1877	28036
18770	15687
18771	16083
18772	16083
18773	16592
18774	16233
18775	30936
18776	29003
18777	30864
18778	17025
18779	28325
1878	28595
18780	28276
18781	28632
18782	18041
18783	16651
18784	15589
18785	30797
18786	17756
18787	32800
18788	27761
18789	27821
18791	28880
18792	17729
18793	28651
18794	28594
18795	28611
18796	30633
18797	30913
18798	17026
18799	29002
188	15606
1880	28719
18800	16718
18801	17129
18802	18285
18803	17772
18804	15412
18805	16812
18806	15672
18807	30927
18808	29027
18810	15461
18811	15660
18812	35912
18813	17546
18816	15667
18817	16967
18818	32808
18819	16717
1882	27600
18821	28627
18823	17548
18826	28049
188266	650917
18827	37632
18828	37633
18829	37634
18830	37635
18831	37636
18832	37637
18833	37638
18834	17020
18835	28202
18836	47870
18838	27720
18839	27738
1884	28470
18840	28467
18841	16178
18842	16838
18846	50599
18848	18350
18849	16130
1885	27850
18850	27841
18851	16598
18852	28959
18854	18082
18856	27785
18857	16746
18858	17527
1886	27384
18860	35289
18861	28222
18862	33566
18863	17253
18864	29096
18865	27517
18866	17676
18867	27670
18868	17501
18870	27993
18871	42639
18872	18363
18873	29029
18874	17670
18875	16599
18877	28874
18878	16110
18879	29089
1888	47904
18880	28534
18881	27789
18883	28564
18884	18155
18885	16187
18886	30912
18888	28516
18889	16100
1889	40813
18892	38136
18893	17212
18894	28565
18895	17435
18897	37452
189	15607
18900	49172
18901	35299
18905	18365
18906	27936
18907	18393
18908	27734
18909	28100
1891	48430
18910	29111
18911	17631
18912	27766
18916	47777
18919	28536
1892	17857
18922	37671
18925	16453
18926	17593
18927	16509
18928	27857
18929	28286
18930	28618
18931	16652
18932	28677
18933	18094
189357	3637
18936	28901
18937	37581
18938	27418
18939	17995
18940	17571
18941	15447
18942	16715
18943	16070
18947	29064
18948	28144
18950	27380
18951	17641
18952	17708
18955	27912
18956	27961
18957	16968
18958	15785
18959	29112
18960	17007
18962	15797
18963	16986
18964	29081
18965	18319
18966	18406
18967	18381
18968	28413
18969	28843
1897	17254
18970	18263
18971	28208
18972	16805
18973	37754
18974	16994
18975	28162
18976	27395
18977	15723
18978	17990
18979	17473
18980	16291
18981	17106
18982	36594
18983	17505
18984	15834
18985	18427
18986	16546
18987	16999
18988	15726
1899	48031
18990	28914
18991	17504
18992	29017
18993	16975
18994	17408
18995	15835
18996	17504
18997	16617
18998	17476
18999	17810
190	15608
1900	16747
19001	17810
19002	17832
19003	17555
19004	36707
19006	16291
19007	37296
19008	36702
19009	598
1901	17998
19010	36712
19011	28894
19012	18382
19013	16056
19014	18244
19015	17106
19016	30909
19017	18244
19018	36594
19019	18244
1902	33574
19020	28778
19021	16181
19022	17928
19025	17906
190253	27873
19026	30526
19027	18053
19028	18053
1903	17224
19031	17261
19033	17056
19034	28555
19035	27454
19037	16421
19038	28354
19039	51052
19040	28878
19041	28779
19042	17110
19043	16143
19044	18060
19045	28781
19046	27712
190461	119486
19047	17770
19048	28091
19049	15992
19050	36108
19053	28877
19054	38137
19056	17404
19057	28733
19058	27753
19059	17963
1906	17763
19060	17472
19061	16020
19063	28104
19064	28380
19066	50717
19067	18123
19069	27435
1907	16447
19071	52367
19072	36298
19073	36466
19076	36475
19077	28610
19078	15799
19079	17868
1908	28735
19080	28468
19081	27528
19084	17283
19085	17526
19086	16749
19087	18348
19088	16749
19089	17543
19090	16787
19091	47858
19093	17425
19094	16352
19095	15893
191	15449
1910	17064
19100	18369
19101	18275
19102	18270
19105	36476
19106	46799
19107	15634
19108	15637
19109	15637
19110	27862
19112	28010
19113	17409
19114	28270
19115	15878
19116	17130
19117	16147
19118	27635
19119	16066
1912	16318
19120	16302
19121	16254
19122	28667
19123	16973
19124	28324
19125	27595
19126	28041
19127	47787
19128	16076
1913	16836
19130	27783
19131	16827
19132	27967
19133	28247
19134	35346
19136	15808
19137	15626
19139	15716
19140	27814
19141	15560
19142	15560
19145	15656
19146	18360
19147	17314
19148	18328
19149	36487
1915	17440
19150	17457
19151	18364
19152	15628
19153	28414
19154	28442
19155	15559
19156	27486
19157	18204
19158	18204
19159	17600
1916	15984
19160	18430
19161	47786
19162	27582
19163	27771
19164	15826
19165	16799
19166	17354
19167	18362
19169	16418
1917	16907
19170	27832
19171	16129
19172	28750
19173	17252
19174	35342
19175	16330
19176	35343
19177	16485
19178	27576
19179	17845
1918	18266
19180	17156
19181	27695
19182	28399
19183	27372
19184	18345
19185	16507
19186	18426
19187	16322
19188	16783
19189	16155
1919	17335
19190	18228
19191	18225
19192	16595
19193	17816
19194	15844
19195	28858
19196	18169
19197	18156
19198	18384
19199	37493
19200	17401
19201	27603
19202	16885
19205	37600
19206	27374
19207	18297
19209	17823
19210	16528
19211	27557
19212	27844
19213	27652
19214	28181
19215	28637
19216	18271
19219	15413
1922	30883
19220	28150
19221	18414
19222	28758
19223	28523
19224	27769
1923	37011
19230	15789
19233	29010
19234	17256
19235	16174
19236	17713
19238	16284
1924	49003
19240	15698
19241	28846
19242	15918
19243	16311
19244	17172
19245	28862
19246	16192
19247	16497
19248	28997
19249	28823
1925	15836
19250	28806
19251	28807
19253	18241
19256	17955
19258	16516
19259	18274
19261	16450
19262	28850
19263	17622
19264	17625
19265	27916
19266	27479
19267	16035
19268	17678
19269	28206
19270	17808
19271	17202
19272	16039
19273	17748
19275	29084
19276	28517
19277	27381
19278	28298
1928	17405
19282	28970
19284	17560
19285	28410
19286	33613
19288	16228
1929	16871
19291	15718
19292	29056
19293	18380
19294	29056
19295	16987
19299	17185
193	27572
1930	18311
19300	28263
19301	16683
19302	28119
19303	16942
19305	16266
19306	17720
19307	28907
19308	15469
19309	18383
19311	15941
193117	9362
19312	30620
19313	16965
19314	46745
19317	28979
19318	36647
19319	36654
19320	18026
19321	16205
19322	17828
19323	15590
19325	28907
19326	15759
19329	28989
19330	28520
19334	28755
19335	28233
19337	46053
19339	17811
19340	30748
19343	16594
19344	16106
19346	17365
19347	46635
19348	28995
19349	15470
1935	18256
19350	16738
19352	27900
19353	28134
19354	18048
19355	16603
19358	16489
19359	27840
1936	30789
19360	15901
193608	421707
19361	28687
19362	30619
19365	17244
19366	28535
19367	28003
19368	29114
19369	16926
1937	18312
19370	32964
19372	28975
19376	27545
19377	27929
193777	16865
19378	18281
19379	18080
1938	27758
19380	27940
19381	17189
19382	17189
19383	16364
19384	15392
19385	17415
19386	16535
19387	16703
19388	28643
1939	28947
19392	27864
19393	28435
19394	27633
19395	28457
19396	27451
19397	27880
19399	28576
194	15612
1940	18020
19400	28440
19401	28220
19402	17681
19403	27651
19404	28738
19405	15707
19406	28695
19407	28437
19408	16456
19409	18218
19410	17144
19411	28983
19412	16216
19413	16253
19414	36555
19415	17506
19416	16720
19417	36575
19419	17413
1942	28918
19420	36557
19421	17827
19423	28634
19424	28612
19425	15711
19426	28071
19429	17470
1943	18198
19430	16475
19431	17356
19433	16444
19434	36707
19436	36702
19437	16728
19438	28936
19439	27923
1944	16245
19440	37646
19441	17936
19442	17389
19443	16728
19444	33805
19445	28075
19446	27971
19447	29044
19449	28095
19451	28388
19453	16713
19454	17001
19455	18372
19456	17083
19458	28155
19459	28174
1946	30109
19460	28370
19461	28210
19462	15914
19464	18206
19465	15998
19466	15942
19467	27822
19468	17289
19469	15573
1947	16495
19470	15573
19473	16886
19474	15745
19476	18112
19477	15849
19479	28861
1948	28432
19482	36258
19484	17217
19485	17217
19486	16413
19487	15357
19488	30781
19489	16166
19490	28365
19491	16993
19493	16993
19494	17541
19495	17077
19496	17344
19497	17605
19498	28160
19499	17337
195	15456
1950	15717
19501	27797
19505	28303
19506	30793
19507	28200
19509	28489
1951	37666
19514	16774
19516	18125
19517	18176
19518	27837
19519	28361
1952	16406
19522	15925
19523	18150
19524	16699
19525	16699
19526	18104
19527	17028
19528	17860
19529	17305
19530	17032
19531	16699
19532	35173
19533	17647
19534	37448
19535	16950
19536	35173
19537	18078
19538	28023
19539	16808
19540	27583
19541	16609
19542	28326
19545	17094
19546	18395
19547	28192
19548	28062
19550	27972
19551	16925
19552	27411
19553	15866
19554	16043
19556	28816
19557	28767
19558	28542
19559	16132
19560	18274
19561	27816
19562	37449
19563	27806
19570	28295
19571	28248
19572	28308
19574	16011
19575	27526
19576	27839
19578	27490
19580	27534
19581	18033
19582	16739
19583	30845
19584	15474
19587	28362
19588	28753
19589	28711
19590	27752
19592	18400
19594	18355
19595	28107
19597	28953
19598	36659
19599	27683
196	17718
1960	17319
19600	17385
19601	28977
19604	16278
19605	16992
19606	17778
19607	28646
1961	16678
19611	17250
19613	28249
19614	28027
19616	36537
19617	36538
19618	28978
19619	17820
19620	28961
19621	17367
19625	28341
19626	49302
19627	17023
19629	17043
19630	15598
19631	30884
19632	28992
19633	18176
19634	17878
19635	28169
19636	50263
19637	28744
19638	28394
19639	28578
19645	17649
19646	16513
19647	28649
19648	36658
19649	17637
19650	27615
19651	28187
19652	28080
19653	17236
19655	28478
19657	15475
19658	16540
19659	76724
1966	17509
19664	27930
19665	16706
19666	16355
19667	28635
19668	17275
19669	27469
19670	27664
19671	16468
19673	17905
19674	36491
19675	28955
19676	37450
19677	46790
19679	28038
1968	17382
19682	16256
19683	16625
19684	16629
19685	43949
19687	15476
19689	27434
1969	27427
19690	27724
19691	15478
19692	16182
19693	15477
19694	17059
19695	15598
19696	30835
19697	15478
19698	16093
19699	17207
197	17570
19700	36986
19701	16600
19703	17626
19704	17626
19705	50720
19706	27754
19707	16616
19708	17502
19709	15997
1971	16149
19710	16135
19711	17402
19712	15479
19714	17799
19721	52368
19722	28342
19723	27878
19724	36107
19725	36106
19726	16260
19727	16037
19728	27688
19729	28636
19730	28423
19731	27951
19734	27866
19735	28305
19736	35910
19737	15753
19739	27659
19740	28116
19741	16763
19743	30831
19746	16769
19747	30882
19748	16810
19749	30915
19750	17205
19752	35177
19753	28644
19754	33033
19755	17162
19756	30820
19757	16327
19758	58400
19759	15881
1976	37010
19762	16562
19764	17150
19765	16605
19766	18308
19768	18308
1977	37010
19770	28652
19771	28652
19772	27976
19773	16068
19774	17872
19776	18386
19778	18325
19779	15509
1978	16612
19781	28872
19782	36632
19785	16818
19786	48861
19787	15894
19788	16619
19789	17407
19790	15471
19791	17585
19792	17700
19794	27562
19795	16587
19796	15646
19797	15690
19798	28700
198	16873
19800	28453
19801	28697
19802	28043
19803	35344
19805	17320
19806	28818
19807	28113
19808	27722
19811	17038
19815	17933
19816	17703
19818	28227
19819	29076
1982	18272
19821	27767
19822	16860
19823	18016
19824	18010
19825	15765
19826	27875
19827	17489
19828	17065
19829	16356
1983	18349
19830	27541
19831	28074
19832	27682
19833	18375
19836	27825
19840	27488
19841	29014
19844	27599
19845	27553
19846	27944
19847	28590
19849	28864
19850	17079
19851	27741
19852	28722
19853	27782
19854	27596
19856	28450
19857	17980
19858	37009
1986	17509
19860	16400
19861	28018
19862	28814
19863	28774
19864	33217
19865	33218
19866	33219
19867	27881
1987	15638
19870	32971
19871	27626
19872	16767
19873	15893
19875	27473
19876	15896
19877	16433
19878	36241
19879	36062
1988	17975
19880	17395
19881	17395
19882	28752
19883	27852
19884	27637
19885	28926
19886	28740
19887	16760
19888	27978
19889	17612
19890	29055
19892	17416
19893	29053
19894	18258
19895	18184
19897	27544
19898	17192
19899	28128
199	17463
1990	16568
19900	28335
19902	28025
19903	28016
19905	15788
19907	17136
19908	17131
19909	15768
1991	16274
19910	27981
19911	28275
19912	16145
19913	27550
19914	27861
19915	28957
19916	28318
19917	17580
19918	46951
19919	18136
1992	17321
19920	16281
19921	16104
19922	16104
19925	17807
19926	17993
19927	16122
199284	31677
1993	28126
19930	37393
19931	16126
19932	36659
19933	16331
19934	32980
19935	15480
19936	18117
19937	16515
19939	18007
1994	18373
19940	18007
19941	16426
19942	16357
19943	15851
19944	16061
19945	17446
19947	17511
19949	28310
19951	28343
19953	27396
19955	16775
19957	17559
19958	16317
19959	27389
19961	16939
19962	17125
19964	28317
19965	28924
19966	18090
19968	28180
19969	27444
19970	28084
19971	16989
19972	30904
19973	18003
19974	17693
19975	17214
19976	15749
19977	28251
19978	17092
19979	17403
1998	27468
19980	17589
19983	28452
19985	49410
19986	27715
19987	27989
19988	17231
19989	16934
1999	15901
19990	16622
19991	17862
19992	16142
19993	16943
19994	17429
19995	16758
19996	17058
19997	17947
19998	16630
19999	30918
2	15381
200	18017
2000	17143
20001	27627
20002	18238
20003	18150
20004	29071
20005	16064
20006	18069
20007	32817
20008	28022
20009	27439
2001	16937
20010	27686
20014	27990
20015	16572
20017	15591
20018	28065
20019	27873
2002	27404
20020	28665
20022	28042
20023	34334
20024	16854
20026	15968
20027	18081
20028	16835
20029	28857
20031	28630
20032	28438
20035	18298
20036	15481
20037	17978
20038	15821
20039	15482
2004	27634
20040	15483
20041	28710
20042	17325
20043	16831
20044	30960
20045	30960
20046	36558
20047	17126
20048	28630
20049	29086
2005	28033
20050	28152
20053	17652
20054	32809
20055	17380
20057	15786
20058	17419
20059	28844
2006	16514
20061	36559
20062	16207
20063	16193
20064	30764
20065	15484
20066	17069
20068	37050
20069	17611
20071	33404
20072	27874
20073	28291
20074	27421
20075	47879
20076	17445
20077	15485
20078	17871
20079	16510
2008	17772
20080	27762
20082	17180
20083	30841
20085	27501
20086	17545
20087	15976
20088	28039
20089	27847
20090	28170
20091	37439
20093	28708
20094	15592
20095	27453
20097	27571
20098	15492
20099	17429
201	18339
20100	16728
20101	17919
20102	28580
20103	16208
20104	16208
20105	27622
20107	28111
20108	27932
2011	17957
20111	15951
20113	16019
20115	16530
20116	28654
20119	28958
20120	28188
20121	28190
20122	28476
20123	27995
20124	16638
20125	15837
20126	15487
20127	18404
20128	15486
20130	28254
20131	17920
20132	15488
20133	27564
20134	28380
20135	28104
20136	28549
20137	17397
2014	16013
20142	16696
20143	33220
20144	17610
20145	16348
20146	15593
20147	30926
20148	18084
20150	13601
20151	17639
20152	17639
20154	17982
20157	47909
20158	47907
20159	35345
2016	16685
20161	15489
20162	15775
20164	15490
20166	28528
