Secondary	Primary
23407	16423
23408	15473
23409	16219
23411	28122
23413	28582
23415	27920
23418	16698
23419	29195
2342	16761
23421	38069
23422	28024
23425	27843
23426	28215
23427	27898
23428	27475
23429	28426
2343	16693
23430	28064
23431	16726
23432	16596
23435	17439
23439	17696
2344	16864
23440	29012
23441	17074
23442	28699
2345	16672
234513	32506
23455	18326
234571	18405
23458	16653
23459	28443
2346	18286
23460	15520
23461	28005
23462	27610
23463	15977
2347	15915
23471	18099
23472	29005
23473	17766
23474	28557
23475	27804
23476	27804
23477	36096
2348	17193
23481	17854
23484	27641
23485	15773
23486	15964
23488	17623
23489	40585
2349	15751
23494	16133
23496	16486
23498	38615
23499	38615
2350	28845
23504	30260
23506	17141
23508	15356
2351	16960
23510	27532
23513	17376
23515	17562
23516	28507
23517	53013
23519	17239
2352	37463
23520	17361
23522	17677
235235	3537
23531	16040
23532	28680
23534	28511
23535	28375
23536	30906
23537	27678
23538	28294
23539	15972
2354	27925
23540	15952
23541	16620
23542	16128
23543	15744
23544	30940
23545	28176
23546	27498
23547	15774
23548	17307
23549	27948
23550	17510
23551	17262
23552	28504
23553	16081
23554	27801
23555	15848
23556	15700
23558	28197
2356	16027
23560	41977
23561	17989
23562	27655
23563	16957
23564	18065
23565	18106
23566	17286
23567	18304
23568	16251
23569	28903
23570	27689
23572	30813
23575	28493
23576	16477
2358	28812
23581	28212
23589	51006
2359	15422
23590	17123
23592	17242
23593	27845
23597	27399
23598	27726
23599	28363
236	28416
2360	421707
23600	28436
23601	30912
23602	17425
23603	28496
23604	28130
23605	28988
23606	27705
23607	47772
23609	15906
23616	28834
23617	27834
23619	30910
2362	27778
23620	27443
23624	17172
23629	28997
2363	28987
23632	17133
23633	15787
23637	18241
23640	16450
23642	15468
23644	18376
23645	27478
23646	17737
23647	15911
23648	27780
23649	16691
23650	18269
23651	28675
23653	18035
23654	18239
23655	18197
23656	27963
23657	28526
23659	18341
23660	16110
23661	37731
23662	27980
23663	18044
23664	16648
23678	28891
23679	17036
23680	28145
23682	90356
23688	28965
23689	28965
23691	35735
23692	35692
23694	28240
23695	36386
237	17690
2370	28828
23701	15767
23706	28123
23707	17132
23708	27853
23709	16879
2371	15335
23710	27710
23712	27708
23713	28006
23714	27420
23717	28811
23718	28848
23719	28396
23720	28737
23722	17866
23723	30814
23724	27614
23725	28143
23726	28431
23727	27729
23728	28544
23729	28035
23731	15712
23734	17789
23737	16151
23739	30620
23744	28976
23748	15401
23749	17694
23751	30316
23752	18047
23753	18029
23755	28917
23756	48954
23760	16370
23762	17839
23764	17948
23766	17209
23767	16893
23768	27918
23769	17751
2377	15339
23770	28703
23771	28333
23772	16505
23773	38291
23779	38686
2378	15340
23780	17795
23785	37453
23787	61409
23794	17874
23797	16785
23799	28887
238	28519
23800	17437
23801	28262
23802	15486
23803	16057
23804	28473
23805	17170
23807	16223
2381	15342
23811	17081
23815	28853
23817	16471
23823	47885
2383	15343
23833	15379
23834	17281
23835	46761
2384	28465
23840	15949
23841	18054
23844	36233
23845	15955
2385	27856
23851	17456
23854	18320
23856	30412
23857	28125
2386	46195
23861	28878
23863	18262
23864	30805
23865	30805
2387	15366
23873	27836
23874	16214
23876	15750
23877	16091
23878	17298
23879	17198
2388	27690
23880	15812
23881	17624
23882	15926
23884	29074
23885	15809
23886	18243
23887	16852
23889	16688
2389	27750
23892	17551
23896	23897
23898	27592
239	28369
2390	28515
23900	15527
23901	28364
23903	27997
239046	4788
23907	33250
2391	15344
23910	17479
23911	28394
23912	16815
23914	32815
23915	32815
23917	51006
23918	15419
23919	15418
2392	15345
23920	15415
23921	15417
23922	15416
23923	28855
23928	28918
239281	3213
23930	32955
23934	38685
23936	28579
23937	28934
23942	16933
239434	5000
23944	28709
23945	28412
23946	17113
23949	28196
2395	28052
23950	42355
23951	28331
23952	28239
23954	27977
23959	17063
2396	27777
23960	35701
23961	17160
23962	15822
23963	16469
23964	36489
23969	27974
2397	15688
23971	17263
23972	17474
23973	28919
23975	42266
23978	16236
23979	16000
2398	15347
23980	17553
23985	28707
23986	16641
239866	6997
23987	16036
23988	18119
23989	27750
2399	15348
23991	35702
23992	37807
23993	37807
23998	15862
23999	16101
240	18008
2400	15349
24000	18153
24001	27561
24004	30969
24007	37451
24010	28756
24011	28954
24013	28600
24014	28600
24015	28562
24016	50277
24019	17961
24022	28868
24023	4986
24024	35366
24025	37554
24029	29749
2403	27632
24030	17620
24033	15511
24035	48039
24036	72010
24037	27590
24038	28863
24039	38691
24042	30527
24044	47916
24045	28183
24046	16816
24047	28321
24048	27687
24049	16658
2405	37666
24050	17952
24051	16816
24052	28802
24054	28863
24055	16904
24056	17922
24058	28266
2406	47622
24063	18172
24065	30775
2407	15350
24073	41550
24074	37445
24075	27470
24076	37445
24077	16842
24078	16397
2408	15351
24080	27985
24081	15740
24082	30751
24086	18088
24089	42485
2409	17093
24091	28736
24092	15522
24093	28613
24095	28904
24100	28915
24101	28796
24104	28757
24107	28614
24110	28757
24118	33984
24120	27865
24122	29806
24124	18012
24132	51015
24133	29013
24134	37165
24135	16537
24136	48871
24137	30852
24139	16813
24140	28663
24141	18390
24142	18318
24143	18318
24146	27680
24152	33531
24153	33531
2416	15355
24162	28260
241750	19775
24176	33830
24178	16918
2418	28939
24180	30778
24184	32888
24185	17515
24186	17078
24187	28474
24188	28734
24189	27740
2419	27518
24191	28776
24192	28092
24194	17515
24197	28661
24198	15508
24199	18185
2420	30781
24200	27587
24201	17037
24203	27776
24204	28088
24205	27514
24206	17833
24207	28418
24208	28417
24209	27412
2421	15359
24210	27784
24211	28292
24212	17833
24213	28981
24214	28066
24217	28508
24218	16980
24219	17447
24220	29452
24222	15523
24223	17211
24225	28615
24226	36759
24227	36759
24230	15831
24235	27717
24237	28731
24238	28153
24239	27742
24240	32906
24242	28040
24243	28833
24244	32902
24245	28211
24246	27531
24247	27433
24248	32903
24249	15610
24251	28503
24252	18259
24253	36520
24254	28899
24255	37163
24256	30613
24257	48914
24258	17301
24259	17849
2426	37527
24260	18368
24263	17020
24264	35184
24270	37878
24277	17234
2428	36526
24283	16063
24295	17127
24299	28302
243	15547
24304	17856
24305	17707
24310	15497
24312	15757
24314	18237
24316	28300
24327	30921
24328	16120
24330	17859
24332	15524
24334	16856
24336	17858
2434	15368
24341	16613
24342	16470
24343	5445
24345	17050
24348	33508
24349	33508
24351	17754
24352	16597
24354	16016
24355	16108
24357	27894
24361	28076
24362	37739
24368	15428
24369	42843
24370	17750
24376	46738
24377	29746
24378	17687
24379	28087
24380	28720
24381	28141
24382	28704
24383	27927
24386	17071
24388	29805
24390	17497
24393	33563
24394	30884
24395	24396
24398	18085
244	15550
2441	28619
24411	46740
24413	17201
24414	27400
24415	17573
24417	30853
24418	15939
24419	29807
2442	28217
24420	36655
24421	16891
24423	27744
24425	28086
24427	28584
24428	28948
24429	27779
24434	28591
24435	42820
24438	16344
24440	16344
24441	17175
244416	9023
24443	16235
24444	16750
24445	17633
24446	16690
24447	28072
24448	17552
24449	17345
2445	15369
24450	17345
24451	15996
2446	27666
24465	46707
24467	16277
2447	15370
24475	28172
24476	27943
24477	28121
24478	28271
24488	36073
2449	32875
24491	30413
24493	50385
24494	27640
24497	17421
24498	18137
245	15552
24501	28304
24502	28815
24503	27619
24504	28491
24506	28698
24507	28815
24509	17831
24510	17174
24511	16148
24517	30531
24519	45571
24524	35133
24525	33949
24528	27808
24529	28230
24530	28775
24534	16966
24535	27521
24537	28415
24538	16125
24539	17600
2454	16826
24540	15756
24541	15756
24542	15756
24543	15525
2455	17984
24550	15756
24566	29021
24568	29021
24569	17120
2457	16018
24571	30776
24575	27540
2458	18359
24590	18133
24594	606565
24595	18089
24596	18295
24598	27570
246	15555
2460	17088
24602	37906
24603	37906
24605	27747
24607	28050
24608	36457
24609	17852
2461	28923
24611	17485
24614	35576
24615	16169
24617	30904
24618	29094
24620	51963
24622	16336
24623	16336
24625	27612
24626	28297
24627	28297
2463	35287
24630	15571
24633	17650
24634	49637
24635	17883
24637	16240
24638	16503
24639	16136
2464	16030
24641	17926
24642	27914
24643	17926
24645	17594
24647	28559
2465	17408
24652	27786
2466	15835
24666	27957
24667	15362
24671	50413
24672	37485
24691	37912
24692	37912
247	15547
2470	16708
24704	24705
24706	43176
24707	29191
24708	15429
24710	28902
24716	16645
2472	16335
24721	38138
2473	28355
2474	28223
24748	35350
2475	17985
24752	16976
24754	16684
24755	28486
2476	27575
24760	16668
24762	17368
24763	28822
24764	48870
24767	33529
2477	16771
24771	17406
24772	16069
24774	27487
24775	27398
24776	16974
24777	16974
24778	28182
2478	18334
24784	50616
24788	16697
24790	37911
24791	37910
24792	38631
24794	16881
24795	38958
24798	18086
247981	6759
24799	28311
248	15556
24800	16031
248004	6780
24801	30854
24802	16411
24804	17566
24805	17990
24806	33070
24807	28238
24811	17890
24812	17282
24815	29028
24816	17640
24817	29750
24818	28071
24819	27406
24824	28626
24825	18299
24830	17840
24831	27495
2484	16589
24841	17596
24842	28505
24847	60245
24854	15443
24855	16751
2486	17709
24871	28909
24872	18248
24876	29033
24877	29034
24878	30408
24879	27539
24881	28106
24882	28638
24883	17582
24884	16087
24886	30887
24888	27794
24889	38757
2489	30832
24890	27945
24891	38740
24892	18220
24893	18174
24894	38757
24895	28604
24896	28791
249	15557
24900	37905
24901	28189
24902	27649
24904	16483
24905	17965
24906	28596
24907	16584
24908	38643
2491	28930
24910	17293
24912	50110
24914	15739
24918	28928
24919	17889
24920	16092
24924	18200
24925	28046
24926	18022
24927	52221
24929	52221
24930	28484
24931	17379
24932	17240
24933	30838
24934	15528
24935	52464
24938	83641
24939	15581
24940	27493
24944	28499
24945	17630
24946	16823
24947	17630
24948	28098
24949	28098
24950	28185
24953	15417
24954	29057
24955	18331
24958	16452
24959	30744
2496	28748
24968	35133
24969	33949
24974	17087
24979	35789
24984	16832
24985	17529
24987	27407
24988	28521
2499	18157
24991	58454
24992	28683
24994	18419
24998	28358
250	15626
25003	28339
25005	17716
25006	17950
25007	37986
25008	15529
25011	16521
25014	15521
25015	27422
25019	37904
25020	15758
25023	15651
25024	15647
25025	16978
25026	28666
25027	15650
25028	27491
25033	18131
25034	28620
25035	25036
25037	6457
25039	28912
25041	16419
25042	16226
25043	16441
25044	28004
250451	4995
250452	4888
25047	17351
25049	15530
25050	27629
25052	28893
25053	35371
25054	18059
250549	31205
25055	17460
25056	30313
25058	16494
25060	35371
25062	16412
25063	28640
25065	28777
25066	29744
25067	18052
25068	30632
25069	15771
25070	27799
25071	16585
25073	33184
25074	17176
25075	15904
25077	27774
25079	17706
25080	17781
25081	28193
25082	15877
25083	30885
25084	28012
25085	27448
25086	15864
25087	37645
25088	16559
250882	3215
25089	27994
25090	18128
25092	27917
25096	37903
251	15629
2510	15336
25100	28488
25101	17851
25102	27746
25103	28166
25104	17371
251063	3112
25109	15431
25110	15432
25112	18420
25113	27620
25114	15595
25116	16146
25117	29045
25118	30780
25119	18300
25126	16727
25127	30859
25129	28334
25130	15792
25132	30794
25135	15531
25137	17155
25139	18398
2514	17431
25141	27445
25142	15703
25144	17306
25145	28460
25146	27931
25149	35825
25151	16910
25153	18291
25156	29035
25157	29041
25159	28808
25160	48917
25162	27409
25163	29864
2517	581177
25177	16114
25178	27915
25180	16796
25181	27527
25182	28053
25184	16374
25188	36742
25199	16793
252	15631
25200	16793
25201	27969
25202	28346
25203	30308
25204	16488
25206	15673
25207	30928
25209	36748
25210	36748
25217	33521
25220	16183
25221	29852
25225	16007
25226	17448
25227	17790
25228	28083
25229	16811
25232	37902
25233	37902
25243	15929
25244	15581
25245	28444
25246	17540
25247	36014
25249	28398
2525	28462
25250	28826
25251	32875
25252	32875
25259	17760
2526	27984
25260	86315
25261	27642
25262	17512
252751	4717
252762	45262
25277	16005
25278	17826
25279	28693
25288	25289
25291	28115
25292	27833
252957	31549
253	15630
2530	70499
25303	17158
25304	16628
253147	17151
25317	17453
25319	30860
25321	28216
25332	45129
25334	48944
25337	16135
25344	27436
25349	17646
25356	27504
25359	83821
25360	28908
25363	18276
25365	17997
25366	15379
25368	36264
25369	28685
25373	43955
25374	30404
25376	27617
25377	17408
25378	16949
25379	16963
25382	35757
25383	29347
25385	16504
2539	16449
25390	38686
254	15642
25402	16830
25404	29075
25406	33447
25407	35381
2541	15338
25419	17303
25420	16315
25421	27987
25424	38407
25425	37395
25428	18100
25429	38166
25431	28118
25440	16768
2545	16664
25451	17268
25452	17221
25454	27781
2546	16959
25462	37808
25463	28941
25464	28817
25465	17590
25466	28897
25467	28866
25469	16482
25473	32918
25484	17846
25485	28327
25486	28819
25487	28927
25488	17846
25489	28705
25493	27669
25494	27506
25498	25540
25499	28670
255	15643
25502	29020
25504	16172
25507	27851
25511	16833
25515	28112
25517	49786
25518	49423
25521	17154
25522	16171
25525	27416
25528	50383
2553	30879
25530	32544
25531	27748
25532	15763
25536	17688
25538	15940
2554	17478
25542	28950
25544	51081
25545	48107
25546	16480
25547	18379
25551	27798
25554	16268
25556	51143
25557	28925
25559	28787
2556	17522
25564	27986
25565	50102
25568	17045
2557	35375
25570	17711
25571	29091
25574	28945
25577	16111
2558	33917
25581	27770
25583	18162
25592	18357
25594	28313
25595	17048
25596	46816
25597	28368
25598	18282
25599	16922
256	15644
25600	16922
25601	16492
25602	16492
25603	16701
25606	16862
25607	17188
2561	15693
25610	17326
25611	33838
25612	16492
25616	28301
25617	28054
2562	30246
25621	32807
25623	28063
25624	17791
25625	28243
25628	17034
2563	27584
25631	28842
25641	17935
25642	16188
25643	16188
25645	17590
25648	28837
25651	15533
25655	17134
25658	27737
25659	16869
25660	16021
25662	37658
25663	30823
25664	16196
25666	27542
25668	15534
25669	28633
25672	36520
25674	28285
25677	16916
25678	15926
25679	50699
25680	27456
25683	17929
25684	15827
25685	28229
25686	18412
25687	27390
25688	37555
25694	16536
257	28316
25700	50860
25709	37592
25714	33261
25719	30839
2572	29348
25720	16742
25723	15842
25724	16162
25725	15871
25729	30623
25730	16995
25731	16452
25732	16859
25734	30744
25736	57824
25737	16582
25738	15535
2574	16866
25740	18058
25742	17216
25743	18015
25744	16792
25745	17959
25746	16877
25748	16571
25749	18306
2576	18310
2577	35411
25792	17121
25793	30842
258	15645
25804	35789
2581	32878
25811	27701
258120	3493
25815	28876
25817	28830
25819	28235
2582	17958
25820	17977
25821	28420
25823	27628
25824	28671
25825	28768
25827	27952
25828	1895
2583	29281
25831	28617
25832	27417
25833	16096
25836	28716
25839	45021
2584	22326
25843	16753
25844	16858
25846	16454
25849	27373
2585	47908
25852	28241
25853	48250
25854	27909
25855	27827
25856	28786
25857	27928
25859	17788
25861	29019
25866	18208
25867	18203
25868	27446
25869	17334
2587	13759
25870	27962
25871	17642
25873	17302
25885	17251
25886	16472
25887	16459
25888	37830
258884	18357
25889	37830
2589	33255
25890	31011
25893	15536
259	15648
25906	16670
25908	16614
2591	60983
25910	27604
25911	28224
25913	27424
25927	17392
25928	15701
2593	30837
25936	36999
25937	37002
25938	15421
2594	15676
25945	28194
25946	28205
25948	17556
25949	17465
2595	28411
25951	28851
25952	28668
25954	16760
25960	37453
25965	18397
25966	15882
25967	27905
25969	33853
2597	17390
25971	28964
25972	16424
25974	16562
25975	18401
25977	30745
25980	15537
25983	27480
25984	28044
25988	27653
25989	16343
25991	36656
25993	18280
25995	27924
260	15649
26000	27684
26001	37548
26002	28631
26005	28631
26007	18005
26009	30851
2601	40279
26011	17520
26014	17276
26015	17598
26016	28366
26017	17727
26019	37734
26021	17476
26023	16337
26024	27591
26026	17152
26027	15958
26028	18348
26029	16110
2603	28315
26030	16038
26031	16038
26032	17517
26033	17517
26035	37530
26037	28765
26038	28765
26039	16618
2604	16605
26040	36315
26041	18303
26042	29031
26046	35382
26047	35382
26049	16218
2605	17027
26050	27577
26052	18412
26053	17287
26054	18021
26055	44897
26056	28475
26058	16034
26063	16247
26067	44976
26068	37735
26070	18124
26071	15732
26072	28475
26074	29920
26076	17102
26077	15907
26080	28659
26081	36361
26084	37712
26086	33447
26090	17563
26091	17692
26093	29069
26097	28900
26098	48863
26099	36741
261	15650
26100	36741
26101	45097
26105	18067
26107	27598
26108	27953
26109	37257
26111	16285
26113	15538
26121	17327
26122	38155
26123	46961
26128	28747
26131	15504
26134	17187
26135	28548
26136	28103
26138	28996
26139	28157
26140	17323
26141	36110
26142	17964
26143	28568
26146	18049
26152	17304
26154	35219
26156	35219
26158	37848
2616	28984
26160	28026
26161	16323
26162	28377
26163	17757
26164	52450
26165	28688
26166	27901
26168	27946
26169	27759
26170	15943
26171	16051
26175	16663
26176	51349
26180	17309
26181	17788
26182	35576
26183	27699
26190	27763
26193	27559
26198	28485
262	15653
26200	37531
26202	16460
26204	17223
26205	18154
26209	17246
26210	28135
26212	17381
26215	27709
26219	29103
26221	28307
26222	27711
26223	16430
26224	27630
26225	27513
26226	27858
26227	28629
26229	16744
26230	17934
26231	15938
26241	16581
26245	16057
26251	47914
26252	35796
26256	29934
26257	16666
26260	17090
26261	15442
26262	15734
26263	32877
26264	35410
26265	32877
26266	28472
26268	27589
26269	17026
26272	35280
26275	28109
26277	28905
26278	28831
26280	17824
26281	17153
26283	18025
26285	15725
26286	16109
26290	17272
26293	28198
26295	15539
26297	38067
263	15654
26301	15513
26303	33199
26304	30768
26309	16052
26312	15364
26314	15545
26315	27820
26316	27624
26317	28099
26318	15546
26319	27555
26320	27696
26321	15555
26322	15544
26323	15551
26324	28031
26325	28852
26326	28922
26327	15553
26328	36075
26329	27647
2633	32988
26330	15554
26331	15552
26332	27485
26351	37396
26352	15795
26353	16673
26356	16415
26358	15430
26359	15435
26360	15435
26363	15742
26364	17802
26365	18116
26367	15948
26368	27616
26370	16874
26371	17507
26372	27601
26378	38794
26382	27941
264	15655
26402	17939
26405	17148
26408	17241
2641	32952
26411	27815
26412	27474
26415	16227
26417	29959
26418	16675
26419	28345
2642	33704
26423	17310
26424	18405
26426	16410
26427	18335
26429	16709
2643	29016
26430	28803
26445	39446
26448	39447
26449	27714
26450	37965
26451	27660
26453	36751
26458	15893
26460	18315
26462	15361
26464	15730
26466	32816
26468	35273
2647	17628
26470	35267
26471	29098
26472	16243
26473	16557
26474	17875
26475	28167
26476	18030
26477	28402
26478	28299
26479	17730
2648	17906
26480	28529
26485	17558
26486	16200
26487	17433
26488	18386
26489	29751
26492	17521
26494	28593
26495	27502
26496	28569
26497	28482
26499	15854
265	15656
2650	28357
26500	18289
26501	17715
26502	16365
26503	28788
26504	28799
26505	28883
26506	15815
26511	18311
26514	38774
26517	36141
26521	16634
26522	17400
26524	15823
26525	18151
26526	18356
26527	17607
26528	17842
26530	28572
26531	28487
26532	27810
26535	35291
26538	50211
26540	16179
26542	17616
26549	27481
2655	28843
26550	48919
26552	15963
26553	37534
26557	17668
26559	17972
2656	17475
26560	18254
26564	33942
2657	28055
26570	28721
26572	37455
26574	18043
26575	28592
26577	28077
265774	4514
26578	17876
26579	16324
2658	28829
26581	28653
26582	17226
26583	28201
26584	28798
26585	28527
26586	27522
26589	16377
26591	17814
26592	16464
26593	16008
26595	30762
26597	16914
26598	17225
26599	18373
266	15657
26601	17183
26603	16363
26608	27831
26609	28332
26610	16794
26611	17488
26612	16065
26614	10642
26615	16945
26617	35681
26618	32863
26619	25212
2662	28963
26620	17969
26621	15721
26622	16802
26624	18170
26627	27568
26631	28454
26633	28553
26636	9096
26637	27461
26638	27585
26639	28434
26644	28306
26646	15817
26647	16095
26648	17822
26651	37901
26652	28790
26654	37901
26662	16119
26663	36208
26664	16119
26669	28892
26676	27573
26679	27496
26680	30023
26681	15714
26682	16353
26683	28813
26684	27949
26685	15596
26686	15540
26687	16353
26688	16210
26690	28599
26691	18023
26692	27693
26693	18063
26694	16206
26695	18321
26697	16870
26698	36313
26699	16929
267	15658
26700	36314
26702	16221
26703	16221
26704	17270
26705	15978
26713	28741
26716	28148
26717	29101
26719	18144
26720	28374
26722	27494
26724	30911
26726	30911
26727	27922
26728	28173
26730	28827
26732	16610
26733	16610
26734	15746
26736	16566
26737	16566
26740	17636
26741	16393
26742	37550
26744	17689
26746	15440
26748	35280
26749	17164
26750	28017
26751	28017
26754	15541
26758	18227
26760	16158
26762	47880
26765	35925
26768	35341
26769	37424
26770	35915
26771	15889
26772	35915
26774	28824
26777	15957
26778	16445
26779	27955
26781	27405
26782	17913
26784	17076
26785	15715
26786	16479
267875	4759
26792	17559
26793	17096
26794	17559
26795	28973
26796	27452
26798	17907
26802	35323
26803	30031
26804	16265
26807	15741
26811	15380
26812	17992
26813	16308
26817	15833
26818	16310
26821	29917
26824	17717
26827	18318
2683	28971
26832	32167
26837	48854
26838	16159
26839	18421
2684	40050
26840	16554
26846	48916
26850	30929
26851	16513
26852	15891
26854	28865
26855	17228
26857	17179
26858	17864
26859	36259
26860	16461
26862	16267
26866	30049
26867	44156
26868	30043
26870	15702
26877	45895
26879	32876
26881	17525
26882	18084
26883	17347
26884	16524
26885	28835
26890	17300
26891	17042
26892	28866
26894	27902
26897	28875
26898	15532
2690	27613
26902	15372
26909	27650
26910	28624
26917	16563
26918	30436
26919	17420
26922	38260
26924	38684
26927	28674
2693	28057
26931	48030
26934	50126
26939	28946
2694	28102
26940	28177
26941	18385
26942	18306
26943	18290
26944	18338
26946	18284
26947	27824
26949	38418
2695	28986
26950	27382
26951	30320
26954	18022
26956	29200
26960	16385
26966	30066
26967	30065
26969	29256
26972	15542
26973	28279
26974	35666
26989	37900
26990	37900
26993	15627
26994	28728
26998	18075
26999	63528
27	15382
27000	18077
27004	17821
27006	27607
27010	39437
27011	39437
27018	28502
27019	27999
27022	17578
27025	27982
27028	15376
27029	17142
27030	28387
27033	27671
27034	17157
27037	16740
27042	50998
27043	50998
27044	15900
27045	16773
27046	50998
27047	28935
27048	18125
27052	28960
27053	28404
27054	27700
27055	16889
27058	38107
27059	27992
27060	18095
27061	32374
27062	16817
27063	15937
27064	16384
27065	28951
27067	16889
27069	15708
27070	32806
27071	17531
27072	15669
27073	35697
27074	16279
27075	16931
27076	28706
27077	28949
27078	27537
27079	27721
27085	17855
27087	16458
27089	28409
2709	16422
27094	27455
27095	30956
27098	28094
27099	16602
271	17548
27100	28888
27103	15861
27108	28621
27109	27919
2711	18011
27111	45892
27112	28352
27113	18313
27117	38684
2712	28859
27123	27796
27125	18139
27126	15724
27127	18139
27128	17750
2713	27727
27132	17434
27138	47923
2714	16032
271495	310388
2715	28832
27151	36615
27152	15987
27154	37332
27155	37332
27156	17000
27157	30765
27158	15884
27159	16656
27160	17842
27161	16765
27163	27897
27166	37899
27167	37899
27168	37898
27169	37419
2717	28928
27170	27998
27172	17658
27174	15760
27176	18186
27179	37898
27182	17976
27183	46331
27184	27906
27185	18160
27186	16389
27187	27510
27188	27510
27192	17047
27195	27523
27196	28267
27197	28760
27198	27536
27199	27745
27200	28138
27201	27457
27202	27811
27203	27692
27204	28274
27205	28214
27206	37738
272066	16000
27209	27377
27210	17568
27211	17477
27212	17477
27215	43515
27217	17145
27218	16199
27219	15832
27220	47857
27221	48349
27222	16282
27224	49050
27225	17967
27227	16704
27228	28070
27229	28895
27230	17659
27231	16695
27233	15713
27234	18066
27245	36378
27246	29026
27249	28320
27250	33549
27251	33549
27254	27484
27255	15436
27256	28766
27257	15437
27260	28727
27263	17418
27264	17418
27269	28545
27270	37897
27271	37897
27272	30528
27274	27698
27276	28001
27277	16632
27278	30816
27279	18353
2728	17146
27280	17098
27281	28051
27282	27706
27284	16786
27285	46971
27286	16177
27287	27375
27289	28445
27290	16380
27293	28509
27294	15543
27296	15782
27298	28256
27299	17015
273	15460
27301	28384
27302	28371
27303	28433
27304	28869
27305	33229
27307	28384
27308	16954
27309	16631
2731	30692
27312	16408
27313	15377
27315	35748
27317	17712
27318	16806
27319	30881
2732	17296
27321	18073
27322	16550
27324	28838
27326	17953
27327	18107
27328	15652
27330	18358
27331	18358
27332	15709
27333	35703
27335	37166
27336	48920
27339	17151
27340	16772
27342	28309
27344	18233
27348	18222
27356	33550
27357	33550
27359	16522
2736	16579
27361	27547
27366	28783
27368	29105
2737	338412
27370	18252
274	15659
27489	17429
2749	27867
27492	28943
27497	16114
275	15661
2751	16366
2752	17178
2753	15764
2754	16307
27546	32965
27558	28424
2757	30754
2758	15472
276	15662
2763	28373
2768	18388
27685	16925
277	15663
2771	18330
27716	546807
27728	15486
2773	70353
277343	140261
2774	17280
2775	17753
27755	17716
2776	16139
2778	16604
2779	17523
278	15666
27800	28632
2782	15697
278516	28875
27854	15963
27885	22788
27892	16703
279	15668
27921	15650
2794	15852
2796	27569
27968	17716
2797	28427
2798	28822
2799	15843
280	15670
2800	15514
28008	17630
28015	30248
28019	37493
2802	18000
28056	15979
2806	18305
28069	18372
281	15464
28108	17057
28127	17292
28149	16218
28165	29056
281755	40133
28178	17637
28186	17250
282070	31414
282071	205919
28218	35280
28236	17020
28237	29043
2824	18027
282886	34292
28290	28287
283	17020
2830	33859
2831	33854
2832	33855
28336	16348
2834	33860
2835	33856
2837	33858
2838	33857
2839	69335
284	15943
28403	36659
2843	18231
2844	29125
2845	27563
2846	29866
28466	17948
2847	28506
285	28202
28532	18066
28551	27450
2857	33853
28577	17716
2858	28749
28583	28475
28589	17026
2859	37558
28597	16496
2860	37919
28601	16749
28605	32818
2861	18000
28622	15901
28625	29112
2863	33860
2865	49819
28672	42355
2868	29073
287	28407
28730	16804
28742	16446
2876	18091
288	28114
28840	16607
288733	5163
2889	28463
28896	15626
2890	15365
2891	17704
28910	18348
28916	37738
2892	28430
28929	53013
2893	17099
2895	40968
28962	16054
29008	28990
29030	18412
29038	16508
29040	18358
29046	28890
29047	16153
29048	30620
29049	16452
29050	17750
29054	27536
29058	17345
29059	18144
29061	27994
29066	15893
29068	17885
2907	28780
29070	15564
29072	17733
29077	16359
29078	17342
29079	16629
29080	17687
29082	28630
29085	17126
29087	17012
29088	17950
29092	18402
29093	16703
29095	17640
29097	15379
29099	17408
291	27842
2910	39548
29100	17620
29106	49470
291121	38217
29113	16450
29116	44605
2912	575568
29131	28279
29134	47266
29135	46322
29137	39745
29139	43474
29142	48522
2916	15930
2917	16684
2919	69796
29190	29191
29196	36361
29197	45064
29199	45696
292	44356
29201	41609
29203	39949
29204	16517
29206	42160
29212	45163
29220	49706
29225	49826
2924	28268
2926	18149
29274	50115
29280	37919
293	16075
29319	16170
29322	33853
29331	36946
29332	33101
29336	46882
29346	48373
29349	18379
2935	27408
29350	18245
29353	46629
29359	50728
29363	38682
29364	37758
29370	44785
29373	41981
29378	32826
29383	45822
29393	35404
294	27720
29453	36492
29454	50061
29455	37047
29456	38249
29459	30306
29460	32897
29463	15434
29464	15433
29465	17384
29477	18150
29481	37439
29482	20092
2949	48131
295	27738
29508	30232
29511	41045
29520	74812
29521	73481
2954	30969
29546	32898
29552	171741
29553	82699
29557	47302
29558	30939
29562	69440
29570	600103
29574	50375
29576	38259
29578	30619
29587	30088
29591	32906
29597	32902
296	28467
2960	161680
29603	32903
29610	15417
29628	29118
29634	25458
29635	25459
296351	4822
296356	31185
29636	25460
29645	30305
29661	36999
29662	37002
29663	70231
29666	26137
29682	30041
29683	50436
29684	30038
29685	30042
29686	30037
29695	44137
29696	149836
29697	164200
297	16178
2970	28669
29718	28375
29721	30906
29723	30940
29727	27948
29731	27801
29734	15419
29738	78023
2974	30033
29740	27049
2975	30034
29756	33105
29758	33105
29761	33104
29762	33104
2977	38201
29784	33101
29787	49832
298	15677
29839	48765
29855	48553
29859	49477
29860	39106
29862	35298
29867	15846
29868	18009
29869	29876
29870	29876
29889	15756
29890	16858
29916	29917
29921	45536
2993	16294
29946	29947
29948	46217
2995	18282
29956	50347
29957	50349
29960	48094
29971	48096
29975	46858
29983	16044
29992	35391
30012	48097
30016	50328
