1366	C014966
1367	C033020
1370	C085415
1374	C478924
1380	C059039
1385	C070134
1388	D015632
1393	C076842
1394	C520323
1396	C102643
1401	C115711
1420	C067939
1433	C104820
1449	C047008
1455	C000619933
1456	C095284
1474	D015082
1480	D015085
1488	C069943
1489	C004764
1493	D019297
1498	C403066
1517	C110636
1520	C496745
1522	C436410
1530	C049584
1531	C019250
1533	C015672
1539	C012177
1560	C040514
1561	C001333
1564	C057491
1567	D008623
1574	C045918
1576	C047806
1583	C025508
1598	C538758
1609	C046235
1613	C067172
1614	D015104
1639	D000640
1641	C052329
1645	C025160
1646	C001355
1647	D000629
1649	C106731
1657	C587840
1662	D015093
1672	C547846
1674	D008748
1676	C034347
1677	C017562
1679	C076039
1681	C094031
1684	C115201
1686	C117304
1688	C028513
1694	C405354
1698	C434703
1720	C086538
1725	C006500
1726	C079360
1727	D015761
1730	D020245
1732	C006984
1733	C511972
1738	D006719
1742	C002429
1745	C000602481
1752	C041594
1754	C076272
1755	C434705
1756	C090933
1774	C017245
1779	C066192
1780	D015117
1781	C026603
1782	C096214
1783	C433874
1784	C066209
1786	C059730
1788	C074996
1792	C033853
1793	C039465
1794	C057360
1795	C039614
1797	C089008
1807	C549322
1809	C047087
1820	C063768
1826	D006897
1832	D008732
1833	D008735
1853	C040601
1858	C024100
1863	C111855
1864	C012365
1871	C071196
1882	C057232
1884	C057013
1890	C059353
1892	C008749
1893	C080122
1917	C053907
1922	C028322
1931	C022115
1942	C418964
1949	C105726
1963	C028638
1967	C036837
1982	C001969
1983	D000082
1986	D000086
1988	C043377
1989	D000092
2006	C065288
2014	C116318
2015	C041300
2018	C052562
2031	C084829
2032	C066732
2040	C033541
2044	C447031
2048	C407689
2049	C106250
2061	C079836
2064	C104965
2071	C095756
2072	C411425
2075	C006434
2078	C000188
2082	D015766
2090	C001570
2097	C027953
2109	C037699
2110	C031476
2112	C022260
2115	C014694
2118	D000525
2120	C016212
2122	C006480
2123	D006585
2124	C032311
2125	C103505
2126	C068073
2129	C084176
2137	C006486
2140	D003973
2145	D000616
2149	C004480
2151	D000675
2155	C004483
2161	C045742
2170	D000657
2176	C065946
2187	D000077384
2194	D000781
2195	C000727007
2196	C036466
2197	C010679
2201	C010030
2206	D000983
2211	C054801
2214	C056165
2219	C008984
2225	C059427
2227	C006624
2230	D001115
2247	D016589
2249	D001262
2253	C081662
2256	D001280
2268	D001387
2272	C009850
2273	C018222
2284	D001418
2286	C019273
2310	D001534
2313	C000123
2314	C007725
2315	D001539
2316	C057164
2317	C029998
2319	C005947
2327	D001545
2331	C037689
2333	D001553
2334	C015339
2336	D001564
2343	C004463
2345	C006723
2346	C031403
2347	C027561
2348	C042169
2353	D001599
2354	D004133
2355	D000078223
2358	C050733
2359	C115588
2361	D019324
2365	D011420
2374	C019359
2375	C053541
2378	C036596
2383	C001866
2387	C025426
2396	C070515
2397	C116174
2398	C531942
2399	C088060
2400	C115989
2406	D001735
2410	C006784
2415	C471852
2422	C118034
2427	C512698
2441	D001960
2447	D001968
2448	C006820
2449	C060230
2450	C006827
2451	C020960
2453	C002276
2455	C476308
2457	C105826
2461	C084817
2466	D002019
2471	D002034
2481	C004470
2486	C027291
2495	C053479
2515	C031877
2519	D002110
2530	C006876
2537	D002164
2540	C077793
2541	C081643
2543	D002187
2555	C012227
2566	D002235
2569	D002225
2572	C044767
2574	C015055
2576	D002328
2577	C017367
2578	D002330
2581	C007005
2595	C516625
2611	C001262
2662	D000068579
2682	C005031
2683	D002594
2688	C079032
2690	C052410
2707	D002697
2710	C084597
2717	D002720
2720	D002740
2722	C004357
2723	C007027
2724	C015071
2727	D002747
2728	D002748
2730	D004390
2732	D002752
2733	D002753
2734	C039289
2741	C043668
2746	C081895
2750	C039671
2753	C021294
2754	D000077407
2755	C047411
2758	D000077591
2762	D002937
2763	C019304
2776	C118029
2777	C000633572
2782	C084582
2787	C006231
2788	D007464
2789	D000078306
2794	D002991
2796	D002994
2797	D002995
2799	C018874
2802	D002998
2811	C084599
2812	D003022
2816	C005522
2817	C043669
2827	C004557
2866	C033656
2871	D003372
2876	C446520
2879	C032538
2890	C443080
2893	D003495
2896	C012260
2898	D003506
2899	C034591
2901	D003515
2903	C000540
2904	D003518
2906	C016329
2910	C004639
2911	C012262
2927	C043094
2929	C419187
2943	C007220
2948	C079170
2950	C004315
2955	D003622
2958	C041790
2971	C060262
2972	D000077543
2984	C043898
2988	C009567
2990	C084037
2997	D003708
2998	C005871
3010	C066733
3012	C047505
3016	D003975
3017	D003976
3019	D003981
3022	C407028
3023	C016366
3024	C027947
3025	D003992
3026	D003993
3030	D003996
3031	C055869
3036	D003634
3037	D004003
3038	D004005
3039	D004006
3045	C035419
3050	C099566
3051	D004047
3059	D004061
3071	C016392
3073	C023477
3080	D004112
3081	D004114
3082	D004117
3084	C057014
3086	C061815
3090	C578119
3091	C100074
3092	D004135
3093	C056214
3102	C047723
3108	D004176
3117	D004221
3120	D004237
3123	C044710
3127	D010133
3128	C073090
3132	D015244
3134	C001020
3135	C117011
3136	C063002
3162	D004319
3168	D004329
3174	C055171
3177	C064874
3182	D004400
3191	C058249
3194	C042986
3221	C018432
3226	D004737
3242	D004840
3261	D004949
3276	D017341
3282	C018935
3283	D004986
3284	C100198
3286	C100038
3289	C001182
3291	D005013
3292	C084606
3293	D005015
3294	C007649
3295	D005016
3299	C029617
3307	C044610
3308	D017308
3309	C002545
3311	C106598
3314	D005054
3316	C010979
3324	D000077595
3326	C076013
3330	D002259
3331	D000078328
3334	D005273
3335	C010725
3338	C013992
3339	D011345
3346	D005284
3351	C038628
3352	C082360
3357	D016576
3360	C084600
3362	C014870
3366	D005437
3369	C006107
3371	D005439
3373	D005442
3374	C012976
3380	D005445
3388	C011825
3389	C017610
3395	C059375
3396	D005484
3397	D005485
3398	C013367
3400	C029163
3401	C076986
3406	D000077604
3408	C488413
3423	C071658
3433	C050131
3438	C439622
3440	D005665
3444	C573694
3446	D000077206
3448	C015542
3452	C013785
3456	C044630
3457	C510377
3463	D015248
3474	D005897
3476	C057619
3478	D005913
3483	C091840
3485	D005976
3487	D005984
3488	D005905
3489	C000878
3499	C465664
3501	C081021
3503	D006072
3515	C004451
3516	D006140
3521	C014363
3536	C500810
3538	C061950
3540	C053177
3542	D019307
3544	C044388
3545	C052422
3546	C043204
3549	C456800
3552	C053526
3559	D006220
3561	C100276
3562	D006221
3563	C018779
3564	D006246
3568	C085410
3572	C069088
3598	D006582
3599	C039128
3602	C046773
3603	C058297
3607	D006590
3610	D006604
3611	C009479
3614	C020404
3615	C069357
3616	C014026
3619	C519736
3620	C010981
3632	C404518
3634	D006826
3639	D006852
3647	D006857
3656	C031014
3657	D006918
3671	C038366
3672	D007052
3673	C052308
3681	C033433
3686	C036619
3688	C091420
3690	D007069
3692	C077430
3698	D000676
3702	D007190
3707	C474021
3708	C437986
3712	C016517
3713	C041272
3724	C044834
3727	D007460
3728	D004103
3730	D007472
3731	C057937
3735	D007480
3736	C038192
3738	C033300
3739	D007458
3740	C014617
3741	C054871
3743	C055357
3744	C015292
3747	C018986
3748	D007490
3749	D000077405
3758	D015056
3759	D007520
3763	D007530
3764	C000720310
3772	C000601854
3773	C502346
3776	D019840
3784	D017275
3792	C102254
3795	C113888
3796	C416931
3797	C000621216
3802	C093454
3806	C005134
3824	C100280
3825	D007660
3826	D020910
3828	D007666
3830	D007701
3841	C018990
3845	D007736
3858	C000249
3878	D000077213
3885	C014638
3894	C062898
3895	C092428
3896	C073254
3897	C400354
3899	D000077339
3902	D000077289
3922	C095104
3926	D008013
3932	C061017
3936	C470235
3950	D008130
3957	D017336
3958	D008140
3963	C080073
3969	C044660
3971	C093555
3973	C085911
3976	C041715
3994	C448624
3995	C044573
4001	C100474
4002	C428188
4004	D008294
4005	C001675
4006	C024808
4020	D008454
4021	D000077553
4025	C075308
4030	D008463
4045	C100080
4047	D008529
4059	D008615
4060	D008617
4064	D008620
4066	C006069
4076	D008635
4078	D008653
4096	C014655
4098	D008701
4099	C084822
4100	D008704
4101	D008709
4107	D008721
4114	D008730
4115	D008731
4116	D008733
4121	D008736
4122	D015739
4130	D008743
4133	C033069
4136	C053765
4156	D008741
4162	C084583
4164	C100259
4169	C051786
4170	D008788
4174	D008797
4177	C014262
4198	C018106
4201	D008914
4210	C056707
4211	D008939
4235	D020912
4237	C054999
4247	C008542
4261	C118739
4262	C121809
4266	D009118
4273	C407365
4276	C005246
4277	C000948
4283	C052614
4292	C489645
4296	C018406
4302	C012230
4307	C077098
4309	C067013
4322	C114592
4328	C116989
4344	C038146
4348	C036438
4353	C016272
4362	D005033
4368	C414371
4375	C035874
4379	C113393
4380	D003010
4382	D003846
4401	C080758
4407	C462781
4409	D000077430
4418	C064357
4420	D009267
4435	D028341
4447	C083643
4462	C025203
4465	C105374
4472	D009526
4476	D009531
4485	D009543
4488	D009544
4493	C021277
4494	C035100
4495	C012655
4496	C002714
4497	D009553
4499	D015737
4503	C052455
4506	D009567
4507	D009568
4510	D005996
4511	C008599
4539	D009643
4540	C020965
4549	C058176
4551	C111257
4552	C086491
4553	C080955
4564	C466913
4566	C466914
4578	C064976
4592	C090046
4602	C005414
4604	D010094
4606	C050035
4612	D010073
4614	D000077431
4615	C015408
4616	D010076
4617	C000425
4622	C011321
4626	C040619
4630	D010095
4640	C084589
4650	C004532
4651	C104401
4654	D010135
4657	C008510
4658	C087205
4661	C118008
4671	C005958
4684	C029107
4685	C018511
4687	C021183
4690	C004184
4696	D010365
4697	D051419
4698	C066024
4707	C107875
4708	C509204
4712	C408604
4713	C093973
4726	C008781
4740	D010431
4746	D010480
4747	C084584
4748	D010546
4753	C005396
4754	D010615
4757	C000598831
4760	D010630
4765	C051833
4766	D010637
4770	C008837
4778	C029341
4780	C008846
4781	D010653
4784	D010664
4788	D010693
4790	D010702
4793	C003117
4797	C008886
4806	C100300
4807	D009764
4814	C011581
4822	C004327
4823	C041648
4825	C039409
4827	C084712
4828	D010869
4838	C023402
4842	D010885
4843	D010889
4846	C004580
4847	C034177
4849	C015451
4855	D010893
4858	C434926
4870	D011139
4871	C474837
4873	D011189
4875	D011193
4876	D062366
4877	C000620622
4878	C412373
4881	C077792
4882	C109682
4888	C043940
4890	D011222
4891	D011223
4892	C051307
4909	D011324
4911	D011339
4912	D011341
4922	D011377
4928	C005554
4929	D011400
4930	C084832
4931	C011088
4933	D011411
4936	C002771
4937	C100043
4938	C032114
4943	D015742
4944	D001074
4947	D011435
4949	D011440
4964	C057169
4965	C000606231
4977	C003237
4978	C056602
4980	C009105
4990	D011727
4993	D011739
4994	C005589
4996	C428024
4999	C025130
5004	C543211
5013	C109625
5017	C095651
5020	C035558
5025	C026894
5037	C562338
5041	C108520
5042	C052785
5053	C100036
5054	C031389
5055	C058540
5059	C049740
5063	C036535
5070	D019782
5073	D018967
5081	C042957
5083	C064758
5084	C076005
5087	D012368
5090	C116926
5092	D020889
5094	D012385
5100	C017037
5104	D012406
5115	C079693
5121	C006226
5144	D012451
5146	C010631
5161	C014182
5162	C465539
5163	C094868
5164	C110631
5166	C406525
5169	C090942
5171	C115502
5172	C115503
5173	C528828
5174	C105138
5175	C077158
5186	C410733
5188	C093386
5189	C099759
5190	C046261
5191	C072790
5196	C010059
5198	D012673
5202	D012701
5206	D000077149
5216	D012839
5217	C003278
5226	C018428
5228	C052026
5230	C068457
5233	C057773
5234	D012965
5235	D012969
5238	D012974
5265	D013134
5268	C018387
5278	C042829
5298	D013308
5311	D000077337
5312	C020804
5319	C034094
5322	C100141
5323	D013412
5324	D013414
5325	D013416
5326	D013417
5327	D013418
5328	D013419
5329	D013420
5330	D013421
5332	D013422
5334	C009349
5335	D013426
5336	D013427
5338	D013428
5339	D012460
5342	D013442
5352	C041292
5355	D013469
5356	C084593
5359	D013496
5362	C003371
5380	C106301
5381	C086827
5382	C028474
5383	C010346
5387	C046338
5391	D013693
5392	D000002
5394	D000077204
5395	C505333
5405	D016593
5416	D007726
5420	D013770
5424	C101420
5426	D013792
5429	D013805
5430	D013827
5437	C089946
5443	C441201
5447	C047519
5448	C020522
5453	D013852
5455	D013893
5468	C021270
5479	D014011
5482	C020527
5483	D008625
5492	C111602
5494	C006014
5497	D009552
5503	D014042
5505	D014044
5519	C044387
5521	C101879
5531	D014192
5534	D014203
5535	C097548
5536	C014258
5541	D014215
5543	D014214
5544	C014118
5546	D014223
5556	D014229
5558	C015044
5560	D014237
5563	C004345
5564	D014260
5567	D014272
5569	D014274
5574	D014291
5576	D014293
5578	D014295
5579	C032584
5580	C032583
5585	D014307
5590	D017830
5591	D000077288
5593	D014331
5597	C028936
5599	C000598991
5601	D013804
5614	C406122
5615	C106117
5619	C515276
5632	C047051
5633	C062232
5634	C538763
5639	C015568
5640	C057446
5641	D014520
5646	C073339
5663	C041667
5665	D020888
5677	C054577
5681	C017967
5685	C010654
5687	C118361
5694	C006253
5697	C051869
5699	C028330
5704	C059087
5706	C026131
5708	C074153
5712	C090937
5717	C062735
5719	C085665
5723	C066436
5724	C064920
5727	C016837
5730	C121825
5734	D000078305
5735	C515050
5736	C022172
5743	D003907
5744	C021650
5746	D016685
5752	C554304
5753	D003345
5755	D011239
5759	C401701
5764	C052956
5773	D002509
5780	D013012
5781	D000496
5787	C070735
5788	C582189
5789	D013936
5792	C020359
5794	D010882
5796	C100180
5798	C031000
5799	D014265
5801	C027667
5802	D001976
5803	C010642
5804	C012080
5806	C084581
5811	C000627012
5817	C068797
5820	D003983
5827	C035495
5838	C084639
5839	D000450
5842	C084828
5845	C073054
5853	D014236
5857	D008234
5859	C004992
5864	D013760
5865	D011241
5866	D013761
5870	D004970
5875	D010248
5876	D005477
5877	D000077555
5878	D010074
5881	D003687
5882	C002006
5888	C035702
5889	C026486
5894	D004004
5895	C001368
5896	D006881
5897	D015073
5898	D000323
5899	C401928
5901	D001380
5907	C001003
5916	C002432
5917	D010433
5921	D004052
5922	D007539
5926	D008455
5936	D007531
5937	C002037
5939	D001645
5942	C006760
5943	D002251
5944	D002193
5951	D012694
5952	D064791
5954	C030935
5955	D015112
5959	D002701
5971	C004471
5975	D003486
5976	C013958
5977	D002724
5983	D010830
5988	D013395
5989	C001603
5991	D004997
5994	D011374
6001	D015127
6009	D000632
6011	C100263
6017	C017617
6025	C037749
6029	D014529
6030	D014542
6031	D014530
6034	D005011
6035	D001973
6038	C107724
6040	D010883
6043	C017057
6046	C002741
6047	D007980
6051	D010128
6053	D004124
6054	D010626
6057	D014443
6061	D009002
6070	C009649
6072	D010695
6075	C100190
6089	D004130
6090	C038927
6091	C007528
6093	D009560
6097	C442334
6100	D001950
6103	D015049
6106	D007930
6108	C008629
6113	D005020
6116	C120662
6119	C100049
6124	D004128
6126	C028209
6128	D000735
6129	D012721
6132	D003565
6133	D014544
6140	D010649
6142	C003616
6145	C580738
6166	D003900
6167	D003078
6168	D005042
6175	D003562
6176	D003570
6185	D013327
6191	C067109
6194	D014499
6195	C009840
6197	D003513
6199	D005363
6201	C018686
6202	C000712172
6207	D004533
6210	C027635
6212	D002725
6213	C025910
6214	C010182
6215	D005446
6216	C030262
6222	D004978
6223	D005912
6228	D004126
6231	D009641
6234	D003523
6235	D014228
6237	C058702
6238	D019326
6241	C026189
6245	D014372
6251	D008353
6257	C100282
6258	C000409
6259	C013190
6260	C005813
6263	C454662
6264	D004139
6265	C007453
6269	C025417
6270	C029564
6271	C069170
6274	D006639
6275	C039856
6276	C024999
6277	C521309
6278	C024566
6284	C084831
6287	D014633
6288	D013912
6291	D008656
6293	C010078
6294	D003632
6295	C005292
6300	D008696
6301	D002750
6303	C058120
6305	D014364
6307	C050700
6313	C000411
6319	C004845
6320	C475948
6323	C005218
6324	D004980
6325	C036216
6326	D000114
6327	D008737
6331	D001880
6332	C037311
6333	C006811
6334	D011407
6335	C022030
6336	C446685
6337	D005018
6338	D014752
6339	C016829
6340	C521551
6342	C032159
6344	D008752
6346	C027946
6348	D002246
6350	C484470
6351	C030797
6354	D005027
6356	C021274
6358	C103736
6359	C025191
6360	D002073
6362	C005952
6363	C035263
6365	C501196
6366	C029297
6367	C081124
6368	C059268
6369	C007384
6370	C049237
6371	D010705
6372	C009755
6373	C009554
6374	C010473
6375	C008640
6377	C031132
6378	C009068
6383	D001975
6384	C034013
6386	D020002
6387	C061330
6388	C048547
6391	C007782
6393	C035066
6394	C014849
6396	C073196
6397	C039293
6398	C040863
6399	C049552
6400	C062527
6404	C505606
6406	C010833
6407	C021100
6408	C016800
6409	D014270
6410	D020122
6413	C485984
6416	C084935
6419	C016036
6420	C037540
6423	C100187
6425	C000621940
6428	C007786
6429	C007783
6430	C007015
6431	C048381
6432	C042852
6435	C004469
6441	C519792
6446	D005474
6450	D001979
6451	D001961
6454	C414527
6456	C003723
6458	C077877
6463	C534570
6464	C006470
6465	C045997
6469	C100067
6472	C004519
6473	C027712
6476	C100286
6477	D000072
6478	C016488
6479	C056578
6488	C084812
6489	C023718
6491	C030615
6494	C004347
6495	C017240
6496	C009873
6497	C007482
6500	C009374
6501	C018062
6502	C522756
6503	D014325
6504	C473838
6505	C014953
6506	C023001
6507	C039783
6510	C018163
6511	D013756
6514	D015097
6516	C052671
6517	C040733
6518	D010417
6526	C100111
6527	C025541
6531	C004838
6532	C475599
6535	C009549
6536	D014308
6537	C049232
6538	C017779
6539	C485428
6540	C013320
6542	C003415
6543	C014649
6547	C004526
6548	C534322
6549	C018584
6553	C050753
6554	C028005
6556	C067038
6557	C005059
6559	C022246
6560	C040507
6561	C017439
6562	C039175
6564	C004765
6565	C043065
6566	C053204
6567	C070006
6569	C005222
6570	C057920
6571	C006973
6572	C017456
6574	C024567
6575	D014241
6576	C015798
6577	C045557
6578	C034666
6579	D020106
6580	C013874
6582	C018595
6584	C046923
6586	C014667
6588	C037530
6589	C094658
6591	C015530
6592	C054365
6593	C053063
6594	C016304
6595	C045985
6598	C001036
6600	C030705
6603	D010393
6616	C019286
6617	C027886
6618	C020806
6619	C041181
6621	D013450
6623	C006780
6624	C004944
6625	C034224
6626	C543008
6627	C025250
6628	C056772
6629	C007164
6634	D013410
6635	C005285
6636	C048313
6637	C082879
6641	C037517
6643	C019566
6645	C014108
6650	C574748
6658	D019904
6660	C028407
6661	C583574
6662	C005387
6666	C549769
6669	C031448
6670	C010253
6672	C558763
6678	C110449
6681	C047777
6686	C522626
6688	C034890
6690	C547422
6693	C012514
6695	D012235
6696	C477846
6697	C012768
6702	C034090
6706	C042974
6710	C049061
6711	C503818
6713	C101046
6715	C004697
6716	C044999
6719	C100262
6720	C005805
6722	C031762
6723	D011735
6724	C023722
6727	D008739
6730	C000849
6732	C014152
6733	C540723
6734	C042552
6736	D012862
6738	C503864
6748	C007574
6749	C028289
6750	C005580
6751	C029040
6753	C020422
6754	C024534
6758	D012402
6760	C035932
6763	C005399
6764	C004902
6769	C084824
6773	C073955
6775	C000928
6776	C034889
6777	C036042
6781	C007379
6782	C025605
6786	C027387
6787	C019174
6788	C027718
6790	C023356
6791	C026875
6792	C013053
6793	C022042
6796	C039108
6800	C503022
6805	C041190
6811	C043103
6812	C435043
6813	C556700
6815	C030594
6817	D011710
6819	C048569
6824	C043571
6825	C041728
6826	C412492
6827	C020224
6828	C012900
6835	C539392
6836	C000606079
6838	C023649
6839	C100129
6845	C111381
6847	C085312
6848	C034361
6849	C016614
6850	C033152
6851	C033153
6853	C041509
6854	C041514
6855	C000721769
6858	C000710690
6860	C030957
6861	C025234
6866	C035317
6867	C092582
6868	C103885
6870	C006361
6871	C044472
6872	C034596
6873	C526486
6874	C010203
6877	C000606933
6880	C020904
6883	D007548
6884	C110228
6885	C082022
6888	C009138
6889	C044414
6890	C007884
6891	D010397
6893	C000595673
6895	C036720
6898	C578118
6899	C032729
6901	C001335
6905	C017363
6906	C053745
6908	C091695
6909	C557580
6912	D014993
6916	C018268
6917	C042670
6918	C549318
6920	C508419
6923	C035406
6924	C013307
6928	C030577
6929	C010915
6931	C003687
6932	C051361
6936	C058892
6940	C546557
6942	C000219
6943	C091238
6944	C029955
6946	C578169
6953	D010853
6955	C098119
6960	C034367
6961	C012018
6966	C012019
6969	C082211
6971	C067844
6973	C520964
6977	C070701
6978	C578170
6979	C040199
6980	C068311
6984	C033932
6987	C496656
6989	D013943
6990	C078634
6993	C000088
6994	C030912
6996	C059341
6997	C495777
6998	C013243
7001	C108222
7002	C025968
7003	C031337
7005	C029350
7009	C550473
7011	C010416
7012	C039714
7013	C005444
7015	C014970
7016	C009729
7018	C004522
7020	C009689
7024	C032892
7026	C079270
7027	C010730
7031	C014682
7032	C521191
7033	C027441
7034	C004759
7036	C004531
7038	C000715112
7040	C026942
7041	C010120
7042	C047080
7043	C005299
7044	C007229
7045	D011810
7046	C014843
7048	C005328
7050	C002166
7051	C019283
7053	C030373
7054	D007510
7055	C027384
7056	C409928
7057	D015081
7058	C401958
7059	C081445
7061	C110696
7064	C523939
7066	C005822
7070	D015101
7071	D015100
7074	C012257
7080	C487736
7082	C014867
7083	D014048
7085	D011754
7087	C040694
7090	C015429
7091	C053499
7092	C018096
7095	C010574
7101	C034949
7103	C019046
7106	C011633
7107	D014966
7108	C031637
7109	C009449
7110	C065774
7112	C027439
7114	C040438
7116	C050850
7118	C042197
7119	C082155
7121	C009333
7122	C503376
7123	C030037
7124	C008898
7125	C047099
7127	C005223
7131	C032389
7136	C081939
7139	C531921
7142	C015793
7144	C025390
7145	C053060
7147	C007656
7149	C031474
7150	C044605
7151	C008473
7152	C008021
7153	C008340
7155	C042590
7157	C009158
7158	C009264
7161	C051137
7162	C009535
7166	C035851
7167	C102988
7168	C034595
7169	C062963
7171	C018828
7172	D013578
7174	C067183
7175	C006068
7180	C057775
7181	C100299
7184	C038091
7187	D001585
7188	C001589
7191	C025653
7196	C005455
7197	C035396
7204	D008456
7206	C012267
7211	C004917
7215	C009822
7216	C016122
7219	C093581
7220	C012771
7221	C088015
7222	C005465
7224	C022958
7225	C558272
7228	C038963
7230	C038156
7232	C044169
7237	C026114
7238	C029048
7239	C004726
7241	C581675
7244	C032038
7245	C030683
7247	C010313
7248	C018691
7249	C063628
7253	C062397
7254	C056009
7257	C014464
7258	C043374
7259	C016835
7260	C040084
7261	C010914
7263	C015060
7264	C073225
7267	C511844
7269	C023973
7270	C018673
7272	C091880
7274	C035395
7276	C013690
7280	C007318
7281	C016369
7282	C087331
7284	C547093
7285	C009536
7287	C098109
7288	C027452
7289	C033489
7290	D000517
7291	C009465
7293	C018276
7294	C035956
7296	C000591674
7298	C016327
7301	C550584
7303	C031133
7304	C096654
7305	D012999
7308	C040020
7309	C038638
7313	C527239
7315	C008160
7319	C558412
7320	C040769
7321	C010934
7327	C005002
7328	C011445
7329	C007713
7333	C050232
7334	C056674
7337	C582628
7339	D010754
7340	D009762
7342	C546702
7343	C016439
7344	C015866
7347	C034033
7350	C096544
7351	C000726461
7352	C008968
7354	C016285
7355	C004919
7357	C079756
7358	C553992
7360	C018675
7361	C012986
7362	D005662
7363	C455106
7364	C508885
7366	C063841
7367	C018847
7368	C044697
7369	C010544
7374	C560524
7375	C000197
7376	C121083
7381	C015047
7390	C027647
7391	C557786
7393	C006862
7394	C476938
7395	C037535
7397	C025506
7399	C008149
7401	C525237
7403	C034290
7404	C518227
7406	C015763
7407	C017915
7409	C002017
7410	C038699
7411	C032732
7412	C013409
7415	C038336
7416	C036077
7417	C004475
7419	C044855
7420	C032948
7421	C007465
7422	C029956
7423	C403062
7424	C076950
7425	C560098
7427	D014199
7428	C052082
7430	C004354
7431	C046884
7432	C013964
7434	C029222
7435	C034325
7438	C075856
7440	C063609
7443	C028328
7444	C065026
7447	C034087
7448	C553671
7449	C050571
7451	C035659
7452	C017906
7460	C005403
7463	C007210
7464	C544457
7465	C028690
7466	C020232
7467	C017838
7468	C032065
7469	C031335
7471	C015835
7472	C000603232
7473	C017572
7474	C010407
7475	C019498
7476	C046029
7478	C000626346
7482	C027562
7483	C554272
7485	C005306
7487	C001972
7488	C059743
7491	C534773
7492	C053052
7495	C013154
7496	C010935
7498	C038682
7499	C013733
7500	C004912
7501	D020058
7502	C029351
