CHEBI	CHEMBL
31597	CHEMBL413965
31598	CHEMBL1886408
31599	CHEMBL277522
31600	CHEMBL2104321
31601	CHEMBL537445
31602	CHEMBL688
31603	CHEMBL1452696
31610	CHEMBL2104925
31612	CHEMBL2105075
31614	CHEMBL1605835
31615	CHEMBL283053
31617	CHEMBL1092067
31618	CHEMBL13291
31620	CHEMBL1200877
31621	CHEMBL552659
31622	CHEMBL13280
31623	CHEMBL989
31624	CHEMBL1057
31625	CHEMBL1200600
31626	CHEMBL1200602
31627	CHEMBL3183067
31628	CHEMBL1697836
31629	CHEMBL2106743
31631	CHEMBL2356122
31634	CHEMBL1908301
31637	CHEMBL1555183
31638	CHEMBL1358
31639	CHEMBL2272031
31640	CHEMBL1893554
31641	CHEMBL1398351
31646	CHEMBL2105085
31647	CHEMBL1637
31648	CHEMBL3182514
31649	CHEMBL3183658
31650	CHEMBL2107389
31652	CHEMBL1730601
31653	CHEMBL146095
31654	CHEMBL427216
31657	CHEMBL2107408
31658	CHEMBL2105083
31660	CHEMBL1697838
31661	CHEMBL2356648
31662	CHEMBL404212
31663	CHEMBL1200845
31664	CHEMBL1200986
31665	CHEMBL2106520
31666	CHEMBL2104461
31668	CHEMBL2106360
31669	CHEMBL6615
31670	CHEMBL2104813
31672	CHEMBL542541
31674	CHEMBL1683
31675	CHEMBL1200953
31676	CHEMBL253988
31677	CHEMBL977
31680	CHEMBL1200467
31682	CHEMBL155622
31684	CHEMBL19449
31685	CHEMBL2106254
31686	CHEMBL1200976
31687	CHEMBL252556
31689	CHEMBL2107455
31690	CHEMBL1642
31691	CHEMBL3183293
31694	CHEMBL3183388
31695	CHEMBL2105023
31696	CHEMBL1646
31697	CHEMBL40823
31698	CHEMBL3186966
31699	CHEMBL1094982
31700	CHEMBL2106317
31701	CHEMBL2107212
31702	CHEMBL2106389
31703	CHEMBL1201239
31705	CHEMBL1200507
31707	CHEMBL1615487
31709	CHEMBL1200455
31710	CHEMBL2107214
31711	CHEMBL1200932
31713	CHEMBL1201300
31714	CHEMBL1201125
31715	CHEMBL1200555
31716	CHEMBL1651905
31717	CHEMBL1200614
31718	CHEMBL1201291
31719	CHEMBL165790
31721	CHEMBL1712923
31725	CHEMBL42013
31727	CHEMBL3189076
31729	CHEMBL2107174
31730	CHEMBL1200423
31731	CHEMBL1200661
31733	CHEMBL2023569
31734	CHEMBL2107246
31735	CHEMBL559180
31739	CHEMBL224436
31742	CHEMBL453290
31743	CHEMBL2032411
31746	CHEMBL275040
31749	CHEMBL2107720
31750	CHEMBL1633
31751	CHEMBL215875
31754	CHEMBL487392
31755	CHEMBL1232077
31759	CHEMBL1742461
31760	CHEMBL2362410
31761	CHEMBL1555126
31763	CHEMBL2260151
31764	CHEMBL19844
31766	CHEMBL2105029
31769	CHEMBL2104876
31771	CHEMBL2106419
31772	CHEMBL1200749
31773	CHEMBL2104973
31775	CHEMBL1591365
31776	CHEMBL1257128
31777	CHEMBL1237102
31778	CHEMBL2107179
31780	CHEMBL2106638
31781	CHEMBL729
31783	CHEMBL1569487
31784	CHEMBL1200865
31785	CHEMBL206025
31788	CHEMBL452979
31790	CHEMBL2107431
31791	CHEMBL3184272
31792	CHEMBL1201161
31793	CHEMBL1200736
31798	CHEMBL1697754
31799	CHEMBL403236
31800	CHEMBL2362693
31801	CHEMBL333950
31804	CHEMBL1200922
31806	CHEMBL1426508
31807	CHEMBL28333
31808	CHEMBL2216825
31809	CHEMBL2105131
31810	CHEMBL6273
31812	CHEMBL1200839
31814	CHEMBL64379
31815	CHEMBL2107109
31818	CHEMBL2104860
31819	CHEMBL1968603
31820	CHEMBL2104800
31821	CHEMBL73451
31822	CHEMBL1200751
31823	CHEMBL1374360
31824	CHEMBL975
31825	CHEMBL261514
31826	CHEMBL2106949
31827	CHEMBL450
31828	CHEMBL2106880
31830	CHEMBL1985928
31832	CHEMBL108545
31834	CHEMBL2106570
31835	CHEMBL325372
31836	CHEMBL1722
31837	CHEMBL1200790
31838	CHEMBL2105269
31839	CHEMBL1318341
31841	CHEMBL462394
31842	CHEMBL1743261
31843	CHEMBL544428
31844	CHEMBL515234
31845	CHEMBL444963
31847	CHEMBL1200461
31850	CHEMBL1669196
31852	CHEMBL513926
31853	CHEMBL476496
31854	CHEMBL1237129
31857	CHEMBL94454
31858	CHEMBL245019
31860	CHEMBL259972
31861	CHEMBL1256353
31862	CHEMBL1744305
31868	CHEMBL1256739
31879	CHEMBL317971
31882	CHEMBL291278
31883	CHEMBL250711
31889	CHEMBL363449
31891	CHEMBL142635
31892	CHEMBL1718
31893	CHEMBL3560063
31894	CHEMBL3183841
31897	CHEMBL783
31901	CHEMBL3188119
31902	CHEMBL1372950
31903	CHEMBL1697762
31904	CHEMBL2103919
31905	CHEMBL284906
31909	CHEMBL553090
31910	CHEMBL1413176
31911	CHEMBL517427
31912	CHEMBL13341
31917	CHEMBL1182694
31918	CHEMBL446333
31919	CHEMBL1385
31920	CHEMBL1523
31923	CHEMBL240375
31924	CHEMBL3183453
31925	CHEMBL1204337
31932	CHEMBL1200692
31933	CHEMBL1719
31934	CHEMBL2105294
31935	CHEMBL2107140
31937	CHEMBL2107020
31938	CHEMBL389507
31940	CHEMBL2105318
31943	CHEMBL13828
31944	CHEMBL2104805
31946	CHEMBL513856
31947	CHEMBL127592
31952	CHEMBL2107011
31953	CHEMBL1607480
31954	CHEMBL542549
31959	CHEMBL2104786
31963	CHEMBL1200342
31973	CHEMBL1396177
31974	CHEMBL1328
31980	CHEMBL1663
31981	CHEMBL251940
31983	CHEMBL340801
31984	CHEMBL1701
31985	CHEMBL1784264
31987	CHEMBL2364720
31988	CHEMBL3184025
31989	CHEMBL2107062
31990	CHEMBL1653
31991	CHEMBL258921
31992	CHEMBL1079576
31993	CHEMBL3184273
31994	CHEMBL2106908
31995	CHEMBL1397202
31997	CHEMBL3109286
32000	CHEMBL1742414
32002	CHEMBL2106962
32003	CHEMBL24646
32004	CHEMBL2361301
32006	CHEMBL2105892
32007	CHEMBL1511957
32008	CHEMBL3187518
32009	CHEMBL2106720
32010	CHEMBL36715
32011	CHEMBL1398373
32013	CHEMBL1372341
32014	CHEMBL1531864
32015	CHEMBL349803
32016	CHEMBL1256391
32019	CHEMBL311350
32020	CHEMBL1201753
32023	CHEMBL285815
32027	CHEMBL2355383
32029	CHEMBL1201058
32030	CHEMBL1644030
32032	CHEMBL2106978
32033	CHEMBL2106954
32034	CHEMBL2105248
32035	CHEMBL2103983
32036	CHEMBL2021424
32038	CHEMBL14577
32039	CHEMBL300072
32040	CHEMBL367463
32041	CHEMBL41194
32043	CHEMBL3188458
32052	CHEMBL1213353
32053	CHEMBL1200586
32056	CHEMBL1322218
32058	CHEMBL316561
32059	CHEMBL3833361
32061	CHEMBL1079905
32063	CHEMBL194014
32064	CHEMBL1200821
32065	CHEMBL600325
32066	CHEMBL1378024
32067	CHEMBL2105285
32069	CHEMBL2104858
32070	CHEMBL37390
32071	CHEMBL422648
32074	CHEMBL586091
32075	CHEMBL1620144
32076	CHEMBL1200471
32079	CHEMBL97972
32081	CHEMBL455758
32086	CHEMBL2164969
32087	CHEMBL361812
32088	CHEMBL3181841
32089	CHEMBL2105348
32091	CHEMBL1201120
32092	CHEMBL2105300
32093	CHEMBL2103886
32095	CHEMBL486193
32096	CHEMBL3302568
32097	CHEMBL1325863
32098	CHEMBL1201795
32101	CHEMBL1983865
32102	CHEMBL1201160
32103	CHEMBL1908350
32106	CHEMBL1908331
32107	CHEMBL2104871
32110	CHEMBL3184228
32111	CHEMBL310671
32112	CHEMBL2219743
32113	CHEMBL3186177
32114	CHEMBL27577
32117	CHEMBL1524
32120	CHEMBL1201775
32121	CHEMBL282042
32122	CHEMBL541829
32123	CHEMBL1618102
32126	CHEMBL70972
32130	CHEMBL177367
32131	CHEMBL2105435
32132	CHEMBL3186892
32133	CHEMBL3182314
32136	CHEMBL1256871
32137	CHEMBL2146069
32139	CHEMBL1353
32144	CHEMBL2104556
32145	CHEMBL2105794
32146	CHEMBL1334078
32147	CHEMBL1697768
32148	CHEMBL3188432
32149	CHEMBL233406
32150	CHEMBL2096650
32151	CHEMBL1200803
32152	CHEMBL70046
32154	CHEMBL24640
32155	CHEMBL486556
32158	CHEMBL3184791
32159	CHEMBL3185084
32161	CHEMBL62193
32162	CHEMBL1525826
32163	CHEMBL485940
32164	CHEMBL462990
32165	CHEMBL3833354
32166	CHEMBL485696
32168	CHEMBL26
32170	CHEMBL3183856
32171	CHEMBL328560
32172	CHEMBL1180156
32173	CHEMBL1414320
32175	CHEMBL1399124
32176	CHEMBL3349826
32181	CHEMBL25202
32182	CHEMBL274047
32183	CHEMBL564109
32184	CHEMBL1657
32185	CHEMBL457605
32188	CHEMBL20883
32190	CHEMBL2104499
32192	CHEMBL302795
32193	CHEMBL73151
32194	CHEMBL539770
32201	CHEMBL2289227
32211	CHEMBL1668772
32212	CHEMBL1668340
32215	CHEMBL1236282
32218	CHEMBL1481539
32219	CHEMBL1529802
32220	CHEMBL1256772
32221	CHEMBL365795
32222	CHEMBL538059
32223	CHEMBL2103774
32224	CHEMBL2104797
32226	CHEMBL2107574
32229	CHEMBL1314
32230	CHEMBL3545181
32232	CHEMBL2366014
32235	CHEMBL2105430
32236	CHEMBL116315
32237	CHEMBL2104759
32239	CHEMBL1084541
32240	CHEMBL262520
32241	CHEMBL404216
32242	CHEMBL2105485
32243	CHEMBL121626
32244	CHEMBL1395150
32246	CHEMBL344159
32251	CHEMBL2107640
32253	CHEMBL3184657
32254	CHEMBL132767
32255	CHEMBL1725880
32260	CHEMBL1200907
32261	CHEMBL1325297
32262	CHEMBL3561076
32265	CHEMBL3188034
32266	CHEMBL511443
32269	CHEMBL56564
32270	CHEMBL1888176
32271	CHEMBL1566956
32272	CHEMBL1256478
32273	CHEMBL1200899
32276	CHEMBL2105605
32277	CHEMBL479291
32278	CHEMBL279229
32285	CHEMBL2096648
32286	CHEMBL1723
32287	CHEMBL3561563
32288	CHEMBL2107687
32289	CHEMBL486174
32290	CHEMBL3306558
32292	CHEMBL2104464
32295	CHEMBL2105882
32297	CHEMBL71752
32298	CHEMBL1685070
32300	CHEMBL476960
32302	CHEMBL3183486
32306	CHEMBL1765291
32314	CHEMBL1375743
32315	CHEMBL135400
32316	CHEMBL285802
32318	CHEMBL1611291
32319	CHEMBL472877
32320	CHEMBL3183581
32321	CHEMBL1047
32322	CHEMBL2105161
32323	CHEMBL1729883
32325	CHEMBL559945
32330	CHEMBL9249
32345	CHEMBL388595
32347	CHEMBL13790
32350	CHEMBL1888403
32352	CHEMBL312311
32353	CHEMBL2106820
32354	CHEMBL1398657
32357	CHEMBL98521
32365	CHEMBL1172910
32368	CHEMBL108030
32374	CHEMBL66879
32389	CHEMBL484430
32397	CHEMBL155204
32401	CHEMBL156289
32409	CHEMBL3785424
32428	CHEMBL3103072
32497	CHEMBL38737
32499	CHEMBL418995
32506	CHEMBL85728
32509	CHEMBL295416
32547	CHEMBL15544
32548	CHEMBL22976
32588	CHEMBL1200731
32592	CHEMBL2103939
32596	CHEMBL2107567
32599	CHEMBL2021423
32600	CHEMBL1797272
32616	CHEMBL1375444
32635	CHEMBL3544802
32636	CHEMBL1647
32687	CHEMBL1201131
32692	CHEMBL2311069
32711	CHEMBL2074757
32735	CHEMBL1200728
32796	CHEMBL1614745
32797	CHEMBL1615211
32800	CHEMBL58910
32805	CHEMBL347285
32806	CHEMBL153658
32807	CHEMBL457583
32816	CHEMBL1162144
32826	CHEMBL319354
32849	CHEMBL606971
32850	CHEMBL3181913
32879	CHEMBL135416
32888	CHEMBL15891
32892	CHEMBL335900
32898	CHEMBL288043
32905	CHEMBL116574
32914	CHEMBL305906
32915	CHEMBL34833
32916	CHEMBL1160117
32918	CHEMBL428495
32954	CHEMBL1354
32980	CHEMBL1172560
33015	CHEMBL1698868
33033	CHEMBL1162544
33066	CHEMBL3040356
33067	CHEMBL325916
33070	CHEMBL582878
33080	CHEMBL1797416
33081	CHEMBL2132328
33083	CHEMBL355014
33093	CHEMBL2220705
33098	CHEMBL47047
33111	CHEMBL25805
33118	CHEMBL42403
33127	CHEMBL3392930
33130	CHEMBL1200706
33135	CHEMBL22830
33167	CHEMBL1644695
33186	CHEMBL3187514
33187	CHEMBL2333073
33191	CHEMBL2228308
33192	CHEMBL1644697
33193	CHEMBL2148103
33194	CHEMBL2148103
33198	CHEMBL464345
33199	CHEMBL1213530
33202	CHEMBL584805
33203	CHEMBL3184315
33216	CHEMBL418971
33217	CHEMBL184450
33218	CHEMBL184398
33226	CHEMBL118958
33227	CHEMBL324794
33270	CHEMBL120276
33276	CHEMBL121305
33277	CHEMBL120697
33283	CHEMBL1588
33384	CHEMBL11298
33404	CHEMBL1205969
33421	CHEMBL1570161
33439	CHEMBL115335
33534	CHEMBL336434
33568	CHEMBL1740
33569	CHEMBL432
33571	CHEMBL18824
33574	CHEMBL1233860
33601	CHEMBL1968093
33678	CHEMBL1528022
33681	CHEMBL1796997
33835	CHEMBL124440
33990	CHEMBL1441048
33992	CHEMBL200715
34010	CHEMBL72969
34011	CHEMBL299243
34012	CHEMBL306290
34013	CHEMBL73754
34015	CHEMBL72970
34017	CHEMBL602962
34018	CHEMBL13378
34019	CHEMBL27130
34021	CHEMBL72078
34022	CHEMBL308330
34023	CHEMBL124706
34024	CHEMBL155816
34025	CHEMBL196585
34027	CHEMBL364900
34029	CHEMBL2392656
34030	CHEMBL592305
34031	CHEMBL156455
34036	CHEMBL346933
34037	CHEMBL1797279
34039	CHEMBL1797280
34043	CHEMBL70582
34044	CHEMBL1331743
34047	CHEMBL440895
34052	CHEMBL382541
34053	CHEMBL168075
34054	CHEMBL1606644
34055	CHEMBL52347
34056	CHEMBL3186864
34062	CHEMBL3187283
34063	CHEMBL206816
34065	CHEMBL363803
34066	CHEMBL349860
34069	CHEMBL163824
34071	CHEMBL124426
34073	CHEMBL479717
34076	CHEMBL452887
34090	CHEMBL50511
34093	CHEMBL3184813
34097	CHEMBL25101
34104	CHEMBL165373
34107	CHEMBL167395
34117	CHEMBL1482516
34118	CHEMBL3183573
34123	CHEMBL24832
34124	CHEMBL1908000
34130	CHEMBL128339
34132	CHEMBL1908001
34140	CHEMBL486288
34142	CHEMBL175602
34144	CHEMBL1435825
34146	CHEMBL1526258
34149	CHEMBL1908002
34150	CHEMBL554608
34151	CHEMBL3310737
34154	CHEMBL451721
34157	CHEMBL269319
34159	CHEMBL482477
34163	CHEMBL1761683
34165	CHEMBL1627347
34167	CHEMBL2112759
34168	CHEMBL2105993
34171	CHEMBL1627335
34172	CHEMBL411316
34178	CHEMBL135236
34179	CHEMBL1627631
34183	CHEMBL359619
34188	CHEMBL284109
34202	CHEMBL14377
34204	CHEMBL137283
34205	CHEMBL1797285
34206	CHEMBL273933
34207	CHEMBL148831
34208	CHEMBL1326877
34209	CHEMBL124241
34211	CHEMBL1391
34217	CHEMBL305168
34219	CHEMBL275246
34220	CHEMBL311000
34221	CHEMBL14328
34223	CHEMBL352220
34226	CHEMBL82022
34231	CHEMBL69829
34232	CHEMBL195890
34235	CHEMBL79850
34237	CHEMBL541230
34238	CHEMBL186858
34240	CHEMBL1392
34241	CHEMBL29878
34242	CHEMBL354318
34245	CHEMBL1406206
34246	CHEMBL1797264
34247	CHEMBL146
34249	CHEMBL1232135
34250	CHEMBL298398
34251	CHEMBL194983
34256	CHEMBL65919
34258	CHEMBL84685
34260	CHEMBL83154
34262	CHEMBL168552
34268	CHEMBL3187101
34269	CHEMBL191745
34270	CHEMBL53330
34273	CHEMBL1451179
34274	CHEMBL3183756
34275	CHEMBL321029
34276	CHEMBL364233
34279	CHEMBL79701
34283	CHEMBL1625
34286	CHEMBL1908011
34287	CHEMBL397631
34288	CHEMBL1730239
34289	CHEMBL3182722
34292	CHEMBL111654
34294	CHEMBL447196
34303	CHEMBL30193
34304	CHEMBL226650
34305	CHEMBL108851
34307	CHEMBL3638032
34310	CHEMBL171804
34316	CHEMBL2407634
34317	CHEMBL342696
34319	CHEMBL14702
34320	CHEMBL85109
34321	CHEMBL2392777
34323	CHEMBL1549385
34326	CHEMBL125602
34327	CHEMBL1571562
34331	CHEMBL194749
34332	CHEMBL58052
34335	CHEMBL296830
34337	CHEMBL8020
34338	CHEMBL122570
34339	CHEMBL418970
34342	CHEMBL40583
34345	CHEMBL350865
34346	CHEMBL13888
34348	CHEMBL224899
34350	CHEMBL1908033
34353	CHEMBL92890
34354	CHEMBL3391978
34355	CHEMBL514852
34357	CHEMBL75349
34359	CHEMBL484663
34360	CHEMBL276473
34361	CHEMBL73933
34362	CHEMBL82312
34364	CHEMBL14295
34365	CHEMBL194859
34366	CHEMBL577241
34367	CHEMBL76398
34369	CHEMBL1795577
34370	CHEMBL1613260
34372	CHEMBL384441
34373	CHEMBL312443
34377	CHEMBL2105396
34378	CHEMBL1795580
34380	CHEMBL1388
34383	CHEMBL1162149
34384	CHEMBL354663
34385	CHEMBL284348
34386	CHEMBL195836
34392	CHEMBL224262
34393	CHEMBL398440
34395	CHEMBL1230222
34398	CHEMBL227560
34399	CHEMBL56970
34401	CHEMBL1797268
34402	CHEMBL194881
34403	CHEMBL1974086
34405	CHEMBL1161944
34406	CHEMBL193558
34407	CHEMBL225563
34419	CHEMBL83669
34420	CHEMBL1908016
34421	CHEMBL194487
34422	CHEMBL73380
34423	CHEMBL7747
34432	CHEMBL195437
34433	CHEMBL311761
34434	CHEMBL35297
34435	CHEMBL574
34436	CHEMBL194945
34437	CHEMBL152295
34438	CHEMBL149752
34440	CHEMBL153062
34441	CHEMBL153388
34442	CHEMBL29398
34443	CHEMBL93746
34444	CHEMBL16217
34445	CHEMBL259327
34450	CHEMBL1893588
34454	CHEMBL3275226
34455	CHEMBL1908022
34456	CHEMBL1908023
34457	CHEMBL1256759
34459	CHEMBL351937
34461	CHEMBL1256760
34462	CHEMBL371356
34463	CHEMBL3138083
34464	CHEMBL1878246
34465	CHEMBL259041
34468	CHEMBL222418
34469	CHEMBL326496
34470	CHEMBL1908052
34471	CHEMBL195033
34472	CHEMBL138649
34474	CHEMBL1200774
34475	CHEMBL3250349
34477	CHEMBL2074878
34478	CHEMBL321585
34480	CHEMBL1080002
34481	CHEMBL1908054
34482	CHEMBL1908055
34483	CHEMBL97542
34488	CHEMBL121229
34490	CHEMBL1437769
34491	CHEMBL1973002
34493	CHEMBL1908057
34494	CHEMBL1903868
34496	CHEMBL1230670
34498	CHEMBL1594141
34502	CHEMBL2356227
34505	CHEMBL1592632
34507	CHEMBL1513985
34510	CHEMBL406406
34512	CHEMBL351406
34516	CHEMBL3250073
34517	CHEMBL1608183
34518	CHEMBL3250075
34519	CHEMBL1990679
34520	CHEMBL2133249
34521	CHEMBL1201327
34522	CHEMBL108299
34523	CHEMBL2107723
34524	CHEMBL204385
34531	CHEMBL190279
34533	CHEMBL2104005
34535	CHEMBL1200758
34541	CHEMBL1098240
34543	CHEMBL373742
34544	CHEMBL210868
34545	CHEMBL123558
34548	CHEMBL8347
34549	CHEMBL333325
34550	CHEMBL300936
34556	CHEMBL465018
34558	CHEMBL212579
34559	CHEMBL1474963
34565	CHEMBL1337502
34566	CHEMBL1797274
34567	CHEMBL1371125
34568	CHEMBL1880376
34569	CHEMBL1441574
34571	CHEMBL447861
34572	CHEMBL1872535
34573	CHEMBL1613350
34575	CHEMBL138061
34578	CHEMBL258558
34580	CHEMBL1600257
34581	CHEMBL371077
34583	CHEMBL259548
34584	CHEMBL209073
34591	CHEMBL346231
34593	CHEMBL296035
34594	CHEMBL1873329
34595	CHEMBL1450327
34599	CHEMBL1624302
34600	CHEMBL2151429
34603	CHEMBL23629
34605	CHEMBL136800
34607	CHEMBL301431
34608	CHEMBL388676
34609	CHEMBL606260
34610	CHEMBL1893014
34611	CHEMBL416081
34612	CHEMBL2105996
34613	CHEMBL1200971
34614	CHEMBL1360024
34617	CHEMBL1201098
34619	CHEMBL419380
34620	CHEMBL1595865
34623	CHEMBL196537
34624	CHEMBL3187685
34626	CHEMBL539904
34627	CHEMBL157093
34629	CHEMBL2288609
34630	CHEMBL104560
34631	CHEMBL463210
34632	CHEMBL1370646
34637	CHEMBL434045
34638	CHEMBL2303619
34640	CHEMBL1739417
34647	CHEMBL1200632
34648	CHEMBL683
34649	CHEMBL9484
34655	CHEMBL1507567
34656	CHEMBL1398949
34662	CHEMBL1255655
34663	CHEMBL3306254
34664	CHEMBL1888079
34665	CHEMBL169901
34666	CHEMBL14774
34671	CHEMBL1200542
34672	CHEMBL2106177
34673	CHEMBL2074792
34675	CHEMBL1414950
34676	CHEMBL3182119
34677	CHEMBL2140472
34678	CHEMBL3181956
34679	CHEMBL1409747
34680	CHEMBL1503330
34682	CHEMBL388560
34683	CHEMBL1060
34686	CHEMBL3188143
34687	CHEMBL272485
34688	CHEMBL449486
34689	CHEMBL33845
34690	CHEMBL167911
34691	CHEMBL26570
34692	CHEMBL228511
34693	CHEMBL3185893
34694	CHEMBL1451838
34695	CHEMBL1570502
34696	CHEMBL1873703
34698	CHEMBL388558
34699	CHEMBL163100
34701	CHEMBL113650
34702	CHEMBL74517
34703	CHEMBL49338
34705	CHEMBL293950
34707	CHEMBL209856
34708	CHEMBL3184260
34709	CHEMBL3183266
34710	CHEMBL3186540
34711	CHEMBL3184058
34712	CHEMBL2130656
34714	CHEMBL1569524
34715	CHEMBL1566491
34717	CHEMBL269003
34718	CHEMBL292687
34721	CHEMBL1325931
34722	CHEMBL3188080
34725	CHEMBL284237
34727	CHEMBL1232313
34731	CHEMBL487
34732	CHEMBL327980
34733	CHEMBL3184641
34735	CHEMBL1671900
34736	CHEMBL173809
34738	CHEMBL2106236
34739	CHEMBL225546
34741	CHEMBL198877
34742	CHEMBL1200510
34743	CHEMBL2252174
34745	CHEMBL1200973
34746	CHEMBL1974118
34748	CHEMBL47647
34749	CHEMBL241694
34750	CHEMBL11860
34756	CHEMBL23832
34757	CHEMBL347698
34758	CHEMBL460296
34759	CHEMBL1770195
34760	CHEMBL3186021
34761	CHEMBL1604375
34763	CHEMBL3181953
34764	CHEMBL1201392
34768	CHEMBL189362
34772	CHEMBL51149
34778	CHEMBL513024
34779	CHEMBL1606435
34780	CHEMBL342911
34781	CHEMBL338273
34785	CHEMBL194400
34786	CHEMBL1903207
34787	CHEMBL18104
34788	CHEMBL3186719
34789	CHEMBL1201121
34791	CHEMBL1197
34794	CHEMBL1406302
34795	CHEMBL275084
34799	CHEMBL39071
34800	CHEMBL1882894
34801	CHEMBL3182191
34802	CHEMBL313747
34807	CHEMBL332826
34808	CHEMBL274226
34809	CHEMBL105076
34812	CHEMBL2106399
34814	CHEMBL3251852
34815	CHEMBL3251853
34816	CHEMBL3251854
34818	CHEMBL3251855
34823	CHEMBL319111
34825	CHEMBL2105689
34829	CHEMBL1201173
34830	CHEMBL1592324
34831	CHEMBL1328968
34833	CHEMBL1797281
34834	CHEMBL1079446
34836	CHEMBL3181832
34837	CHEMBL226651
34838	CHEMBL1582
34839	CHEMBL291057
34840	CHEMBL49996
34845	CHEMBL1200947
34846	CHEMBL1902519
34847	CHEMBL1736
34848	CHEMBL54440
34849	CHEMBL425863
34850	CHEMBL1200977
34851	CHEMBL45830
34852	CHEMBL442231
34853	CHEMBL447629
34856	CHEMBL276518
34857	CHEMBL1628161
34858	CHEMBL454950
34860	CHEMBL1333512
34865	CHEMBL1978410
34866	CHEMBL416887
34870	CHEMBL455541
34871	CHEMBL261899
34873	CHEMBL164290
34875	CHEMBL165491
34876	CHEMBL170408
34877	CHEMBL1543632
34878	CHEMBL33891
34879	CHEMBL384903
34881	CHEMBL28211
34888	CHEMBL63323
34892	CHEMBL9514
34893	CHEMBL2106905
34894	CHEMBL3187229
34895	CHEMBL1387
34896	CHEMBL2106801
34900	CHEMBL88311
34902	CHEMBL1436121
34903	CHEMBL1908006
34905	CHEMBL74469
34906	CHEMBL1731183
34907	CHEMBL410063
34908	CHEMBL468759
34910	CHEMBL116943
34911	CHEMBL1525
34914	CHEMBL63857
34915	CHEMBL1528560
34916	CHEMBL1322884
34917	CHEMBL1476858
34918	CHEMBL1339216
34919	CHEMBL211502
34920	CHEMBL16117
34921	CHEMBL262101
34922	CHEMBL461349
34923	CHEMBL1200338
34925	CHEMBL127865
34926	CHEMBL59190
34929	CHEMBL44282
34930	CHEMBL1892286
34931	CHEMBL1867271
34934	CHEMBL1486524
34935	CHEMBL283487
34936	CHEMBL1222498
34938	CHEMBL446060
34941	CHEMBL3305983
34942	CHEMBL1907717
34946	CHEMBL1160031
34948	CHEMBL236921
34952	CHEMBL269366
34953	CHEMBL134915
34965	CHEMBL148159
34967	CHEMBL111
34968	CHEMBL32503
34969	CHEMBL291657
34970	CHEMBL501134
34973	CHEMBL39664
34975	CHEMBL445268
34976	CHEMBL1888800
34977	CHEMBL28854
34978	CHEMBL1200388
34981	CHEMBL1740065
34988	CHEMBL286020
34989	CHEMBL116995
34990	CHEMBL498270
34992	CHEMBL61872
34993	CHEMBL1411731
35000	CHEMBL1473654
35001	CHEMBL3189011
35002	CHEMBL2356993
35003	CHEMBL140784
35004	CHEMBL1738928
35005	CHEMBL1452359
35008	CHEMBL1575635
35009	CHEMBL2074704
35010	CHEMBL170539
35011	CHEMBL388559
35012	CHEMBL1570500
35014	CHEMBL487187
35016	CHEMBL125737
35017	CHEMBL1200855
35018	CHEMBL3182355
35019	CHEMBL1371096
35020	CHEMBL118722
35026	CHEMBL284057
35027	CHEMBL31970
35028	CHEMBL1886556
35029	CHEMBL1901244
35030	CHEMBL1200948
35033	CHEMBL454511
35034	CHEMBL3115201
35035	CHEMBL378228
35037	CHEMBL1413786
35038	CHEMBL1534811
35039	CHEMBL321409
35040	CHEMBL117908
35042	CHEMBL9653
35044	CHEMBL345937
35045	CHEMBL1276010
35046	CHEMBL342375
35047	CHEMBL476121
35050	CHEMBL20562
35051	CHEMBL491499
35052	CHEMBL32227
35053	CHEMBL472566
35055	CHEMBL72732
35056	CHEMBL132722
35057	CHEMBL285171
35058	CHEMBL34197
35060	CHEMBL1344773
35064	CHEMBL450613
35065	CHEMBL371463
35067	CHEMBL286453
35071	CHEMBL491510
35072	CHEMBL372840
35079	CHEMBL178889
35085	CHEMBL2324868
35088	CHEMBL194906
35089	CHEMBL1458862
35091	CHEMBL2251568
35092	CHEMBL194805
35094	CHEMBL2387063
35096	CHEMBL195693
35097	CHEMBL27516
35100	CHEMBL198810
35101	CHEMBL195624
35164	CHEMBL1908015
35176	CHEMBL1200929
35194	CHEMBL1566132
35212	CHEMBL501696
35227	CHEMBL155320
35235	CHEMBL863
35236	CHEMBL171281
35237	CHEMBL54943
35247	CHEMBL285123
35255	CHEMBL44618
35260	CHEMBL363614
35266	CHEMBL175209
35280	CHEMBL1456892
35289	CHEMBL46557
35290	CHEMBL298461
35298	CHEMBL333179
35299	CHEMBL1346946
35321	CHEMBL282700
35322	CHEMBL19969
35340	CHEMBL1200952
35420	CHEMBL1179605
35421	CHEMBL260315
35422	CHEMBL609695
35430	CHEMBL1743303
35432	CHEMBL2074889
35434	CHEMBL83116
35435	CHEMBL3813878
35445	CHEMBL160213
35455	CHEMBL1381098
35459	CHEMBL1905899
35460	CHEMBL2259700
35485	CHEMBL2032012
35491	CHEMBL590540
35492	CHEMBL366563
35515	CHEMBL3138638
35546	CHEMBL1885037
35547	CHEMBL172763
35549	CHEMBL172988
35550	CHEMBL15571
35553	CHEMBL75880
35559	CHEMBL278980
35565	CHEMBL2148102
35566	CHEMBL2148102
35572	CHEMBL2766015
35578	CHEMBL3186013
35583	CHEMBL3622747
35586	CHEMBL302239
35588	CHEMBL302239
35589	CHEMBL302239
35590	CHEMBL2289543
35591	CHEMBL1400945
35595	CHEMBL13257
35596	CHEMBL2924219
