CHEBI	CHEMBL
92713	CHEMBL1270704
92714	CHEMBL2163568
92715	CHEMBL596674
92716	CHEMBL1475137
92717	CHEMBL1736057
92718	CHEMBL1561408
92720	CHEMBL1354145
92721	CHEMBL1608767
92722	CHEMBL1886169
92723	CHEMBL1720891
92725	CHEMBL3086832
92726	CHEMBL1707664
92727	CHEMBL1255662
92728	CHEMBL239800
92729	CHEMBL1354132
92730	CHEMBL2138737
92731	CHEMBL235843
92732	CHEMBL150315
92733	CHEMBL291536
92734	CHEMBL1270707
92735	CHEMBL397785
92737	CHEMBL1405981
92738	CHEMBL1617408
92739	CHEMBL1188431
92740	CHEMBL77456
92742	CHEMBL1730093
92744	CHEMBL473104
92745	CHEMBL1359120
92746	CHEMBL2158348
92747	CHEMBL1486329
92748	CHEMBL1319866
92749	CHEMBL1240885
92750	CHEMBL1543306
92751	CHEMBL588119
92752	CHEMBL1476996
92753	CHEMBL1270219
92754	CHEMBL1486366
92755	CHEMBL1407654
92756	CHEMBL1489079
92758	CHEMBL1589733
92759	CHEMBL1574910
92762	CHEMBL433461
92763	CHEMBL1368758
92764	CHEMBL3039421
92765	CHEMBL1901090
92766	CHEMBL2139100
92767	CHEMBL1712643
92768	CHEMBL102726
92769	CHEMBL818
92770	CHEMBL61505
92771	CHEMBL1616903
92773	CHEMBL1188380
92774	CHEMBL1088762
92775	CHEMBL1415412
92776	CHEMBL1730443
92777	CHEMBL2144958
92778	CHEMBL1609281
92780	CHEMBL596509
92781	CHEMBL2134425
92782	CHEMBL1867406
92783	CHEMBL338404
92784	CHEMBL1720649
92785	CHEMBL1722549
92786	CHEMBL1374544
92787	CHEMBL1731533
92788	CHEMBL1402866
92789	CHEMBL1733129
92790	CHEMBL1891751
92791	CHEMBL1084057
92792	CHEMBL1310318
92793	CHEMBL1409461
92794	CHEMBL1880992
92795	CHEMBL2135534
92796	CHEMBL236483
92797	CHEMBL1873309
92798	CHEMBL62
92799	CHEMBL1343061
92800	CHEMBL1401324
92801	CHEMBL1433316
92802	CHEMBL1907035
92803	CHEMBL1377932
92805	CHEMBL3186688
92806	CHEMBL3039487
92807	CHEMBL85251
92808	CHEMBL1325517
92809	CHEMBL91777
92810	CHEMBL1561012
92811	CHEMBL282567
92812	CHEMBL1443163
92813	CHEMBL119264
92814	CHEMBL136689
92816	CHEMBL1557298
92817	CHEMBL169601
92819	CHEMBL1088747
92821	CHEMBL1270311
92822	CHEMBL178455
92825	CHEMBL1354816
92826	CHEMBL3039098
92827	CHEMBL1609153
92828	CHEMBL1889570
92829	CHEMBL364005
92830	CHEMBL1395597
92831	CHEMBL1939080
92832	CHEMBL1270915
92833	CHEMBL1371770
92835	CHEMBL254777
92836	CHEMBL500351
92837	CHEMBL10842
92838	CHEMBL1434286
92840	CHEMBL1545480
92841	CHEMBL3184181
92842	CHEMBL126075
92843	CHEMBL53753
92844	CHEMBL2426168
92845	CHEMBL258405
92846	CHEMBL1552969
92847	CHEMBL400144
92848	CHEMBL8565
92849	CHEMBL16687
92850	CHEMBL454606
92851	CHEMBL1436973
92852	CHEMBL1413406
92854	CHEMBL1703200
92855	CHEMBL1358485
92857	CHEMBL266487
92858	CHEMBL2058221
92859	CHEMBL82298
92860	CHEMBL1494727
92861	CHEMBL1394132
92862	CHEMBL76904
92863	CHEMBL560906
92865	CHEMBL1717802
92867	CHEMBL2132996
92868	CHEMBL1729182
92869	CHEMBL83899
92870	CHEMBL1865934
92871	CHEMBL1988197
92873	CHEMBL1441661
92874	CHEMBL8946
92875	CHEMBL315795
92876	CHEMBL405686
92878	CHEMBL568614
92879	CHEMBL1090774
92880	CHEMBL1489157
92882	CHEMBL294747
92883	CHEMBL1707878
92884	CHEMBL1897091
92885	CHEMBL478980
92886	CHEMBL1474508
92887	CHEMBL566687
92888	CHEMBL1550983
92890	CHEMBL306498
92892	CHEMBL1699039
92893	CHEMBL3185138
92894	CHEMBL1436077
92895	CHEMBL1894129
92897	CHEMBL305195
92899	CHEMBL1412667
92900	CHEMBL1406668
92901	CHEMBL1874407
92903	CHEMBL1996176
92904	CHEMBL2181105
92905	CHEMBL498770
92906	CHEMBL1480657
92907	CHEMBL1087630
92908	CHEMBL1574454
92909	CHEMBL1485629
92911	CHEMBL2158272
92912	CHEMBL2110370
92913	CHEMBL1079935
92914	CHEMBL2426181
92916	CHEMBL112816
92917	CHEMBL1703796
92918	CHEMBL1182777
92919	CHEMBL1888222
92920	CHEMBL61723
92921	CHEMBL98386
92923	CHEMBL3182071
92924	CHEMBL1722092
92925	CHEMBL541018
92926	CHEMBL1340492
92927	CHEMBL1697853
92928	CHEMBL3192290
92930	CHEMBL1735739
92931	CHEMBL1325149
92932	CHEMBL1882902
92933	CHEMBL1717625
92934	CHEMBL1325250
92935	CHEMBL1699355
92936	CHEMBL237560
92937	CHEMBL596289
92939	CHEMBL1585267
92940	CHEMBL307639
92941	CHEMBL1334465
92942	CHEMBL1400196
92943	CHEMBL180966
92944	CHEMBL1623055
92946	CHEMBL1888755
92947	CHEMBL1333250
92948	CHEMBL22242
92949	CHEMBL235658
92950	CHEMBL13852
92951	CHEMBL1399528
92953	CHEMBL400777
92955	CHEMBL1699166
92956	CHEMBL1736483
92957	CHEMBL1702037
92958	CHEMBL259388
92959	CHEMBL1084058
92961	CHEMBL3039295
92963	CHEMBL1710843
92964	CHEMBL550294
92965	CHEMBL2158347
92966	CHEMBL1722548
92967	CHEMBL13698
92968	CHEMBL1316374
92969	CHEMBL258465
92970	CHEMBL1377300
92971	CHEMBL1526989
92972	CHEMBL1619994
92973	CHEMBL1474223
92974	CHEMBL1393974
92975	CHEMBL317229
92976	CHEMBL589390
92977	CHEMBL1551703
92978	CHEMBL47529
92979	CHEMBL1352844
92980	CHEMBL1716845
92981	CHEMBL236484
92982	CHEMBL1394015
92983	CHEMBL1446506
92984	CHEMBL158897
92985	CHEMBL1720128
92986	CHEMBL1518173
92987	CHEMBL1270706
92988	CHEMBL1883966
92990	CHEMBL1368620
92991	CHEMBL1404277
92992	CHEMBL3185651
92993	CHEMBL267458
92994	CHEMBL1477775
92995	CHEMBL1396223
92996	CHEMBL1173694
92997	CHEMBL1595049
92998	CHEMBL1313657
92999	CHEMBL1514777
93000	CHEMBL2144316
93001	CHEMBL1354140
93002	CHEMBL1375425
93003	CHEMBL1610597
93004	CHEMBL1090777
93005	CHEMBL551783
93006	CHEMBL1365261
93007	CHEMBL305881
93009	CHEMBL1370296
93010	CHEMBL1726164
93011	CHEMBL1554544
93013	CHEMBL110142
93014	CHEMBL1869122
93015	CHEMBL1628667
93016	CHEMBL1502738
93018	CHEMBL578741
93019	CHEMBL1495595
93020	CHEMBL1865706
93021	CHEMBL237561
93022	CHEMBL1706758
93023	CHEMBL1271321
93024	CHEMBL1444568
93025	CHEMBL1429121
93026	CHEMBL1703772
93028	CHEMBL1736807
93029	CHEMBL1718537
93030	CHEMBL1357975
93031	CHEMBL1091457
93032	CHEMBL1411333
93033	CHEMBL1270003
93034	CHEMBL74656
93035	CHEMBL1591577
93036	CHEMBL87563
93039	CHEMBL476833
93040	CHEMBL1697884
93042	CHEMBL607856
93043	CHEMBL3188765
93044	CHEMBL2311740
93046	CHEMBL1517556
93048	CHEMBL1822499
93049	CHEMBL2141310
93050	CHEMBL597055
93052	CHEMBL1321508
93053	CHEMBL374350
93054	CHEMBL1550996
93055	CHEMBL392334
93056	CHEMBL1270113
93057	CHEMBL1300017
93059	CHEMBL1324296
93060	CHEMBL333985
93061	CHEMBL354245
93063	CHEMBL1329235
93064	CHEMBL34095
93065	CHEMBL1864014
93066	CHEMBL9843
93067	CHEMBL1877309
93068	CHEMBL2220661
93069	CHEMBL45281
93070	CHEMBL1080810
93073	CHEMBL1437859
93074	CHEMBL239767
93075	CHEMBL1346913
93076	CHEMBL1271117
93077	CHEMBL1554155
93078	CHEMBL92461
93079	CHEMBL1732227
93080	CHEMBL1724457
93082	CHEMBL2133181
93083	CHEMBL1374135
93084	CHEMBL78498
93085	CHEMBL71917
93086	CHEMBL70488
93089	CHEMBL1456711
93090	CHEMBL1721480
93092	CHEMBL1702337
93093	CHEMBL1878512
93094	CHEMBL1863988
93095	CHEMBL92870
93097	CHEMBL1709579
93098	CHEMBL178372
93099	CHEMBL90290
93100	CHEMBL1889397
93101	CHEMBL1557167
93102	CHEMBL1713790
93103	CHEMBL1472573
93104	CHEMBL1408602
93105	CHEMBL1713460
93106	CHEMBL2142358
93107	CHEMBL1705207
93108	CHEMBL1173146
93109	CHEMBL2002702
93110	CHEMBL1822268
93111	CHEMBL1190161
93112	CHEMBL181633
93114	CHEMBL566899
93115	CHEMBL1714272
93116	CHEMBL1555451
93117	CHEMBL1395412
93119	CHEMBL1564552
93120	CHEMBL1323453
93122	CHEMBL1876332
93123	CHEMBL1616411
93124	CHEMBL1623213
93125	CHEMBL3188521
93126	CHEMBL1270608
93127	CHEMBL12609
93128	CHEMBL192330
93129	CHEMBL1884699
93130	CHEMBL2104931
93131	CHEMBL1877364
93132	CHEMBL254574
93133	CHEMBL1426134
93134	CHEMBL66620
93136	CHEMBL1445134
93137	CHEMBL2132766
93138	CHEMBL1604618
93140	CHEMBL1357860
93141	CHEMBL1722247
93142	CHEMBL560308
93143	CHEMBL1528030
93144	CHEMBL2138501
93145	CHEMBL216276
93146	CHEMBL1717420
93147	CHEMBL127810
93149	CHEMBL1895840
93150	CHEMBL1339149
93151	CHEMBL1472536
93152	CHEMBL1256697
93153	CHEMBL1735687
93154	CHEMBL581476
93156	CHEMBL1701021
93157	CHEMBL603445
93158	CHEMBL1378392
93159	CHEMBL98572
93161	CHEMBL1720960
93162	CHEMBL1270607
93163	CHEMBL1863716
93165	CHEMBL1491377
93167	CHEMBL1593717
93168	CHEMBL198759
93169	CHEMBL1396351
93170	CHEMBL1567371
93172	CHEMBL253551
93173	CHEMBL286615
93175	CHEMBL1257015
93179	CHEMBL144620
93180	CHEMBL3276570
93181	CHEMBL439259
93182	CHEMBL1438842
93185	CHEMBL77287
93186	CHEMBL2138693
93187	CHEMBL1418290
93188	CHEMBL1456973
93189	CHEMBL237130
93190	CHEMBL1715707
93191	CHEMBL1877829
93193	CHEMBL429095
93194	CHEMBL1551303
93198	CHEMBL1469676
93199	CHEMBL7679
93200	CHEMBL1591209
93201	CHEMBL1271047
93202	CHEMBL429298
93203	CHEMBL1898994
93204	CHEMBL1270705
93205	CHEMBL1822283
93207	CHEMBL1435542
93208	CHEMBL1093361
93209	CHEMBL1088561
93211	CHEMBL337587
93213	CHEMBL214381
93214	CHEMBL2138065
93215	CHEMBL1894003
93216	CHEMBL1094007
93217	CHEMBL1724329
93219	CHEMBL1709590
93220	CHEMBL1511907
93222	CHEMBL1723543
93224	CHEMBL432038
93225	CHEMBL1449895
93226	CHEMBL1082457
93227	CHEMBL3182208
93228	CHEMBL68771
93230	CHEMBL13600
93231	CHEMBL2137019
93232	CHEMBL16410
93233	CHEMBL1170610
93234	CHEMBL1701268
93236	CHEMBL566061
93237	CHEMBL568636
93238	CHEMBL567331
93239	CHEMBL1230640
93240	CHEMBL1398225
93241	CHEMBL1423690
93242	CHEMBL2139052
93243	CHEMBL258940
93244	CHEMBL1094843
93246	CHEMBL1433941
93247	CHEMBL1393958
93248	CHEMBL1620522
93251	CHEMBL1092480
93252	CHEMBL1733194
93253	CHEMBL1735527
93254	CHEMBL1341100
93255	CHEMBL1208118
93257	CHEMBL1714104
93258	CHEMBL1394831
93259	CHEMBL207881
93261	CHEMBL1700272
93262	CHEMBL86066
93263	CHEMBL257591
93265	CHEMBL1717143
93266	CHEMBL1881368
93267	CHEMBL1591885
93268	CHEMBL1698320
93269	CHEMBL273807
93270	CHEMBL1720056
93271	CHEMBL75773
93272	CHEMBL1385076
93274	CHEMBL1621884
93275	CHEMBL1879107
93276	CHEMBL268368
93278	CHEMBL2135158
93280	CHEMBL1271011
93282	CHEMBL1903053
93283	CHEMBL1354892
93284	CHEMBL1515029
93285	CHEMBL2141325
93286	CHEMBL1449448
93287	CHEMBL1564245
93289	CHEMBL1271429
93290	CHEMBL1270220
93291	CHEMBL38576
93292	CHEMBL1480806
93293	CHEMBL1709480
93294	CHEMBL1723893
93295	CHEMBL127643
93296	CHEMBL179288
93297	CHEMBL1496891
93298	CHEMBL1710239
93299	CHEMBL1527537
93300	CHEMBL1357878
93301	CHEMBL1514981
93302	CHEMBL236275
93303	CHEMBL152665
93304	CHEMBL2158345
93306	CHEMBL2158275
93307	CHEMBL136497
93308	CHEMBL287327
93309	CHEMBL565654
93310	CHEMBL536151
93311	CHEMBL1903305
93313	CHEMBL1735963
93314	CHEMBL1736177
93315	CHEMBL1270507
93316	CHEMBL3182910
93317	CHEMBL2141722
93319	CHEMBL1611201
93320	CHEMBL1699156
93321	CHEMBL1393993
93322	CHEMBL1895127
93323	CHEMBL1386647
93324	CHEMBL1892795
93326	CHEMBL392394
93327	CHEMBL279085
93328	CHEMBL1722927
93329	CHEMBL260419
93330	CHEMBL1555138
93331	CHEMBL1449264
93333	CHEMBL1490041
93334	CHEMBL3304232
93335	CHEMBL71191
93337	CHEMBL1645407
93338	CHEMBL429926
93340	CHEMBL1724463
93341	CHEMBL1715864
93342	CHEMBL473326
93344	CHEMBL191066
93345	CHEMBL1585419
93346	CHEMBL1270112
93348	CHEMBL88272
93349	CHEMBL1533074
93350	CHEMBL1607517
93352	CHEMBL2135309
93353	CHEMBL566495
93355	CHEMBL1719428
93356	CHEMBL1476196
93357	CHEMBL1093091
93358	CHEMBL17331
93359	CHEMBL19173
93360	CHEMBL2142587
93362	CHEMBL1553183
93363	CHEMBL761
93365	CHEMBL1509101
93366	CHEMBL1091795
93367	CHEMBL2144148
93368	CHEMBL18772
93369	CHEMBL46516
93370	CHEMBL1590432
93371	CHEMBL1487722
93372	CHEMBL1352850
93374	CHEMBL1551597
93375	CHEMBL1739994
93376	CHEMBL1332463
93377	CHEMBL1270413
93378	CHEMBL526168
93381	CHEMBL1356034
93382	CHEMBL1556634
93386	CHEMBL250428
93387	CHEMBL411481
93388	CHEMBL1397703
93389	CHEMBL3039175
93390	CHEMBL1394537
93391	CHEMBL1601095
93392	CHEMBL1314147
93393	CHEMBL1700681
93394	CHEMBL1442422
93396	CHEMBL335334
93397	CHEMBL1555847
93398	CHEMBL461622
93399	CHEMBL313737
93400	CHEMBL1206416
93401	CHEMBL1270004
93403	CHEMBL297302
93404	CHEMBL565856
93405	CHEMBL1698453
93407	CHEMBL1616116
93408	CHEMBL1318817
93409	CHEMBL453376
93410	CHEMBL577121
93411	CHEMBL1372954
93412	CHEMBL1723909
93413	CHEMBL3039170
93414	CHEMBL26424
93416	CHEMBL383634
93417	CHEMBL27507
93418	CHEMBL60264
93419	CHEMBL1089334
93420	CHEMBL145725
93421	CHEMBL1716540
93423	CHEMBL1700905
93424	CHEMBL17127
93425	CHEMBL1271430
93426	CHEMBL1709906
93427	CHEMBL210833
93428	CHEMBL1455762
93429	CHEMBL1458
93430	CHEMBL1084625
93431	CHEMBL1891497
93432	CHEMBL43383
93433	CHEMBL566701
93435	CHEMBL1603825
93436	CHEMBL304008
93437	CHEMBL403714
93438	CHEMBL2220622
93439	CHEMBL1874227
93440	CHEMBL1875424
93441	CHEMBL1489767
93443	CHEMBL2135992
93444	CHEMBL1354117
93445	CHEMBL1879552
93446	CHEMBL15564
93447	CHEMBL1700610
93449	CHEMBL1484208
93450	CHEMBL1531873
93452	CHEMBL6597
93455	CHEMBL1773273
93456	CHEMBL1672234
93457	CHEMBL504585
93458	CHEMBL1593104
93459	CHEMBL1718699
93460	CHEMBL493153
93461	CHEMBL1333597
93462	CHEMBL292477
93463	CHEMBL1416993
93464	CHEMBL1603014
93465	CHEMBL1715363
93469	CHEMBL1714279
93470	CHEMBL1705230
93471	CHEMBL1420829
93472	CHEMBL484928
93473	CHEMBL1724052
93474	CHEMBL1890205
93475	CHEMBL1160787
93477	CHEMBL588593
93479	CHEMBL1719251
93480	CHEMBL1724376
93481	CHEMBL1794231
93482	CHEMBL1173145
93483	CHEMBL1316091
93484	CHEMBL1868274
93487	CHEMBL1446457
93488	CHEMBL1347128
93489	CHEMBL1393909
93490	CHEMBL1822691
93492	CHEMBL155265
93494	CHEMBL1407919
93495	CHEMBL1398275
93496	CHEMBL1515691
93497	CHEMBL1711389
93498	CHEMBL36450
93499	CHEMBL3183680
93500	CHEMBL2138720
93501	CHEMBL1542168
93502	CHEMBL1732688
93503	CHEMBL1301042
93504	CHEMBL3188110
93505	CHEMBL1889281
93506	CHEMBL1593913
93507	CHEMBL1882973
93508	CHEMBL1867190
93510	CHEMBL1722279
93511	CHEMBL1938917
93512	CHEMBL1303509
93513	CHEMBL1373847
93516	CHEMBL1476499
93518	CHEMBL1321933
93519	CHEMBL88402
93520	CHEMBL1723233
93521	CHEMBL1719577
93522	CHEMBL2360841
93523	CHEMBL1703503
93524	CHEMBL1708421
93525	CHEMBL134074
93526	CHEMBL1706548
93527	CHEMBL1363341
93528	CHEMBL254575
93529	CHEMBL1475514
93531	CHEMBL1501236
93533	CHEMBL1794092
93534	CHEMBL1716105
93535	CHEMBL1516409
93536	CHEMBL2311739
93537	CHEMBL1270605
93538	CHEMBL1362520
93539	CHEMBL1503124
93540	CHEMBL1398179
93541	CHEMBL1474985
93542	CHEMBL1528672
93544	CHEMBL288246
93545	CHEMBL1395506
93547	CHEMBL2135037
93548	CHEMBL551842
93549	CHEMBL1711785
93550	CHEMBL1528238
93551	CHEMBL2220580
93552	CHEMBL1734299
93553	CHEMBL1720343
93554	CHEMBL2137226
93555	CHEMBL589756
93557	CHEMBL1394653
93558	CHEMBL1976532
93560	CHEMBL343822
93561	CHEMBL1412853
93562	CHEMBL236065
93563	CHEMBL362223
93564	CHEMBL1366039
93565	CHEMBL105897
93566	CHEMBL1731235
93567	CHEMBL1315322
93568	CHEMBL1526042
93569	CHEMBL1899989
93570	CHEMBL1090756
93571	CHEMBL1493386
93572	CHEMBL1906925
93574	CHEMBL2131992
93575	CHEMBL1887827
93576	CHEMBL1515144
93577	CHEMBL332898
93578	CHEMBL8412
93580	CHEMBL1091794
93581	CHEMBL2048846
93582	CHEMBL1094006
93583	CHEMBL1574971
93584	CHEMBL1710126
93585	CHEMBL1271219
93586	CHEMBL1704084
93587	CHEMBL1402920
93588	CHEMBL1720169
93589	CHEMBL3040381
93590	CHEMBL1891432
93591	CHEMBL1371719
93592	CHEMBL1403892
93593	CHEMBL3115921
93594	CHEMBL1882496
93597	CHEMBL236925
93598	CHEMBL1706877
93599	CHEMBL1435541
93601	CHEMBL1877947
93602	CHEMBL1087226
93603	CHEMBL489621
93605	CHEMBL1433465
93607	CHEMBL1357440
93608	CHEMBL1723872
93609	CHEMBL428064
93610	CHEMBL1899974
93611	CHEMBL1726615
93612	CHEMBL3210645
93613	CHEMBL69679
93614	CHEMBL566722
93615	CHEMBL211405
93616	CHEMBL15766
93617	CHEMBL1710798
93619	CHEMBL1314044
93620	CHEMBL1578584
93621	CHEMBL1354895
93623	CHEMBL1315244
93624	CHEMBL1609579
93625	CHEMBL1717794
93626	CHEMBL1531134
93627	CHEMBL1951046
93628	CHEMBL1315563
93629	CHEMBL1552615
93630	CHEMBL362051
93631	CHEMBL1404069
93633	CHEMBL212948
93634	CHEMBL1407805
93635	CHEMBL1201168
93636	CHEMBL1201340
93637	CHEMBL1891770
93638	CHEMBL279906
93639	CHEMBL1890309
93640	CHEMBL1502047
93642	CHEMBL2132844
93643	CHEMBL566501
93644	CHEMBL1570312
93645	CHEMBL298406
93646	CHEMBL1566858
93647	CHEMBL1358536
93649	CHEMBL72631
93650	CHEMBL1089364
93651	CHEMBL1717463
93652	CHEMBL1438224
93653	CHEMBL1413238
93654	CHEMBL178334
93655	CHEMBL290914
93656	CHEMBL397100
93657	CHEMBL562566
93658	CHEMBL17345
93659	CHEMBL1269897
93660	CHEMBL1608378
93661	CHEMBL1535686
93662	CHEMBL1093360
93663	CHEMBL1495072
93665	CHEMBL1898554
93666	CHEMBL1896263
93667	CHEMBL1089365
93668	CHEMBL1398049
93669	CHEMBL1541367
93670	CHEMBL589101
93672	CHEMBL45349
93674	CHEMBL154580
93677	CHEMBL1905986
93678	CHEMBL567134
93679	CHEMBL1880550
93680	CHEMBL1256746
93681	CHEMBL2139402
93682	CHEMBL225698
93684	CHEMBL1734558
93685	CHEMBL3391763
93686	CHEMBL1728130
93687	CHEMBL1270505
93689	CHEMBL1702372
93690	CHEMBL1873292
93691	CHEMBL1730344
93693	CHEMBL1408258
93694	CHEMBL3039222
93696	CHEMBL2132178
93697	CHEMBL552388
93698	CHEMBL1699721
93699	CHEMBL3276579
93700	CHEMBL563512
93701	CHEMBL419667
93702	CHEMBL1704789
93704	CHEMBL1241268
93705	CHEMBL313417
93706	CHEMBL127508
93707	CHEMBL1455766
93708	CHEMBL2355126
93712	CHEMBL2220826
93713	CHEMBL1714617
93714	CHEMBL559384
93715	CHEMBL1713881
93716	CHEMBL1379702
93718	CHEMBL235634
93719	CHEMBL1699750
93720	CHEMBL1446118
93724	CHEMBL1585996
93725	CHEMBL1270506
93727	CHEMBL1624239
93732	CHEMBL1881973
93733	CHEMBL1714116
93735	CHEMBL1354134
93736	CHEMBL1241078
93737	CHEMBL527025
93738	CHEMBL1088748
93739	CHEMBL1494709
93740	CHEMBL1728816
93742	CHEMBL1467989
93743	CHEMBL1515610
93744	CHEMBL1447817
93745	CHEMBL1712120
93746	CHEMBL1511839
93747	CHEMBL1515648
93748	CHEMBL1088844
93749	CHEMBL443605
93751	CHEMBL3128043
93752	CHEMBL2396661
93756	CHEMBL6567
93757	CHEMBL2218926
93758	CHEMBL3187942
93759	CHEMBL3559830
93762	CHEMBL10456
93764	CHEMBL3184888
93765	CHEMBL602937
93766	CHEMBL264883
93768	CHEMBL464552
93771	CHEMBL275665
93772	CHEMBL2143777
93773	CHEMBL373011
93774	CHEMBL2141644
93775	CHEMBL426
93776	CHEMBL1991973
93777	CHEMBL211045
93778	CHEMBL1356279
93780	CHEMBL59843
93782	CHEMBL483857
93785	CHEMBL305801
93787	CHEMBL3184174
93790	CHEMBL3039353
93796	CHEMBL599255
93799	CHEMBL1475693
93800	CHEMBL1624736
93804	CHEMBL1589015
93806	CHEMBL57895
93807	CHEMBL1474177
93808	CHEMBL1425424
93811	CHEMBL3186192
93814	CHEMBL1697771
93816	CHEMBL1495954
93817	CHEMBL63388
93818	CHEMBL343732
93822	CHEMBL66105
93823	CHEMBL309821
93824	CHEMBL2360657
93825	CHEMBL442444
93826	CHEMBL400599
93827	CHEMBL1621082
93828	CHEMBL1363249
93829	CHEMBL305187
93831	CHEMBL2356070
93832	CHEMBL3039472
93835	CHEMBL1076211
93837	CHEMBL151445
93839	CHEMBL173530
93842	CHEMBL338667
93845	CHEMBL1999772
93847	CHEMBL20835
93848	CHEMBL3039066
93849	CHEMBL1988256
93850	CHEMBL1411372
93851	CHEMBL1393513
93852	CHEMBL70099
93856	CHEMBL1159717
93858	CHEMBL2357806
93862	CHEMBL8066
93867	CHEMBL1609573
93868	CHEMBL1882200
93870	CHEMBL1886787
93873	CHEMBL1454048
93875	CHEMBL577444
93878	CHEMBL1607597
93881	CHEMBL275655
93886	CHEMBL1624494
93888	CHEMBL158019
93891	CHEMBL1358402
93904	CHEMBL444589
93907	CHEMBL1402907
93909	CHEMBL49563
93910	CHEMBL3194728
93911	CHEMBL1322301
93912	CHEMBL1467130
93913	CHEMBL11909
93918	CHEMBL1420129
93922	CHEMBL1424174
93923	CHEMBL1317059
93927	CHEMBL313154
93931	CHEMBL1254105
93936	CHEMBL1703529
93938	CHEMBL1623048
93939	CHEMBL1505945
93940	CHEMBL444236
93943	CHEMBL494325
93944	CHEMBL1290246
93953	CHEMBL353581
93954	CHEMBL118193
93955	CHEMBL1411140
93958	CHEMBL1604544
93959	CHEMBL1440964
93961	CHEMBL1326616
93964	CHEMBL1459617
93970	CHEMBL1315435
93972	CHEMBL1333584
93973	CHEMBL1621785
93978	CHEMBL1519575
93981	CHEMBL398733
93982	CHEMBL2420102
93984	CHEMBL380071
93985	CHEMBL1455835
93986	CHEMBL569864
93987	CHEMBL1494034
93988	CHEMBL3348945
93990	CHEMBL458765
93992	CHEMBL1186409
93993	CHEMBL34819
94000	CHEMBL2358390
94002	CHEMBL1329445
94005	CHEMBL1331521
94006	CHEMBL1383686
94010	CHEMBL3183256
94013	CHEMBL1346183
94014	CHEMBL2143986
94017	CHEMBL1325724
94022	CHEMBL1322279
94024	CHEMBL1612418
94028	CHEMBL1413492
94035	CHEMBL1566
94037	CHEMBL1896262
94038	CHEMBL92387
94044	CHEMBL1398144
94045	CHEMBL1393097
94047	CHEMBL1794251
94049	CHEMBL1606731
94056	CHEMBL272343
94057	CHEMBL276850
94064	CHEMBL1453527
94065	CHEMBL1327554
94066	CHEMBL2354507
94067	CHEMBL1334148
94071	CHEMBL475908
94075	CHEMBL1407256
94077	CHEMBL2356457
94079	CHEMBL1964483
94080	CHEMBL3261381
94091	CHEMBL1499065
94097	CHEMBL1356422
94098	CHEMBL1444952
94104	CHEMBL1398474
94114	CHEMBL1624879
94115	CHEMBL1892245
94119	CHEMBL54044
94121	CHEMBL1327417
94125	CHEMBL1375616
94128	CHEMBL443684
94129	CHEMBL1444335
94135	CHEMBL1600347
94136	CHEMBL1464566
94140	CHEMBL366266
94144	CHEMBL1320147
94147	CHEMBL1538037
94149	CHEMBL1619687
94150	CHEMBL1303853
94153	CHEMBL254071
94162	CHEMBL356911
94163	CHEMBL1357026
94166	CHEMBL356769
94167	CHEMBL178485
94168	CHEMBL1333045
94170	CHEMBL219899
94171	CHEMBL1865584
94172	CHEMBL1889702
94173	CHEMBL3182405
94174	CHEMBL1708352
94175	CHEMBL3348891
94177	CHEMBL1359848
94181	CHEMBL1492635
94183	CHEMBL481577
94185	CHEMBL1543343
94186	CHEMBL2018302
94187	CHEMBL1213492
94189	CHEMBL2333339
94192	CHEMBL2170177
94193	CHEMBL2142321
94197	CHEMBL1891435
94202	CHEMBL1901895
94205	CHEMBL1622626
94206	CHEMBL1613055
94207	CHEMBL1341221
94208	CHEMBL1568626
94210	CHEMBL1404540
94211	CHEMBL1574387
94214	CHEMBL1616855
94215	CHEMBL1584597
94217	CHEMBL1616295
94218	CHEMBL1619263
94220	CHEMBL1341008
94221	CHEMBL1578757
94222	CHEMBL1427125
94223	CHEMBL1431009
94224	CHEMBL1366279
94225	CHEMBL1327316
94226	CHEMBL1326235
94227	CHEMBL1487646
94228	CHEMBL1597028
94229	CHEMBL1458940
94230	CHEMBL1714725
94231	CHEMBL1331475
94232	CHEMBL1305554
94233	CHEMBL1502744
94235	CHEMBL1578303
94236	CHEMBL1456092
94237	CHEMBL1576423
94238	CHEMBL1479664
94239	CHEMBL1606954
94240	CHEMBL1531603
94241	CHEMBL1702427
94242	CHEMBL1505372
94245	CHEMBL1411202
94246	CHEMBL1699880
94249	CHEMBL1724622
94250	CHEMBL1734382
94253	CHEMBL1724290
94255	CHEMBL1504443
94256	CHEMBL461194
94258	CHEMBL1718746
94259	CHEMBL1725120
94261	CHEMBL1617615
94263	CHEMBL1328768
94265	CHEMBL3560489
94267	CHEMBL528271
94268	CHEMBL1354363
94269	CHEMBL1459294
94270	CHEMBL1728910
94275	CHEMBL1493302
94276	CHEMBL471728
94283	CHEMBL1906653
94284	CHEMBL472994
94287	CHEMBL401989
94288	CHEMBL261642
94291	CHEMBL406050
94294	CHEMBL1797937
94295	CHEMBL3247378
94301	CHEMBL2011500
94302	CHEMBL1086377
94305	CHEMBL117225
94306	CHEMBL511749
94307	CHEMBL1214066
94310	CHEMBL568305
94311	CHEMBL1173055
94312	CHEMBL1381125
94314	CHEMBL1624126
94316	CHEMBL290194
94322	CHEMBL1617336
