Source Code	Target Coding Scheme	Target Code
C116595	HGNC	10576
C116604	HGNC	602
C116607	HGNC	17866
C116610	HGNC	4196
C116613	HGNC	12558
C116616	HGNC	29814
C116621	HGNC	23163
C116632	HGNC	11422
C116635	HGNC	10290
C116638	HGNC	10291
C116646	HGNC	4629
C116656	HGNC	17169
C116659	HGNC	13352
C116662	HGNC	13353
C116667	HGNC	13267
C116670	HGNC	1459
C116673	HGNC	885
C116676	HGNC	9542
C116679	HGNC	30045
C116686	HGNC	4747
C116690	HGNC	19715
C116693	HGNC	13584
C116705	HGNC	20686
C116931	HGNC	9823
C116935	HGNC	1971
C116941	HGNC	11456
C116947	HGNC	57
C116950	HGNC	6710
C116953	HGNC	3771
C116957	HGNC	26633
C116961	HGNC	8143
C116971	HGNC	2611
C116975	HGNC	16969
C116983	HGNC	12099
C116996	HGNC	2973
C116999	HGNC	17343
C117002	HGNC	17352
C117006	HGNC	44196
C117034	HGNC	10526
C117064	HGNC	31760
C117067	HGNC	11927
C117072	HGNC	18152
C117076	HGNC	23151
C117086	HGNC	19157
C117089	HGNC	3129
C117092	HGNC	2939
C117095	HGNC	16272
C117098	HGNC	610
C117101	HGNC	3606
C117120	HGNC	5834
C117124	HGNC	5747
C117129	HGNC	18509
C117133	HGNC	14875
C117139	HGNC	993
C117144	HGNC	2048
C117147	HGNC	30774
C117151	HGNC	29263
C117154	HGNC	2608
C117173	HGNC	11800
C117243	HGNC	11048
C117249	HGNC	4868
C117256	HGNC	23695
C117259	HGNC	18737
C117269	HGNC	12028
C118113	HGNC	23564
C118116	HGNC	49667
C118119	HGNC	51199
C118122	HGNC	41554
C118125	HGNC	26885
C118128	HGNC	35274
C118131	HGNC	9257
C118198	HGNC	8864
C118203	HGNC	48603
C118208	HGNC	20947
C118211	HGNC	3631
C118214	HGNC	13406
C118217	HGNC	5194
C118220	HGNC	9163
C118225	HGNC	30416
C118228	HGNC	11068
C118231	HGNC	5870
C118235	HGNC	9259
C118238	HGNC	12630
C118242	HGNC	2521
C118245	HGNC	2522
C118248	HGNC	6107
C118320	HGNC	18126
C118323	HGNC	79
C118326	HGNC	1366
C118329	HGNC	12307
C118332	HGNC	11910
C118335	HGNC	544
C118338	HGNC	21177
C118341	HGNC	16850
C118344	HGNC	30758
C118347	HGNC	29093
C118350	HGNC	9341
C118353	HGNC	28006
C118356	HGNC	2743
C118514	HGNC	3670
C118517	HGNC	15749
C118520	HGNC	3240
C118523	HGNC	18137
C118526	HGNC	830
C118529	HGNC	42400
C118532	HGNC	11958
C118535	HGNC	26125
C118538	HGNC	30024
C118541	HGNC	758
C118546	HGNC	15868
C118549	HGNC	20767
C118552	HGNC	630
C118555	HGNC	9705
C118558	HGNC	2523
C118561	HGNC	9483
C118564	HGNC	1548
C118580	HGNC	1237
C118583	HGNC	9452
C118586	HGNC	6771
C118589	HGNC	1820
C118592	HGNC	14685
C118598	HGNC	2720
C118610	HGNC	15836
C118613	HGNC	9706
C118616	HGNC	6833
C118905	HGNC	5987
C118908	HGNC	1636
C118911	HGNC	16446
C118914	HGNC	11071
C118917	HGNC	6336
C118920	HGNC	18761
C118923	HGNC	13917
C118926	HGNC	10943
C118929	HGNC	6423
C118937	HGNC	17087
C118945	HGNC	17955
C118951	HGNC	10660
C118954	HGNC	37055
C118964	HGNC	19719
C118967	HGNC	3561
C118975	HGNC	23696
C118978	HGNC	13861
C118981	HGNC	30792
C118984	HGNC	8156
C118987	HGNC	6724
C118990	HGNC	19048
C118993	HGNC	11064
C118996	HGNC	11065
C118999	HGNC	23087
C119002	HGNC	11066
C119005	HGNC	11037
C119008	HGNC	11006
C119602	HGNC	11397
C119605	HGNC	17440
C119621	HGNC	25477
C119626	HGNC	28360
C119629	HGNC	16891
C119632	HGNC	9788
C119635	HGNC	9766
C119638	HGNC	21033
C119641	HGNC	17142
C119644	HGNC	15527
C119647	HGNC	12492
C119650	HGNC	29242
C119653	HGNC	30767
C119656	HGNC	43713
C119659	HGNC	2854
C119662	HGNC	28310
C119667	HGNC	16493
C119671	HGNC	20092
C119674	HGNC	6111
C119681	HGNC	9692
C119684	HGNC	24073
C119687	HGNC	11060
C119690	HGNC	2082
C119693	HGNC	701
C119696	HGNC	18984
C119705	HGNC	28959
C119708	HGNC	25070
C119714	HGNC	1690
C119717	HGNC	25088
C119720	HGNC	18873
C119724	HGNC	21498
C119727	HGNC	24615
C119730	HGNC	597
C120049	HGNC	8988
C120052	HGNC	1936
C120055	HGNC	34434
C120058	HGNC	13610
C120061	HGNC	17084
C120066	HGNC	9534
C120109	HGNC	1084
C120291	HGNC	6146
C120564	HGNC	23533
C120567	HGNC	3604
C120572	HGNC	23145
C120578	HGNC	30085
C120594	HGNC	17013
C120947	HGNC	4414
C120950	HGNC	1683
C120955	HGNC	3679
C120966	HGNC	16935
C120976	HGNC	11895
C121115	HGNC	29984
C121144	HGNC	3285
C121489	HGNC	4708
C121492	HGNC	922
C121495	HGNC	33115
C121498	HGNC	19119
C121622	HGNC	4115
C122004	HGNC	8659
C122051	HGNC	15452
C122054	HGNC	24201
C122057	HGNC	25547
C122060	HGNC	6142
C122065	HGNC	9040
C122068	HGNC	28529
C122071	HGNC	14534
C122074	HGNC	7162
C122077	HGNC	18664
C122561	HGNC	5270
C122728	HGNC	1158
C122736	HGNC	16872
C122739	HGNC	16254
C122742	HGNC	9069
C122745	HGNC	9966
C122748	HGNC	3757
C122751	HGNC	9561
C122754	HGNC	6759
C122759	HGNC	16007
C122762	HGNC	14558
C122765	HGNC	16916
C122817	HGNC	1000
C122824	HGNC	24649
C122827	HGNC	1790
C122830	HGNC	20482
C122876	HGNC	2711
C122879	HGNC	25265
C122882	HGNC	7602
C122885	HGNC	24489
C122888	HGNC	25907
C122891	HGNC	29406
C122894	HGNC	33517
C122897	HGNC	4175
C122901	HGNC	17856
C122904	HGNC	7627
C122907	HGNC	29319
C122910	HGNC	9665
C122913	HGNC	6765
C122916	HGNC	20001
C123145	HGNC	17041
C123148	HGNC	11181
C123833	HGNC	1476
C123851	HGNC	4450
C123854	HGNC	6380
C123857	HGNC	1435
C123860	HGNC	42
C123863	HGNC	45
C123867	HGNC	16938
C123870	HGNC	10878
C123873	HGNC	18508
C123876	HGNC	4688
C124048	HGNC	3082
C124077	HGNC	18259
C124080	HGNC	44480
C124083	HGNC	5988
C124087	HGNC	11823
C124090	HGNC	12625
C124093	HGNC	23207
C124096	HGNC	18448
C124099	HGNC	30298
C124102	HGNC	26881
C124105	HGNC	1106
C124110	HGNC	24185
C124113	HGNC	25008
C124116	HGNC	11026
C124119	HGNC	5130
C124122	HGNC	5127
C124125	HGNC	10924
C124235	HGNC	16472
C124238	HGNC	15605
C124241	HGNC	6605
C124244	HGNC	2097
C124247	HGNC	14120
C124255	HGNC	30035
C124266	HGNC	6161
C124848	HGNC	2682
C124876	HGNC	4886
C124879	HGNC	30620
C124882	HGNC	4888
C124891	HGNC	4963
C124903	HGNC	4937
C124910	HGNC	17992
C124913	HGNC	8009
C124918	HGNC	21749
C124921	HGNC	163
C124924	HGNC	9681
C124927	HGNC	10555
C124933	HGNC	12666
C124936	HGNC	12649
C124941	HGNC	2671
C124944	HGNC	16873
C124950	HGNC	445
C124953	HGNC	25402
C124956	HGNC	23334
C124963	HGNC	17983
C124981	HGNC	18648
C124984	HGNC	6971
C124987	HGNC	6120
C124990	HGNC	10915
C125100	HGNC	18360
C125107	HGNC	30764
C125110	HGNC	12733
C125113	HGNC	6855
C125165	HGNC	6843
C125168	HGNC	29435
C125171	HGNC	23111
C125174	HGNC	29259
C125181	HGNC	19097
C125184	HGNC	1932
C125198	HGNC	9405
C125212	HGNC	18216
C125215	HGNC	6839
C125259	HGNC	25997
C125262	HGNC	17274
C125265	HGNC	3118
C125269	HGNC	20653
C125445	HGNC	8881
C125448	HGNC	9647
C125463	HGNC	23689
C125466	HGNC	15782
C125469	HGNC	17761
C125490	HGNC	8795
C125496	HGNC	9414
C125499	HGNC	5363
C125504	HGNC	6834
C125524	HGNC	18607
C125527	HGNC	16051
C125535	HGNC	9556
C125552	HGNC	3030
C125573	HGNC	7594
C125576	HGNC	23573
C125579	HGNC	8504
C125583	HGNC	30377
C125586	HGNC	13233
C125589	HGNC	2452
C126124	HGNC	26838
C126127	HGNC	7212
C126130	HGNC	22949
C126133	HGNC	24225
C126136	HGNC	29091
C126424	HGNC	4715
C126434	HGNC	1987
C126454	HGNC	24187
C126459	HGNC	9651
C126467	HGNC	7641
C126471	HGNC	3332
C126474	HGNC	3242
C126486	HGNC	8038
C126494	HGNC	8831
C126501	HGNC	1656
C126504	HGNC	18538
C126507	HGNC	14629
C126510	HGNC	11185
C126513	HGNC	28449
C126516	HGNC	4682
C126523	HGNC	9787
C126526	HGNC	2773
C126541	HGNC	2911
C126544	HGNC	4077
C126547	HGNC	4439
C126550	HGNC	4440
C126553	HGNC	4444
C126556	HGNC	4443
C126564	HGNC	13017
C126569	HGNC	4205
C126572	HGNC	14311
C126575	HGNC	24324
C126578	HGNC	1087
C126581	HGNC	40049
C126584	HGNC	7828
C126589	HGNC	10249
C126592	HGNC	29890
C126596	HGNC	17928
C126600	HGNC	28400
C126603	HGNC	24098
C126606	HGNC	29302
C126609	HGNC	29088
C126612	HGNC	20362
C126615	HGNC	1167
C126618	HGNC	1510
C126624	HGNC	29127
C126627	HGNC	24614
C126630	HGNC	37214
C126633	HGNC	166
C126636	HGNC	28164
C126759	HGNC	17019
C126762	HGNC	1808
C126765	HGNC	4741
C126775	HGNC	10250
C126778	HGNC	13433
C126783	HGNC	11085
C126786	HGNC	11086
C126789	HGNC	11087
C126951	HGNC	3336
C126957	HGNC	1248
C126960	HGNC	7090
C126963	HGNC	6446
C126966	HGNC	8498
C126969	HGNC	5978
C126972	HGNC	288
C126978	HGNC	6953
C126981	HGNC	1780
C126984	HGNC	2603
C126987	HGNC	5229
C126990	HGNC	3029
C126993	HGNC	20253
C127000	HGNC	4284
C127003	HGNC	4555
C127007	HGNC	4894
C127010	HGNC	14866
C127014	HGNC	5586
C127017	HGNC	14897
C127020	HGNC	29618
C127023	HGNC	6925
C127131	HGNC	32830
C127137	HGNC	9843
C127140	HGNC	6983
C127151	HGNC	9844
C127843	HGNC	7968
C127846	HGNC	8148
C127850	HGNC	8592
C127853	HGNC	8743
C127856	HGNC	10894
C127859	HGNC	11016
C127864	HGNC	11117
C127869	HGNC	11118
C127876	HGNC	14170
C127883	HGNC	11132
C127886	HGNC	30619
C127889	HGNC	11277
C127892	HGNC	20376
C127895	HGNC	11782
C127898	HGNC	11802
C127902	HGNC	18153
C127911	HGNC	16264
C127914	HGNC	20670
C127918	HGNC	12524
C127922	HGNC	16265
C127925	HGNC	16830
C127927	HGNC	12529
C127929	HGNC	9336
C128183	HGNC	24885
C128186	HGNC	9596
C128252	HGNC	1919
C128255	HGNC	23109
C128258	HGNC	6742
C128261	HGNC	7470
C128268	HGNC	30744
C128471	HGNC	18859
C128474	HGNC	16090
C128477	HGNC	10722
C128480	HGNC	30168
C128483	HGNC	4117
C128849	HGNC	4163
C128852	HGNC	1569
C128855	HGNC	7514
C128858	HGNC	1323
C128861	HGNC	1324
C128864	HGNC	42398
C128868	HGNC	2481
C128871	HGNC	2482
C128875	HGNC	2719
C128878	HGNC	3389
C128882	HGNC	6122
C128885	HGNC	4617
C128927	HGNC	2918
C128930	HGNC	32806
C128935	HGNC	7750
C128942	HGNC	7419
C128945	HGNC	20606
C129018	HGNC	6329
C129037	HGNC	6330
C129040	HGNC	6331
C129043	HGNC	6510
C129046	HGNC	712
C129050	HGNC	1550
C129053	HGNC	386
C129056	HGNC	3065
C129059	HGNC	6731
C129063	HGNC	1604
C129066	HGNC	1605
C129079	HGNC	10012
C129082	HGNC	10538
C129085	HGNC	19256
C129262	HGNC	9075
C129267	HGNC	10404
C26418	HGNC	12155
C26419	HGNC	12027
C26420	HGNC	12252
C26421	HGNC	12271
C26422	HGNC	5477
C26423	HGNC	5853
C26425	HGNC	5715
C38959	HGNC	3207
C45688	HGNC	12014
C49348	HGNC	125
C49349	HGNC	186
C49350	HGNC	990
C49351	HGNC	995
C49352	HGNC	483
C49353	HGNC	7634
C49354	HGNC	590
C49355	HGNC	586
C49356	HGNC	591
C49357	HGNC	3401
C49358	HGNC	592
C49359	HGNC	593
C49360	HGNC	13516
C49361	HGNC	983
C49362	HGNC	13702
C49363	HGNC	9031
C49364	HGNC	576
C49365	HGNC	9035
C49366	HGNC	949
C49367	HGNC	9036
C49368	HGNC	959
C49369	HGNC	989
C49370	HGNC	994
C49371	HGNC	9037
C49372	HGNC	1050
C49373	HGNC	30038
C49374	HGNC	1051
C49375	HGNC	9039
C49376	HGNC	1085
C49377	HGNC	17904
C49378	HGNC	16637
C49380	HGNC	17098
C49381	HGNC	9056
C49382	HGNC	6766
C49383	HGNC	9066
C49384	HGNC	3701
C49385	HGNC	6813
C49386	HGNC	3788
C49387	HGNC	6846
C49388	HGNC	29570
C49389	HGNC	4852
C49390	HGNC	4853
C49391	HGNC	4854
C49392	HGNC	14063
C49393	HGNC	9108
C49394	HGNC	30932
C49395	HGNC	14068
C49396	HGNC	952
C49397	HGNC	14064
C49398	HGNC	936
C49406	HGNC	1058
C49407	HGNC	2747
C49408	HGNC	17228
C49409	HGNC	9949
C49410	HGNC	9950
C49411	HGNC	9948
C49412	HGNC	10898
C49413	HGNC	12791
C49414	HGNC	5164
C49415	HGNC	8048
C49416	HGNC	9228
C49417	HGNC	3064
C49418	HGNC	3069
C49419	HGNC	16077
C49420	HGNC	992
C49421	HGNC	9281
C49422	HGNC	5185
C49423	HGNC	6943
C49424	HGNC	12003
C49425	HGNC	9314
C49426	HGNC	10896
C49427	HGNC	13466
C49428	HGNC	9315
C49429	HGNC	11692
C49430	HGNC	12383
C49431	HGNC	9316
C49432	HGNC	12386
C49433	HGNC	9299
C49434	HGNC	12394
C49435	HGNC	9300
C49436	HGNC	12797
C49437	HGNC	9303
C49438	HGNC	20418
C49439	HGNC	9308
C49440	HGNC	1131
C49441	HGNC	9309
C49442	HGNC	1148
C49443	HGNC	9310
C49444	HGNC	9311
C49445	HGNC	1725
C49446	HGNC	9312
C49447	HGNC	1729
C49448	HGNC	9313
C49450	HGNC	1736
C49451	HGNC	1857
C49452	HGNC	1722
C49453	HGNC	1770
C49454	HGNC	1771
C49455	HGNC	1772
C49456	HGNC	1773
C49458	HGNC	1774
C49459	HGNC	14002
C49460	HGNC	1784
C49509	HGNC	1785
C49510	HGNC	1786
C49511	HGNC	1787
C49512	HGNC	1788
C49513	HGNC	1789
C49514	HGNC	1791
C49515	HGNC	1578
C49516	HGNC	1579
C49517	HGNC	1580
C49518	HGNC	9644
C49519	HGNC	1582
C49520	HGNC	9645
C49522	HGNC	9642
C49523	HGNC	1583
C49524	HGNC	9652
C49525	HGNC	1589
C49526	HGNC	9658
C49527	HGNC	1590
C49528	HGNC	9659
C49529	HGNC	9634
C49530	HGNC	17493
C49531	HGNC	9666
C49532	HGNC	7107
C49533	HGNC	9669
C49534	HGNC	8729
C49535	HGNC	9671
C49536	HGNC	9690
C49537	HGNC	9673
C49538	HGNC	10773
C49539	HGNC	9680
C49540	HGNC	9682
C49541	HGNC	10901
C49542	HGNC	12401
C49543	HGNC	189
C49544	HGNC	1735
C49545	HGNC	193
C49546	HGNC	5238
C49547	HGNC	1500
C49548	HGNC	5246
C49549	HGNC	1499
C49550	HGNC	1318
C49551	HGNC	1331
C49552	HGNC	1503
C49553	HGNC	1504
C49554	HGNC	1505
C49555	HGNC	1506
C49557	HGNC	1507
C49559	HGNC	1508
C49560	HGNC	1509
C49561	HGNC	1511
C49706	HGNC	2529
C49707	HGNC	2527
C49708	HGNC	2535
C49709	HGNC	10610
C49710	HGNC	2537
C49711	HGNC	2547
C49712	HGNC	10611
C49713	HGNC	3590
C49714	HGNC	10612
C49715	HGNC	8568
C49716	HGNC	6359
C49717	HGNC	20453
C49718	HGNC	10613
C49719	HGNC	6363
C49720	HGNC	10615
C49721	HGNC	6364
C49722	HGNC	195
C49723	HGNC	10616
C49724	HGNC	217
C49725	HGNC	13202
C49726	HGNC	10617
C49727	HGNC	7154
C49728	HGNC	10609
C49729	HGNC	7157
C49730	HGNC	7160
C49731	HGNC	7155
C49732	HGNC	7166
C49733	HGNC	7173
C49734	HGNC	7175
C49735	HGNC	10619
C49736	HGNC	7176
C49737	HGNC	9051
C49738	HGNC	10620
C49739	HGNC	10621
C49740	HGNC	10622
C49741	HGNC	10623
C49742	HGNC	10624
C49743	HGNC	10625
C49744	HGNC	10626
C49745	HGNC	10618
C49746	HGNC	10627
C49747	HGNC	10628
C49748	HGNC	10630
C49749	HGNC	10632
C49750	HGNC	10634
C49751	HGNC	10635
C49752	HGNC	2499
C49753	HGNC	10647
C49756	HGNC	10637
C49758	HGNC	10638
C49759	HGNC	10672
C49761	HGNC	10639
C49762	HGNC	10640
C49763	HGNC	4602
C49764	HGNC	4603
C49765	HGNC	4604
C49766	HGNC	10642
C49768	HGNC	10643
C49770	HGNC	7098
C49771	HGNC	8861
C49773	HGNC	9240
C49774	HGNC	2432
C49778	HGNC	2434
C49781	HGNC	2438
C49784	HGNC	3415
C49785	HGNC	3766
C49786	HGNC	2014
C49787	HGNC	5962
C49789	HGNC	5966
C49790	HGNC	5973
C49791	HGNC	5977
C49793	HGNC	5980
C49796	HGNC	5981
C50373	HGNC	9052
C50374	HGNC	9491
C50375	HGNC	9495
C50376	HGNC	11344
C50377	HGNC	11876
C50378	HGNC	12629
C50379	HGNC	12631
C50380	HGNC	1094
C50381	HGNC	4458
C50382	HGNC	11986
C50383	HGNC	11989
C50384	HGNC	11990
C50385	HGNC	11992
C50386	HGNC	11993
C50387	HGNC	3569
C50388	HGNC	17023
C50389	HGNC	1542
C50390	HGNC	16712
C50392	HGNC	6848
C50393	HGNC	18795
C50394	HGNC	12475
C50395	HGNC	12766
C50396	HGNC	12840
C50397	HGNC	240
C50398	HGNC	8109
C50812	HGNC	389
C50813	HGNC	15472
C50814	HGNC	433
C50840	HGNC	451
C50875	HGNC	2861
C50876	HGNC	2867
C50878	HGNC	3012
C50879	HGNC	4057
C50881	HGNC	5013
C50883	HGNC	5211
C50885	HGNC	5215
C50886	HGNC	6052
C50889	HGNC	6053
C50891	HGNC	6664
C50893	HGNC	7436
C50894	HGNC	7872
C50895	HGNC	7873
C50897	HGNC	7874
C50898	HGNC	7875
C50899	HGNC	7876
C50900	HGNC	2874
C50902	HGNC	29838
C50903	HGNC	9208
C50904	HGNC	9604
C50905	HGNC	9605
C50924	HGNC	5983
C50925	HGNC	5986
C50926	HGNC	5990
C50927	HGNC	10451
C50928	HGNC	5991
C50929	HGNC	5992
C50930	HGNC	10452
C50931	HGNC	11180
C50932	HGNC	11346
C50933	HGNC	11285
C50934	HGNC	6001
C50935	HGNC	6011
C50936	HGNC	11708
C50937	HGNC	6014
C50938	HGNC	12015
C50939	HGNC	6016
C50940	HGNC	6018
C50941	HGNC	6023
C50942	HGNC	6025
C50943	HGNC	6029
C50944	HGNC	12435
C50946	HGNC	12442
C50947	HGNC	12805
C50949	HGNC	1424
C50950	HGNC	2869
C50951	HGNC	3594
C50952	HGNC	6596
C50953	HGNC	626
C50954	HGNC	7097
C50955	HGNC	3148
C50956	HGNC	8506
C50957	HGNC	3512
C50958	HGNC	30092
C50959	HGNC	3513
C50960	HGNC	30743
C50961	HGNC	3515
C50962	HGNC	11925
C50963	HGNC	3516
C50964	HGNC	3518
C50965	HGNC	11926
C50966	HGNC	5157
C50967	HGNC	11931
C50969	HGNC	11934
C50970	HGNC	11935
C50971	HGNC	6343
C50972	HGNC	11936
C50973	HGNC	10645
C50974	HGNC	10646
C50975	HGNC	16931
C50976	HGNC	11141
C50977	HGNC	587
C50978	HGNC	17889
C50979	HGNC	882
C50980	HGNC	3433
C50981	HGNC	3434
C50982	HGNC	3435
C50983	HGNC	3436
C50984	HGNC	3437
C50985	HGNC	3438
C50986	HGNC	3511
C50987	HGNC	3588
C50988	HGNC	4055
C50989	HGNC	12833
C50990	HGNC	6601
C50991	HGNC	7127
C50992	HGNC	7128
C50993	HGNC	7325
C50994	HGNC	7326
C50997	HGNC	7327
C50998	HGNC	7329
C50999	HGNC	7652
C51000	HGNC	8125
C51001	HGNC	270
C51002	HGNC	9121
C51003	HGNC	9122
C51004	HGNC	9413
C51005	HGNC	9820
C51006	HGNC	9826
C51007	HGNC	11824
C51008	HGNC	17008
C51009	HGNC	12269
C51010	HGNC	12270
C51011	HGNC	12814
C51012	HGNC	12828
C51013	HGNC	12829
C51014	HGNC	12830
C51015	HGNC	12831
C51016	HGNC	7892
C51017	HGNC	9238
C51018	HGNC	12530
C51019	HGNC	4432
C51020	HGNC	4433
C51021	HGNC	17104
C51022	HGNC	18062
C51023	HGNC	4552
C51025	HGNC	1819
C51026	HGNC	4632
C51027	HGNC	4445
C51028	HGNC	4638
C51031	HGNC	9662
C51032	HGNC	15928
C51033	HGNC	913
C51036	HGNC	1804
C51038	HGNC	1695
C51041	HGNC	4641
C51042	HGNC	4821
C51043	HGNC	5275
C51044	HGNC	2228
C51045	HGNC	2979
C51046	HGNC	10761
C51047	HGNC	12441
C51048	HGNC	7646
C51049	HGNC	7858
C51050	HGNC	4923
C51051	HGNC	1937
C51052	HGNC	1991
C51053	HGNC	2704
C51054	HGNC	3942
C51055	HGNC	946
C51056	HGNC	2900
C51057	HGNC	2903
C51058	HGNC	7219
C51059	HGNC	7220
C51060	HGNC	7221
C51061	HGNC	76
C51062	HGNC	77
C51063	HGNC	19297
C51064	HGNC	1079
C51071	HGNC	2363
C51072	HGNC	2766
C51073	HGNC	2444
C51074	HGNC	3655
C51075	HGNC	4931
C51076	HGNC	3657
C51077	HGNC	6378
C51078	HGNC	4840
C51079	HGNC	14582
C51080	HGNC	6564
C51081	HGNC	6171
C51082	HGNC	7315
C51083	HGNC	6190
C51084	HGNC	9623
C51085	HGNC	6192
C51086	HGNC	543
C51087	HGNC	6193
C51088	HGNC	2016
C51089	HGNC	13518
C51090	HGNC	6906
C51091	HGNC	3018
C51092	HGNC	14323
C51093	HGNC	12669
C51094	HGNC	12672
C51095	HGNC	12674
C51096	HGNC	24011
C51097	HGNC	17195
C51098	HGNC	317
C51099	HGNC	546
C51100	HGNC	890
C51101	HGNC	947
C51102	HGNC	950
C51103	HGNC	9611
C51104	HGNC	15550
C51105	HGNC	1442
C51106	HGNC	1471
C51107	HGNC	9612
C51108	HGNC	24368
C51109	HGNC	400
C51110	HGNC	9617
C51111	HGNC	1628
C51112	HGNC	1057
C51113	HGNC	3697
C51114	HGNC	1641
C51115	HGNC	3955
C51116	HGNC	1643
C51117	HGNC	4037
C51118	HGNC	1653
C51119	HGNC	6524
C51120	HGNC	1639
C51121	HGNC	1662
C51122	HGNC	6735
C51123	HGNC	1681
C51124	HGNC	11283
C51125	HGNC	1682
C51128	HGNC	1678
C51129	HGNC	1688
C51130	HGNC	1696
C51131	HGNC	1700
C51135	HGNC	1707
C51136	HGNC	1711
C51148	HGNC	1753
C51151	HGNC	1748
C51152	HGNC	1762
C51153	HGNC	1764
C51154	HGNC	3595
C51155	HGNC	5344
C51156	HGNC	5345
C51157	HGNC	12841
C51158	HGNC	11719
C51159	HGNC	11940
C51160	HGNC	8975
C51161	HGNC	8976
C51162	HGNC	8978
C51163	HGNC	5346
C51164	HGNC	6141
C51165	HGNC	6148
C51166	HGNC	8981
C51167	HGNC	6149
C51168	HGNC	8984
C51169	HGNC	8997
C51170	HGNC	6152
C51171	HGNC	8998
C51172	HGNC	6155
C51173	HGNC	9416
C51174	HGNC	6156
C51175	HGNC	10437
C51176	HGNC	6158
C51177	HGNC	10481
C51178	HGNC	6207
C51179	HGNC	289
C51180	HGNC	290
C51181	HGNC	6210
C51182	HGNC	391
C51183	HGNC	7656
C51184	HGNC	7994
C51185	HGNC	392
C51186	HGNC	8823
C51187	HGNC	10718
C51188	HGNC	393
C51189	HGNC	10720
C51190	HGNC	646
C51191	HGNC	10721
C51192	HGNC	795
C51193	HGNC	1014
C51194	HGNC	1097
C51195	HGNC	1782
C51196	HGNC	1925
C51197	HGNC	16627
C51198	HGNC	2154
C51199	HGNC	2451
C51200	HGNC	2457
C51201	HGNC	24676
C51202	HGNC	4543
C51203	HGNC	4544
C51204	HGNC	4545
C51205	HGNC	17031
C51206	HGNC	4616
C51207	HGNC	6112
C51208	HGNC	6113
C51209	HGNC	6465
C51210	HGNC	6514
C51211	HGNC	6515
C51212	HGNC	6613
C51213	HGNC	6859
C51214	HGNC	6860
C51215	HGNC	6872
C51216	HGNC	6873
C51217	HGNC	6874
C51218	HGNC	6875
C51219	HGNC	6876
C51227	HGNC	8949
C51228	HGNC	11217
C51229	HGNC	11529
C51230	HGNC	11771
C51231	HGNC	12663
C51232	HGNC	12724
C51233	HGNC	3541
C51234	HGNC	3544
C51235	HGNC	3546
C51236	HGNC	3551
C51237	HGNC	12726
C51238	HGNC	3338
C51239	HGNC	3508
C51240	HGNC	3555
C51241	HGNC	3556
C51242	HGNC	3557
C51243	HGNC	3559
C51244	HGNC	3705
C51245	HGNC	7199
C51246	HGNC	3560
C51247	HGNC	3973
C51248	HGNC	5034
C51249	HGNC	7590
C51250	HGNC	5141
C51251	HGNC	8590
C51252	HGNC	16061
C51253	HGNC	8749
C51254	HGNC	8816
C51255	HGNC	8986
C51256	HGNC	6878
C51257	HGNC	6879
C51258	HGNC	6880
C51259	HGNC	5461
C51260	HGNC	6886
C51261	HGNC	28868
C51262	HGNC	6528
C51263	HGNC	9077
C51264	HGNC	6569
C51265	HGNC	6612
C51266	HGNC	6616
C51267	HGNC	9380
C51268	HGNC	9381
C51269	HGNC	9382
C51270	HGNC	6715
C51271	HGNC	9393
C51272	HGNC	9395
C51273	HGNC	9437
C51274	HGNC	9829
C51275	HGNC	9833
C51280	HGNC	6734
C51281	HGNC	6890
C51283	HGNC	6973
C51284	HGNC	7000
C51285	HGNC	7372
C51286	HGNC	7408
C51287	HGNC	7854
C51288	HGNC	7885
C51289	HGNC	15943
C51290	HGNC	7886
C51291	HGNC	7887
C51292	HGNC	8634
C51293	HGNC	8638
C51294	HGNC	9046
C51295	HGNC	18039
C51296	HGNC	9586
C51297	HGNC	9701
C51298	HGNC	9892
C51299	HGNC	9894
C51300	HGNC	9902
C51301	HGNC	9903
C51303	HGNC	9928
C51304	HGNC	9935
C51307	HGNC	10013
C51308	HGNC	10019
C51309	HGNC	620
C51310	HGNC	1663
C51311	HGNC	10020
C51312	HGNC	6373
C51313	HGNC	6502
C51314	HGNC	10021
C51315	HGNC	1060
C51316	HGNC	10251
C51317	HGNC	1565
C51318	HGNC	1602
C51319	HGNC	10434
C51320	HGNC	19699
C51321	HGNC	1606
C51322	HGNC	11389
C51323	HGNC	1607
C51324	HGNC	11393
C51325	HGNC	1609
C51326	HGNC	1610
C51327	HGNC	1611
C51328	HGNC	11584
C51329	HGNC	11830
C51330	HGNC	1612
C51331	HGNC	2558
C51332	HGNC	11831
C51333	HGNC	2983
C51334	HGNC	4540
C51335	HGNC	14981
C51336	HGNC	2561
C51337	HGNC	15970
C51338	HGNC	14982
C51339	HGNC	16647
C51340	HGNC	9174
C51341	HGNC	8011
C51342	HGNC	9187
C51343	HGNC	10540
C51344	HGNC	2478
C51345	HGNC	2505
C51346	HGNC	463
C51347	HGNC	2433
C51348	HGNC	2435
C51349	HGNC	2436
C51350	HGNC	2439
C51351	HGNC	3416
C51352	HGNC	5432
C51353	HGNC	5433
C51354	HGNC	5439
C51355	HGNC	5440
C51356	HGNC	5965
C51357	HGNC	5967
C51358	HGNC	5974
C51360	HGNC	5993
C51361	HGNC	5994
C51362	HGNC	6008
C51363	HGNC	6009
C51364	HGNC	6010
C51365	HGNC	6012
