CHEBI	PUBCHEM
41237	26697318
41241	26697302
41250	26697322
41253	26697301
41254	223442541
41264	26697295
41268	223442542
41274	135668203
41275	26697294
41285	135610252
41304	111978180
41308	26697326
41320	46530881
41321	26697293
41323	26744276
41330	252237797
41341	26697317
41351	26697300
41378	87246438
41384	252237809
41402	26697288
41423	26697316
41425	49742905
41433	49693721
41450	121269864
41456	26697287
41469	49693724
41473	160962770
41476	56464333
41480	160644671
41482	104222133
41485	125258694
41487	26697321
41500	135610110
41509	26744419
41527	26744299
41531	121269906
41539	93581318
41550	26697329
41576	46530904
41582	26697319
41593	26744420
41595	26697315
41607	121269907
41609	26697325
41611	160644729
41617	29214988
41630	121269912
41633	252149719
41656	223442543
41674	26697292
41688	223438474
41696	121269865
41710	121269866
41721	121269900
41733	255509827
41753	223442544
41774	26697206
41778	26697286
41794	135668204
41804	50139445
41808	26697311
41814	223736283
41834	49693722
41837	26697205
41846	135668158
41847	111978181
41865	26697310
41872	223442545
41879	26697309
41883	223442546
41888	46530902
41893	135610253
41899	223442547
41917	49693723
41919	46530901
41921	26697279
41922	26697273
41928	26697308
41934	26697291
41941	26697314
41945	46530895
41948	26697290
41962	223442548
41963	26697307
41965	46530898
41967	223442549
41974	135610111
41977	26697306
41981	26697289
41983	46530903
41988	125258699
42017	26697278
42023	26697285
42024	93581342
42027	223442550
42034	93581343
42037	46530897
42040	26697296
42053	46530900
42056	26697272
42068	26697284
42082	164174589
42085	46530896
42088	111978183
42090	46530899
42098	26697277
42101	26697276
42106	26697283
42111	26697263
42112	46530893
42115	252162386
42121	26697275
42122	93581344
42147	26697271
42155	49742904
42160	26697270
42170	26697269
42173	26697282
42191	26697281
42202	26697268
42219	26697274
42223	26697280
42229	26744428
42241	26744267
42248	111978182
42255	26697262
42263	26744424
42265	242083820
42266	26697260
42280	26697261
42298	26697259
42309	46530457
42319	96079591
42320	26697256
42330	26697258
42334	26697267
42355	49658583
42362	26697255
42383	99319130
42394	26697257
42403	56464332
42416	223442551
42429	26697266
42433	96079592
42438	136349035
42446	26697245
42452	26744411
42465	121269910
42471	50139444
42478	29214985
42484	26697254
42485	26697244
42487	223442552
42491	26697253
42492	26697265
42495	46530892
42504	26697236
42528	124349063
42534	223442553
42539	99437380
42548	46530891
42549	135610254
42564	46530888
42566	26697242
42567	26697264
42575	46530890
42578	29214796
42588	135610255
42589	46530458
42601	56394899
42603	93581345
42606	26697243
42626	223442554
42630	135610256
42638	26697235
42639	26697247
42645	26697241
42646	57269769
42654	26744407
42660	111978185
42665	93581346
42677	121269901
42680	26697240
42682	26697248
42683	135668205
42697	26744412
42699	26697239
42700	46530894
42702	125258695
42717	26697246
42719	87351893
42724	26697232
42725	223442555
42754	29214986
42758	26697234
42768	93165426
42775	26744415
42782	93581347
42787	26744418
42797	160644672
42819	26697252
42820	26697227
42839	46530889
42843	26697251
42893	96079593
42894	46530887
42896	163425668
42905	26697238
42939	121269908
42944	26697250
42946	26697231
42955	223442556
42965	96079594
42976	26697510
42977	26697233
42989	26697237
43000	26697249
43007	93581348
43012	96079595
43029	135610112
43034	26697230
43035	49658913
43040	160644730
43043	26697221
43060	125258700
43065	26697220
43074	121269909
43078	223442557
43081	93581349
43088	29214984
43089	26744275
43098	26697229
43103	252149720
43104	26697224
43129	160962777
43136	26697228
43141	26744271
43164	26697219
43176	26697226
43179	26697225
43186	46530884
43197	26697223
43208	160644731
43219	92741033
43253	49658912
43261	26697313
43263	252162370
43275	26697218
43278	96079596
43291	26697312
43295	26697222
43299	125258696
43305	160962771
43312	135668206
43355	135668207
43362	46530883
43385	46530886
43394	46530885
43405	223442558
43411	29214980
43415	26697217
43419	26697216
43424	29214983
43433	26697215
43445	26697209
43448	29214982
43451	26697214
43460	223442559
43467	46530882
43468	26697208
43474	26697207
43513	29214975
43515	26697192
43521	26697063
43533	26697062
43541	93165427
43542	93581350
43561	46530868
43562	46530879
43572	26697068
43575	49742686
43577	29214977
43580	223442560
43602	317227738
43615	160962778
43616	223442561
43619	26697168
43620	26697060
43636	103158233
43644	26744268
43645	255509828
43661	26697067
43666	26744406
43689	223442562
43697	125258701
43703	26697196
43711	53801240
43722	26697066
43732	26697065
43739	26697061
43741	29214978
43755	26697064
43769	223442563
43786	99364855
43791	160962774
43796	26697195
43799	50139441
43812	26697165
43824	223442564
43830	46530878
43832	223442565
43876	135610257
43892	96079597
43896	26697071
43903	53801239
43907	223442566
43923	26744417
43927	49658911
43934	223442567
43943	26697174
43945	163835412
43949	223736268
43953	96079598
43955	26697070
43960	26697191
43966	162169159
43967	163725492
43968	26744414
43977	135610258
43978	160644732
43980	121269867
43986	99364856
43991	26697190
43996	223442568
43997	121269868
44003	121269869
44027	124349062
44032	26697187
44042	99437381
44052	93165428
44061	121269903
44074	26697173
44075	26697069
44079	121269870
44081	162169176
44085	93581351
44089	252162387
44096	99364857
44107	160962768
44111	29214976
44115	26697186
44120	49693720
44137	252162371
44143	125258698
44156	26697185
44158	121269871
44177	26697161
44185	26697183
44188	26697194
44194	26697182
44209	49742903
44212	160962737
44215	26697181
44224	93581352
44229	26697193
44230	26697180
44234	124403669
44235	223442569
44236	135610259
44237	223442570
44241	26697184
44245	135610260
44247	26697164
44272	46530867
44278	162012108
44296	26697167
44303	164174587
44312	46530877
44313	58106730
44337	26697160
44343	26697172
44348	46530866
44356	26697189
44368	252162372
44369	160962761
44383	223442571
44387	135668208
44394	135610261
44395	135610113
44400	171571846
44401	26697159
44409	26697149
44419	26697166
44423	26697171
44434	26697158
44445	26697157
44454	26697156
44460	26697148
44470	93165429
44480	96079599
44482	163835413
44485	26697154
44491	96079600
44492	26697155
44493	26697163
44499	124403666
44504	46530876
44510	99313702
44515	92741034
44520	26697162
44526	26697147
44534	135610262
44548	26744274
44549	92741035
44557	26697146
44571	26744265
44576	26697188
44588	26697153
44592	160962762
44598	96079601
44602	26697059
44604	92741036
44605	26697145
44608	121269904
44612	93581353
44616	135610264
44618	26744264
44630	26697144
44632	26744273
44638	163725494
44639	53801238
44642	163725493
44658	26697137
44664	223442572
44666	163725495
44667	26744416
44673	85240178
44678	26697136
44680	26697135
44692	85240172
44699	93581354
44700	26744261
44712	49658910
44715	26697170
44722	29214974
44725	26697169
44730	26744266
44736	26744260
44737	26744270
44743	93581355
44747	26697152
44748	26744430
44751	26744410
44752	26744427
44758	26744429
44759	93581356
44762	26744426
44770	99313703
44777	93581357
44785	26697134
44788	26697151
44794	26744423
44800	160655728
44808	26697139
44811	164347292
44813	26697201
44817	26744422
44836	223442573
44841	163425669
44842	26744269
44864	49658909
44880	26697143
44884	53801237
44887	135610265
44897	26697124
44898	26697150
44903	223442574
44909	26697179
44915	26697200
44920	26744409
44923	26697142
44926	26744421
44930	96079602
44932	26697123
44933	26697140
44934	26744262
44939	96079603
44940	96079604
44946	242083821
44951	26697117
44962	87350437
44975	26697199
44976	26697178
44981	26697138
44992	26697126
44995	85240173
45002	96079572
45006	126522677
45008	135668209
45013	93581358
45021	26697177
45030	26697141
45064	26697176
45068	93581359
45075	57304841
45081	26697116
45097	135668159
45116	26697198
45120	96079605
45126	57304842
45127	26697197
45129	26697111
45133	26697125
45141	223442575
45147	50139443
45163	26697175
45165	223442576
45171	136349036
45192	252149686
45212	26697122
45223	87246439
45230	26697131
45240	126522679
45257	160962775
45260	26697130
45262	93165430
45265	50139442
45285	26697102
45293	26744425
45296	26697129
45304	26697128
45307	252149721
45312	85240175
45327	26697127
45352	123058757
45353	223438475
45358	160962766
45360	46530873
45366	125258693
45367	26697101
45373	26697120
45379	26697119
45389	56394898
45395	160962767
45409	223438476
45410	123058743
45412	93581360
45422	49658907
45425	223442577
45441	223736269
45448	46530870
45453	160962769
45457	96079606
45475	26697106
45478	26697105
45479	29214972
45487	29214971
45496	123058758
45506	26697121
45517	46530872
45522	49658908
45525	26697118
45530	164174588
45536	26697133
45557	26697083
45558	160962765
45564	26697104
45565	46530871
45571	26697132
45573	93581361
45586	125258703
45599	26697103
45615	223438477
45616	26697082
45619	163725491
45630	26697091
45636	315492282
45644	93581362
45652	26744180
45657	124403672
45658	163425650
45661	160962764
45666	135668210
45686	135668211
45696	26697113
45698	26697076
45701	26697075
45707	252149722
45713	26697115
45716	163835411
45718	26697090
45719	26744413
45725	121269911
45735	252162373
45738	124403670
45744	49693719
45757	46530874
45758	26697089
45764	49693444
45773	249807023
45783	26697112
45791	85096674
45804	46530875
45807	26697114
45815	242083822
45820	252149723
45822	26697084
45823	29214973
45825	57304840
45826	223438478
45847	162012109
45863	26697100
45868	126522680
45869	96079607
45887	26697095
45888	26744272
45890	26744408
45892	26697074
45895	26697099
45900	93165431
45906	26697081
45910	125258704
45912	49693717
45919	26697110
45924	26697109
45927	56352997
45931	26697098
45951	26697108
45956	223442578
45957	96079608
45969	124403671
45979	26697097
45980	26697094
45981	160962776
45993	29214970
45996	223438479
45996	8147972
46020	26697107
46024	26697088
46026	125258705
46032	26697096
46045	26697080
46050	26697078
46053	26697087
46068	46530869
46077	26697073
46081	26697093
46087	96079609
46097	26697077
46099	96079610
46117	26697086
46143	49693718
46144	135668212
46149	26697079
46151	93581363
46171	135610266
46195	26697092
46202	223442579
46217	49836631
46229	223438480
46229	57581424
46234	26697072
46238	135610267
46240	92741037
46245	26697085
46261	171571845
46272	26697050
46274	50139440
46280	135610268
46295	135610269
46311	49658729
46322	26697055
46324	56352996
46331	26697049
46342	26697054
46345	26697058
46371	111978184
46372	26697457
46398	26697053
46409	26697057
46414	93165432
46415	223442580
46416	252237798
46430	46530864
46442	26697052
46448	26697508
46449	26697509
46470	50139196
46477	26744313
46486	46530862
46502	26697048
46515	223442581
46534	26697056
46548	135610270
46550	26744312
46552	255509829
46557	53801236
46563	26744404
46570	26697051
46574	135668213
46611	26697506
46613	26697505
46615	26697477
46616	26697476
46620	26697475
46622	26697474
46623	26697473
46624	26697472
46625	26697471
46626	26697470
46627	26697469
46629	26697387
46630	26697468
46632	26697467
46633	160644733
46635	26697389
46636	26697507
46637	26697503
46639	26697502
46641	26697501
46642	26697500
46643	26697499
46644	26697498
46645	26697486
46646	26697466
46647	26697465
46650	26697497
46651	26697496
46654	26697495
46659	26697493
46660	26697492
46669	26697483
46673	26697491
46675	26697482
46688	223438481
46689	26697460
46690	26697458
46691	26697464
46692	26697463
46693	26697462
46694	26697461
46697	26697481
46698	26697485
46702	26697484
46704	26697480
46705	26697479
46706	26697478
46707	26697388
46708	26697490
46710	26697489
46711	26697488
46712	26697487
46734	26697504
46735	26744388
46736	26744387
46738	26744202
46739	26744375
46740	26744201
46742	26744394
46743	26744194
46744	26744335
46745	26744193
46750	26744205
46751	26744393
46752	26744392
46753	26744391
46755	26744362
46757	26744359
46758	26744358
46759	26744357
46762	26744204
46763	26744390
46764	26744396
46765	26744395
46784	26744373
46785	26744372
46788	26744200
46790	26744199
46791	26744371
46793	85240149
46795	26744361
46796	26744370
46798	26744360
46799	26744191
46800	26744334
46801	26744333
46807	26744192
46811	26744389
46814	26744403
46816	26744209
46817	26744402
46820	26744401
46821	26744400
46822	26744399
46823	26744398
46824	26744332
46825	26744331
46826	26744330
46828	26744329
46832	26744328
46833	26744397
46835	26744314
46837	26744208
46839	26744327
46840	26744326
46842	26744325
46843	26744324
46854	26744190
46855	26744189
46856	46530695
46857	26744188
46858	26744187
46859	26744186
46860	26744323
46861	26744322
46863	26744321
46864	26744320
46865	26744319
46871	26744350
46872	26744349
46873	26744348
46874	223438482
46875	26744341
46876	26744347
46877	26744340
46878	26744337
46880	26744356
46881	26744355
46882	26744197
46883	26744196
46886	26744336
46887	26744339
46888	26744318
46889	26744338
46892	26744317
46893	26744316
46894	26744315
46897	26744374
46898	26744207
46900	26744386
46902	26744385
46903	26744384
46904	26744383
46905	26744198
46911	26744369
46912	26744368
46913	26744367
46914	26744366
46915	26744365
46916	26744364
46924	29214968
46928	26744354
46929	26744353
46930	26744352
46932	26744346
46934	26744345
46935	26744344
46936	26744351
46937	26744343
46938	26744342
46941	50139437
46951	26744195
46953	163626657
46957	26744206
46958	26744363
46960	26744382
46961	26744203
46962	26744381
46964	26744380
46965	26744379
46966	26744378
46967	26744377
46968	26744376
46970	29214931
46971	29214811
46972	29214930
46973	29214929
46979	29214928
46981	29214957
46983	29214956
46987	29214810
46991	29214922
46992	29214921
46993	29214920
46994	29214919
46995	29214918
46996	29214917
47000	29214905
47002	29214817
47004	29214926
47005	29214925
47006	29214946
47008	29214945
47010	29214927
47011	29214967
47012	29214966
47013	29214820
47014	29214965
47015	29214964
47025	29214963
47027	29214962
47028	29214961
47031	29214819
47032	29214818
47034	135668214
47035	29214952
47039	29214950
47040	29214892
47069	276246437
47077	29214882
47083	29214783
47097	313063239
47105	223442582
47106	223442583
47131	160962738
47133	46530865
47136	29214794
47147	29214795
47188	255509830
47191	135668215
47214	29214944
47217	29214793
47218	92741038
47220	57269768
47249	223442584
47257	223442585
47265	29214969
47266	29214821
47273	255509831
47276	121269872
47291	99319131
47322	164174586
47344	312530907
47351	56464331
47356	87351894
47357	171571847
47379	93165433
47381	29214789
47395	164347293
47397	96079611
47402	29214792
47414	252149724
47417	135610271
47426	29214787
47459	125258706
47495	46530752
47499	29214791
47518	46530774
47520	46530773
47537	29214786
47544	92741039
47553	46530761
47554	29214788
47564	56352995
47571	46530760
47600	29214785
47612	29214784
47617	223442586
47619	223442587
47622	223438483
47628	255509832
47631	135610272
47657	160644734
47664	135610273
47691	96079612
47693	49693602
47696	164174514
47724	164347291
47727	85164723
47739	111978186
47762	99319132
47763	29214943
47764	29214932
47766	135610114
47767	135610274
47768	135610275
47769	135610276
47770	135610277
47771	29214815
47772	29214814
47777	49693451
47780	29214813
47781	29214812
47782	29214924
47785	29214923
47791	29214898
47793	29214896
47794	29214895
47795	29214894
47796	29214893
47797	29214859
47798	29214890
47799	29214889
47802	29214888
47803	29214887
47805	29214886
47807	29214885
47808	29214884
47809	29214883
47812	29214881
47813	29214880
47815	29214807
47816	29214879
47817	29214878
47818	29214877
47819	29214876
47820	29214875
47821	29214874
47822	29214873
47824	29214949
47825	29214948
47826	29214947
47827	29214916
47828	29214915
47829	135610278
47831	29214914
47832	29214872
47833	29214955
47834	29214954
47835	29214953
47837	29214942
47838	223442588
47841	29214941
47842	29214940
47844	29214939
47845	29214938
47847	29214937
47850	29214936
47851	29214935
47853	29214816
47855	29214934
47856	29214933
47858	29214809
47859	29214913
47860	29214912
47861	29214911
47862	29214910
47864	29214909
47866	29214908
47869	29214907
47870	29214806
47872	29214960
47873	29214959
47874	29214958
47875	29214906
47876	29214808
47879	223438487
47885	223438489
47886	29214904
47888	29214903
47889	29214902
47890	29214901
47892	29214900
47893	29214899
47897	46530810
47898	46530809
47899	46530808
47900	46530807
47903	46530806
47904	46530502
47905	46530805
47908	223438491
47909	223438492
47910	56394816
47911	56394815
47914	104222104
47915	223438493
47921	46530804
47922	46530803
47924	46530802
47925	46530801
47926	46530800
47927	46530799
47928	46530798
47931	46530716
47933	46530668
47934	46530772
47935	46530771
47936	46530770
47937	46530715
47938	46530759
47939	46530758
47940	46530667
47941	46530714
47942	46530713
47943	46530484
47944	46530666
47946	46530712
47947	46530737
47948	46530711
47949	46530709
47950	46530708
47951	46530707
47952	46530706
47953	46530705
47954	46530788
47955	46530787
47957	46530704
47959	46530703
47960	135610279
47961	46530702
47962	46530701
47963	46530700
47964	160644735
47966	46530769
47967	46530768
47968	49742902
47969	46530763
47970	46530762
47977	46530508
47979	46530745
47980	46530499
47981	46530744
47982	46530743
47983	46530742
47984	46530665
47985	46530664
47986	46530663
47987	46530662
47988	46530661
47989	46530660
47990	46530659
47991	46530658
47992	46530657
47993	46530656
47998	46530736
47999	46530735
48000	46530734
48002	46530733
48003	46530732
48005	46530731
48007	46530730
48008	46530655
48012	46530863
48013	46530861
48020	46530860
48022	46530859
48023	46530699
48026	46530497
48027	46530698
48028	135610280
48029	46530858
48031	46530507
48032	46530857
48034	46530697
48039	160644673
48040	49658776
48042	46530729
48043	46530728
48044	46530727
48045	46530726
48047	46530725
48048	46530724
48051	49693715
48052	46530856
48053	49693714
48054	49693713
48055	49693712
48056	46530855
48057	46530854
48058	46530853
48059	46530852
48060	46530851
48061	46530850
48062	46530797
48063	46530849
48064	46530796
48065	49693669
48066	46530795
48068	46530498
48069	46530741
48073	46530794
48075	46530793
48076	46530792
48077	46530791
48078	49658843
48079	46530790
48080	46530789
48082	53801235
48085	46530767
48086	46530766
48087	46530765
48088	46530764
48090	56464330
48092	46530496
48093	46530495
48094	46530494
48095	46530493
48096	46530492
48097	46530491
48098	46530490
48099	46530696
48107	46530489
48108	46530488
48113	46530692
48114	46530691
48115	46530690
48122	46530848
48124	46530847
48125	46530846
48131	46530506
48141	46530845
48142	46530844
48143	46530689
48145	46530688
48146	46530843
48148	46530842
48149	46530757
48151	46530756
48152	46530755
48153	46530501
48200	46530841
48201	46530840
48202	46530839
48203	46530838
48204	46530837
48209	162012110
48211	46530880
48212	46530786
48213	46530785
48214	46530784
48215	46530783
48216	46530687
48220	46530686
48228	46530782
48229	50139439
48230	46530781
48231	46530780
48233	46530685
48234	46530750
48236	104222134
48237	46530684
48238	46530683
48240	46530682
48242	46530681
48243	46530680
48248	46530679
48250	46530485
48251	46530678
48254	57269767
48255	46530779
48256	46530778
48258	46530777
48260	46530776
48262	46530775
48263	46530723
48266	46530722
48267	46530721
48268	46530720
48269	46530719
48270	46530718
48272	46530710
48273	46530620
48280	46530677
48281	46530676
48282	46530675
48284	46530674
48285	46530673
48286	46530672
48287	46530671
48288	49658730
48289	46530670
48290	46530669
48291	46530505
48292	46530749
48293	46530748
48294	46530500
48295	46530747
48296	46530836
48297	46530717
48298	46530746
48299	46530835
48300	46530834
48301	49658879
48302	46530833
48303	46530832
48304	46530831
48305	46530830
48306	46530829
48307	135610281
48309	46530504
48310	46530828
48311	46530827
48312	46530826
48313	46530825
48314	46530824
48315	46530823
48316	46530822
48317	49658878
48319	49658877
48320	46530821
48321	49658876
48322	49658875
48323	49658874
48324	49658873
48325	49658872
48326	49658871
48327	49658870
48328	49658869
48329	49658868
48330	49658867
48331	49658859
48332	49658858
48334	49658772
48335	49658771
48336	46530754
48339	46530753
48340	49658804
48341	49658857
48344	46530820
48347	46530819
48349	46530503
48350	46530817
48351	46530816
48352	46530815
48362	46530814
48363	46530813
48364	49658856
48365	46530740
48366	46530739
48370	49658740
48371	46530738
48372	46530812
48373	46530487
48374	46530486
48375	46530694
48376	46530693
48380	49658739
48381	49658738
48385	49658785
48386	49658784
48388	46530811
48390	49658855
48391	49658854
48392	49658853
48396	49658783
48397	49658782
48398	49658781
48399	49658780
48400	49658779
48402	49658778
48403	49658777
48404	135668217
48405	49658599
48408	49658603
48409	49658852
48410	49693588
48411	49693699
48412	49693698
48413	49693697
48414	49693696
48415	49693695
48416	49658851
48417	49658850
48419	49658849
48423	49658848
48426	49658728
48427	49658613
48429	49658612
48430	49658611
48431	49658727
48434	49658726
48439	49693709
48440	49693708
48445	49658866
48446	49658865
48447	49658864
48448	49693694
48450	49693693
48452	49658846
48453	49693692
48454	49658845
48455	49658844
48456	49658842
48457	49658841
48458	49693658
48459	49658840
48460	49658839
48461	49658838
48462	53801234
48463	49658837
48467	49658836
48472	49658835
48473	49658834
48474	49658833
48475	49658832
48477	49658831
48478	49658830
48479	49658829
48480	49658828
48481	49658827
48482	49658823
48483	49658822
48484	49658821
48485	49658820
48486	49658819
48487	49658770
48488	49658818
48489	49693627
48490	49658817
48491	49658816
48492	49658815
48493	49658814
48494	49658813
48495	49658812
48496	49658811
48498	49693626
48499	49693625
48500	49693624
48501	49693623
48502	56394897
48509	49693622
48510	49658810
48511	49658809
48517	49658808
48519	49658807
48520	49658806
48521	49658805
48522	92730000
48523	49658802
48524	49658801
48526	49658775
48527	49658800
48528	135668216
48529	49658799
48530	49693621
48538	49658769
48541	49693620
48542	85096623
48547	49658774
48548	49658773
48549	49658600
48551	49658602
48552	49658798
48553	49658601
48555	49658797
48556	49658796
48557	49658795
48558	49658794
48562	49658793
48563	50139438
48565	49658768
48566	49658598
48567	49658792
48568	49658791
48569	49658790
48570	49658789
48571	49658788
48572	49658787
48573	49658786
48574	92730001
48577	49658757
48581	49658597
48582	81058799
48583	49658756
48584	81058800
48595	49658632
48596	49658685
48597	49658767
48598	49658766
48600	49658765
48601	49693619
48602	49693618
48603	49693617
48604	49693616
48605	49658755
48606	49658754
48607	49658753
48608	49693608
48609	49693607
48610	49693606
48612	49693605
48614	49693604
48615	49693603
48621	85305452
48622	49658752
48623	49658751
48624	49658750
48625	49658749
48632	49693668
48635	49658596
48639	49693657
48640	49693656
48641	49693655
48642	49693654
48643	49658826
48645	49658825
48646	49658824
48647	49658725
48648	49658724
48649	49658610
48650	49693653
48651	49693652
48657	49658723
48658	49693651
48659	49693650
48661	49693587
48662	49693586
48663	85305454
48665	49693615
48666	49658803
48667	49693585
48669	49658609
48670	49658764
48672	49658763
48673	49658722
48674	49658721
48677	49658762
48678	49658720
48681	49658761
48682	49693584
48685	49693583
48686	49693649
48687	49693648
48688	49693647
48689	49693614
48690	49658760
48692	49693613
48693	49693612
48694	49693611
48695	49693582
48696	49693646
48697	49693581
48698	49658719
48699	49693716
48700	49658906
48701	49658905
48702	49658904
48704	49658759
48707	49658903
48709	49658902
48710	49658901
48712	49658900
48713	49693610
48714	49658899
48715	49658898
48716	49658897
48717	49658896
48722	49693609
48723	85164695
48727	223736284
48728	49658895
48731	49658894
48732	49658893
48734	49658892
48735	49658891
48736	49658890
48740	49693711
48741	49658758
48742	49658748
48765	49658582
48775	49658581
48778	49658747
48782	49658580
48786	49658579
48788	49658578
48790	49658577
48793	49658576
48796	135610115
48811	49658575
48814	49658574
48819	49658573
48825	49658746
48828	49658572
48833	49658745
48834	49658744
48842	49658889
48843	49658888
48844	49658887
48845	49658886
48848	49658885
48854	49658595
48855	49658743
48858	49658742
48861	49658594
48862	49658737
48863	135668160
48867	49658736
48868	49658735
48869	49658734
48872	135610283
48882	49658884
48883	49658883
48885	49693710
48905	49658741
48907	49658733
48913	49693601
48925	49658882
48926	49658605
48927	223438496
48928	49658604
48929	49658881
48930	49658880
48931	49658863
48932	49658862
48933	49658861
48934	49658860
48935	49658614
48936	49658732
48937	49658731
48938	49693600
48939	49693599
48940	49693598
48941	135668220
48942	49693597
48943	49693596
48944	49836630
48945	49693707
48946	49693706
48947	49693459
48948	49693705
48949	49693704
48950	49693458
48952	49693703
48954	49693457
48955	49693702
48956	49693701
48957	49693456
48958	49693700
48963	49693645
48964	49693644
48965	49693643
48966	49693642
48967	49693641
48968	49693640
48969	49693639
48970	49693638
48972	49693637
48973	49693636
48974	223736285
48976	223736286
48977	49693635
48978	49693634
48979	49693633
48980	49693632
48981	49693631
48983	49693630
48984	49693629
48985	49693628
48986	49693691
48987	49693690
48988	49693689
48989	49693688
48990	49693687
48991	49693686
48993	49693595
48994	49693594
48995	49693593
48996	49693592
48998	49693591
48999	111978188
49000	49693478
49002	49693477
49003	49693476
49004	49693475
49005	49693590
49006	49693589
49007	49693685
49008	49693684
49009	49693683
49010	49693682
49011	49693681
49012	49693680
49013	49693679
49014	49693678
49015	49693455
49016	49693677
49017	49693676
49019	49693675
49022	49693674
49024	49693673
49026	49693454
49028	49693672
49029	49693671
49030	49693670
49031	49693667
49032	49693666
49033	49693665
49034	49693664
49035	49693663
49036	49693662
49037	49693453
49038	49693452
49039	49693661
49040	49693660
49041	49693659
49042	49693578
49044	49693558
49045	49693557
49046	49693556
49049	49693470
49050	49693469
49051	49693555
49053	49693523
49054	49693522
49056	49693521
49057	85096663
49058	49693520
49059	49693519
49060	49693518
49069	49693537
49070	49693567
49071	49693566
49072	49693575
49073	49693565
49075	49693564
49076	49693563
49077	49693562
49078	49693561
49080	49693560
49081	49693536
49083	49693535
49084	49693550
49085	49693549
49086	49693548
49087	49693547
49088	49693546
49089	49693545
49090	49693544
49091	49693543
49092	49693577
49093	49693576
49096	49693517
49097	49693516
49098	49693515
49099	49693527
49100	49693526
49101	49693542
49102	49693541
49105	49693525
49106	135668222
49107	49693540
49108	49693554
49109	49693553
49124	49693552
49125	49693551
49126	49693512
49128	49693574
49130	49693573
49131	49693572
49132	49693473
49135	49693514
49136	49693513
49140	135610285
49141	49693524
49143	49693466
49145	49693472
49146	49693559
49148	49693471
49150	49693534
49151	49693533
49152	49693468
49153	49693532
49154	49693571
49155	49693570
49156	49693569
49158	49693568
49160	49693531
49161	49693530
49162	49693529
49163	49693528
49164	49693467
49165	49693539
49166	49693538
49168	49693580
49169	49693579
49172	49693474
49173	49742900
49174	49742899
49175	49742898
49177	49742897
49178	49742896
49179	49742895
49180	49742894
49181	49742893
49182	49742892
49183	49742694
49185	49742692
49187	49742799
49188	85240179
49189	49742793
49190	49742792
49191	49742791
49194	49742790
49195	49742850
49197	49742812
49198	49742811
49199	49742810
49203	49742809
49204	49742808
49206	49742864
49207	49742863
49208	49742872
49210	49742871
49211	49742870
49212	49742869
49213	49742868
49214	49742867
49218	49742866
49219	49742865
49220	49742891
49221	49742890
49222	49742889
49223	49742888
49224	49742789
49227	49742788
49228	49742787
49229	49742786
49230	49742785
49231	49742887
49232	49742886
49233	49742885
49234	49742884
49237	49742883
49238	49742882
49239	49742881
49240	49742880
49241	49742807
49242	49742806
49243	49742805
49244	49742804
49245	49742803
49246	49742802
49249	49742843
49250	49742842
49251	49742841
49252	49742840
49253	49742839
49254	49742838
49255	49742837
49256	49742836
49257	49742835
49258	49742834
49259	49742833
49260	49742862
49261	49742861
49262	49742860
49263	49742859
49265	49742877
49266	49742876
49267	49742875
49268	49742849
49269	49742879
49270	49742874
49271	49742858
49274	49742832
49275	49742857
49277	49742856
49278	49742855
49279	49742878
49280	49742848
49281	49742847
49282	49742846
49283	124403673
49284	49742854
49285	49742845
49286	49742831
49287	49742830
49288	49742829
49290	49742828
49292	49742827
49293	49742826
49294	49742825
49295	49742873
49296	49742782
49297	49742781
49298	49742691
49299	49742780
49300	49742779
49301	49742778
49303	49742777
49304	49742776
49305	49742775
49306	49742774
49308	49742773
49309	49742772
49310	49742771
49311	49742770
49312	49742769
49313	49742768
49315	49742798
49320	49742824
49327	49742693
49329	49742823
49339	223442589
49348	164174590
49375	49742622
49376	93581364
49382	49742617
49385	223442590
49388	252162388
49401	223442591
49402	223442592
49410	49742613
49414	49742595
49415	49742612
49423	49742611
49432	104222135
49446	49742652
49464	49742664
49465	111978187
49468	49742684
49470	49742594
49474	49742844
49475	49742621
49477	49742593
49482	49742592
49484	49742610
49491	49742669
49496	49742609
49499	85305455
49509	49742683
49512	49742659
49514	49742682
49519	49742668
49536	252149725
49537	49742651
49544	49742681
49547	49742616
49549	49742663
49552	49742615
49553	87351895
49558	56464184
49566	49742608
49575	49742658
49584	49742620
49588	49742667
49591	49742680
49597	49742614
49601	87350438
49603	49742619
49618	49742666
49627	255509833
49631	49742607
49637	49742679
49639	49742657
49644	49742662
49646	49742661
49648	49742660
49650	49742665
49655	49742822
49659	49742650
49662	49742678
49664	49742605
49666	49742677
49668	49742641
49693	49742821
49695	49742716
49696	49742604
49701	49742656
49703	163835414
49704	160962779
49706	49742676
49709	49742603
49713	49742649
49727	49742618
49728	49742675
49739	49742674
49746	49742606
49747	49742640
49751	124403674
49770	160962780
49786	49742639
49789	49742648
49791	49742602
49793	49742638
49798	49742637
49801	85305545
49805	49742601
49807	49742647
49809	49742673
49812	49742636
49819	49742672
49823	49742671
49826	49742635
49828	49742600
49832	49742634
49836	49742646
49837	223442593
49840	49742670
49845	49742643
49847	49742633
49851	49742632
49858	49742655
49862	49742631
49867	49742630
49870	49742629
49882	49742628
49883	87350439
49900	49742627
49902	49742599
49907	49742626
49916	49742645
49920	49742598
49928	49742625
49936	49742654
49948	49742644
