CHEBI	PUBCHEM
59078	92741900
59079	92741910
59080	92741911
59081	92741912
59082	92741913
59083	92741901
59084	92741977
59085	92741914
59086	92741902
59087	92741978
59088	92741979
59089	92741980
59091	92741981
59092	92741982
59093	92741872
59094	92741865
59095	92741903
59096	92741904
59097	92741905
59098	92741906
59100	92741999
59101	92742000
59102	92742001
59103	92742002
59104	92741885
59106	92741886
59109	92741907
59111	92730014
59112	92741887
59113	92741888
59114	92741889
59115	92741890
59116	92741983
59117	92741984
59118	92741985
59119	92741986
59120	92741987
59122	92741988
59124	92741989
59125	92741990
59127	92741991
59128	92741992
59129	92741993
59130	92741994
59131	92741995
59135	92741870
59136	92741871
59137	92741873
59138	92741874
59141	92741875
59142	92741876
59144	92741877
59145	92741878
59146	92741879
59147	92741880
59148	92741881
59149	92741882
59150	92741883
59151	92741884
59152	92741768
59153	92741769
59154	92741770
59155	92741771
59156	92741772
59157	92741773
59158	92741774
59159	92741775
59161	92741776
59164	92741915
59165	92741916
59167	92741917
59168	99319453
59169	92741812
59170	92741766
59171	92741829
59173	92741779
59175	92741728
59176	92741729
59177	92741730
59178	92741731
59179	92741732
59180	92741830
59182	92741831
59183	92741832
59184	92741833
59185	92741834
59186	92741813
59187	92741814
59188	92741815
59189	92741816
59190	92741835
59191	92741836
59193	92741837
59194	92741838
59195	92741839
59196	92741840
59198	92741817
59199	92741767
59200	92741841
59201	92741842
59204	92741843
59205	92741844
59206	92741845
59207	92741818
59208	92741853
59209	92741854
59210	92741855
59211	93581372
59212	92741819
59213	93581373
59214	93581374
59215	92741856
59216	92741857
59217	92741820
59218	92741821
59219	92741822
59220	92741823
59221	92741918
59222	92741824
59223	92741708
59224	92741709
59225	92741710
59226	242084124
59226	92741711
59227	93581371
59228	92741846
59231	92741733
59232	92741734
59233	92741735
59234	92741736
59235	92741737
59236	92741738
59237	92741739
59239	92741740
59240	92741741
59241	92741742
59242	92741743
59243	92741744
59244	92741745
59245	92741746
59246	92741747
59247	92741748
59248	92741749
59249	92741712
59250	92741713
59251	92741714
59254	92741948
59255	92741847
59256	92741848
59257	92741849
59259	92741777
59260	92741780
59261	92741781
59262	92741800
59263	92741801
59265	92741716
59267	92741765
59269	92741717
59270	92741718
59271	93581484
59272	92741719
59273	92741720
59274	92741721
59275	92741722
59276	124403690
59277	92741723
59278	92741724
59279	92741725
59280	92741802
59281	92741803
59284	92741850
59286	92741804
59287	92741805
59288	92741806
59289	92741807
59290	92741808
59291	92741726
59292	92741809
59293	92741851
59294	92741852
59295	92741750
59296	92741751
59297	92741752
59298	92741753
59299	92741754
59300	92741755
59301	92741756
59302	92741757
59303	92741758
59304	92741759
59305	92741760
59306	92741761
59307	92741762
59308	92741810
59309	92741811
59310	92741763
59311	135610336
59312	92741764
59313	92741782
59314	92741783
59315	92741784
59316	92741785
59317	92741786
59318	92741787
59319	92741788
59320	92741789
59322	92741790
59323	92741858
59324	92741859
59325	92741860
59327	92741861
59328	92741791
59329	92741792
59330	92741793
59331	92741794
59332	92741795
59334	92741796
59335	92741797
59336	92741798
59337	92741799
59338	103158248
59338	92741919
59339	92741920
59342	92741922
59343	92741862
59344	92741727
59345	92741863
59346	92741864
59347	93581375
59348	93581376
59349	93581377
59350	93581378
59353	93581379
59354	93581380
59355	93581381
59356	93581382
59357	93581418
59358	93581383
59361	93581419
59362	93581319
59364	93581420
59365	93581421
59367	93581422
59368	93581423
59369	93581424
59371	93581425
59372	93581384
59373	93581519
59374	93581520
59376	93581521
59377	93581426
59378	93581427
59379	93581428
59380	93581385
59381	93581386
59382	93581452
59383	93581453
59384	93581454
59385	93581455
59386	93581456
59387	93581457
59388	93581458
59390	93581459
59391	93581460
59392	93581461
59393	93581462
59394	93581463
59395	93581464
59396	93581465
59397	93581466
59398	93581467
59399	93581468
59400	93581469
59401	93581470
59402	93581471
59403	93581472
59404	93581473
59405	93581474
59406	93581475
59407	93581476
59408	93581477
59409	93581478
59410	93581387
59411	99319454
59413	93581388
59414	96079573
59415	93581389
59416	93581390
59417	93581391
59418	93581392
59419	93581479
59421	93581480
59422	93581481
59423	93581482
59424	93581483
59425	93581512
59426	93581513
59427	93581393
59428	93581394
59429	93581395
59430	93581429
59431	93581396
59432	93581397
59433	93581398
59435	93581399
59436	93581400
59437	93581540
59440	93581401
59441	93581402
59442	93581403
59443	93581404
59444	93581430
59445	93581431
59446	93581432
59455	93581433
59457	93581536
59458	93581544
59462	93581434
59463	93581435
59464	93581492
59465	93581493
59467	93581494
59468	93581495
59469	93581405
59470	93581496
59471	93581497
59472	93581498
59473	93581499
59474	93581500
59476	93581370
59477	93581501
59478	93581502
59479	99319455
59480	99319456
59481	93581436
59482	93581437
59483	93581438
59484	93581439
59485	93581406
59486	93581407
59487	93581408
59488	93581409
59489	93581410
59491	93581411
59492	93581412
59493	93581413
59494	93581414
59495	93581415
59496	93581416
59497	93581417
59498	93581451
59500	93581442
59501	93581443
59502	93581444
59503	93581445
59505	93581551
59511	93581446
59512	93581447
59513	93581550
59514	93581448
59515	93581449
59516	93581369
59518	93581440
59519	93581441
59525	93581503
59526	93581504
59527	93581505
59528	93581506
59529	93581487
59530	93581488
59531	93581489
59532	93581490
59533	93581491
59534	93581450
59536	93581514
59537	93581515
59539	93581516
59540	93581517
59541	93581518
59543	93581522
59545	93581523
59546	93581524
59552	93581485
59553	93581486
59554	160644739
59555	93581507
59556	93581508
59557	93581509
59558	160644738
59560	93581510
59562	93581511
59563	96079760
59564	93581527
59565	96079722
59566	96079723
59567	96079724
59568	96079725
59569	96079726
59570	96079727
59571	96079728
59573	96079676
59574	96079677
59575	96079678
59576	96079679
59577	96079680
59578	96079681
59579	96079682
59580	96079683
59581	96079729
59582	96079730
59583	96079731
59584	96079732
59585	96079733
59586	96079734
59587	96079684
59589	96079685
59590	96079686
59591	96079687
59592	96079688
59593	96079689
59594	96079690
59596	96079691
59597	96079692
59598	96079693
59599	96079694
59600	96079695
59601	96079696
59602	99319468
59604	96079697
59605	96079698
59606	96079699
59607	96079700
59608	96079701
59609	96079702
59610	96079703
59611	96079704
59612	96079705
59613	96079706
59614	96079707
59615	96079708
59616	96079709
59617	96079710
59618	96079711
59619	96079712
59620	96079713
59621	96079714
59622	96079715
59623	96079716
59624	103158480
59626	96079717
59627	96079718
59629	96079638
59630	96079636
59631	96079639
59632	96079719
59633	96079720
59634	96079721
59636	96079735
59637	96079640
59638	96079736
59639	96079737
59641	96079738
59642	96079739
59646	96079740
59648	96079741
59649	96079742
59651	96079743
59652	96079744
59653	96079745
59655	96079637
59656	124403696
59660	96079746
59661	96079747
59662	96079748
59663	96079749
59664	96079750
59666	96079752
59667	96079753
59669	96079754
59671	96079755
59673	96079756
59674	96079751
59675	96079757
59677	96079758
59678	96079759
59684	99319713
59685	96079761
59687	135668232
59688	96079765
59689	96079766
59690	96079767
59691	96079768
59692	99319749
59693	99319596
59694	96079762
59695	96079764
59697	96079763
59703	99319469
59704	99319470
59706	99319519
59707	99319520
59709	99319521
59710	99319522
59711	99319523
59712	99319471
59714	99319561
59715	99319562
59716	124403693
59719	99319773
59723	99319750
59725	99319494
59728	99319774
59729	99319709
59730	99319710
59731	99319711
59732	99319712
59733	99319775
59735	99319751
59736	99319752
59738	99319753
59741	99319714
59742	99319715
59746	99319716
59747	99319717
59748	99319776
59750	99319614
59753	99319615
59756	99319616
59757	99319718
59759	99319719
59760	99319720
59761	99319721
59762	99319722
59763	99319723
59766	99319724
59767	99319725
59771	124403694
59773	99319726
59774	99319617
59776	99319761
59778	124403699
59781	99319563
59782	99319618
59783	99319619
59784	99319620
59785	99319621
59787	99319622
59788	99319623
59789	99319624
59790	99319564
59791	99319625
59793	99319565
59794	99319566
59803	99319673
59804	99319674
59805	99319675
59806	99319495
59807	99319727
59809	99319597
59811	99319728
59812	99319729
59814	99319730
59815	99319653
59818	99319654
59819	99319655
59820	99319656
59821	99319657
59822	99319658
59823	99319659
59824	99319660
59825	99319677
59830	124403695
59833	99319598
59837	99319599
59838	99319600
59839	99319601
59842	99319762
59843	99319763
59845	252149726
59846	99319764
59847	99319765
59849	99319661
59850	99319662
59855	99319663
59856	99319664
59858	99319665
59860	99319666
59861	99319667
59862	99319668
59863	99319731
59865	99319669
59866	99319670
59867	99319671
59868	99319672
59869	99319766
59871	99319602
59873	99319645
59874	99319700
59875	99319646
59876	99319701
59877	99319603
59878	99319604
59879	99319626
59880	99319605
59881	99319606
59882	99319732
59883	99319733
59884	99319734
59885	99319735
59887	99319553
59888	99319736
59889	99319651
59890	99319652
59891	99319737
59892	99319738
59893	99319524
59894	99319739
59895	99319740
59896	99319741
59898	99319702
59899	99319678
59900	99319525
59902	99319526
59903	99319554
59904	99319555
59905	99319556
59906	99319464
59907	99319457
59908	99319460
59909	99319465
59910	99319527
59911	99319458
59912	99319647
59916	99319466
59917	99319528
59918	99319529
59919	99319648
59920	99319496
59921	99319557
59922	99319558
59923	99319497
59924	99319498
59925	99319559
59927	99319560
59928	99319770
59930	99319771
59935	99319676
59936	99319459
59938	99319499
59940	99319500
59942	99319501
59943	99319502
59944	99319503
59945	99319504
59946	99319505
59947	99319506
59948	99319507
59949	99319508
59950	99319509
59951	99319510
59952	99319511
59953	99319512
59954	99319567
59955	99319568
59956	99313705
59957	99319569
59958	99319461
59959	99319462
59961	99319463
59962	99319570
59963	99319571
59965	99319572
59966	99319573
59967	99319574
59968	99319575
59969	99319576
59970	99319577
59971	99319578
59972	99319579
59973	99319580
59974	99319581
59975	99319627
59976	99319628
59977	99319582
59978	99319531
59979	99319532
59980	99319629
59981	99319630
59982	99319631
59983	99319632
59984	99319633
59985	99319634
59986	99319635
59987	99319636
59988	99319637
59989	99319583
59990	99319584
59991	99319585
59992	99319638
59993	99319639
59994	99319640
59995	99319641
59996	99319586
59998	99319587
60000	99319588
60001	99319589
60002	99319742
60005	99319533
60006	99319534
60007	99319642
60008	99319643
60009	99319590
60013	99319591
60014	99319535
60015	99319592
60016	99319536
60020	99319537
60023	99319472
60025	99319473
60028	99319474
60032	99319475
60033	99319644
60037	99319593
60039	99319594
60040	99319595
60041	99319476
60043	99319538
60045	99319679
60047	123058977
60047	99319477
60048	99319478
60049	99319680
60050	99319479
60051	99319480
60052	99319777
60053	99319778
60054	99319481
60055	99319681
60056	99319682
60057	99319482
60058	99319649
60059	160709402
60059	99319483
60060	99319703
60061	99319704
60062	99319705
60063	99319689
60064	99319690
60065	99319683
60066	99319484
60067	99319485
60068	99319684
60069	99319685
60070	99319686
60071	99319687
60072	99319688
60073	99319691
60074	99319692
60075	99319693
60076	99319467
60077	99319486
60078	99319487
60079	99319488
60080	99319513
60081	99319767
60083	99319489
60084	99319490
60085	99319491
60087	99319514
60088	99319539
60089	99319540
60090	99319492
60091	99319744
60092	99319745
60093	99319746
60094	99319747
60095	99319748
60097	99319541
60098	99319542
60099	99319543
60100	99319772
60101	99319694
60102	99319768
60103	99319769
60104	99319544
60105	99319545
60106	99319546
60107	99319547
60108	99319548
60109	99319549
60110	99319550
60111	99319551
60113	99319552
60114	99319515
60115	99319516
60116	99319517
60118	99319518
60119	99319743
60120	99319695
60124	99319696
60125	99319493
60127	99319697
60128	99319698
60129	99364908
60130	99319699
60131	99364909
60132	99319706
60133	99319707
60134	99319607
60138	99319608
60142	99319609
60146	99319610
60147	99319611
60149	99319612
60150	99319613
60152	99319754
60153	99319755
60158	99319708
60162	99319756
60167	99319757
60168	99364913
60171	99319758
60172	99319759
60174	99364910
60175	99361288
60176	99364911
60177	99319760
60178	99364914
60179	99364915
60180	99364916
60187	99319780
60188	99319781
60189	99319779
60190	99364994
60191	99364990
60193	99364962
60197	99364917
60199	99364963
60200	99365015
60202	99364918
60203	99364919
60204	99364920
60205	99364921
60206	99364922
60207	99364923
60208	99364924
60209	99364925
60210	99364979
60211	99364980
60212	99364926
60213	99364927
60214	99364928
60216	99364929
60217	223442597
60219	99364930
60220	99364931
60221	99364932
60222	99364933
60223	99364934
60224	99364935
60225	99364936
60226	99364937
60227	99364938
60228	99364939
60229	99364940
60230	99364941
60231	99364942
60232	99364943
60233	99364986
60234	99364987
60235	99364988
60236	99364989
60237	99364944
60238	99364996
60239	99364997
60241	99364998
60243	123058920
60243	99364999
60244	223442598
60245	125258675
60246	99364945
60251	99364946
60254	99364947
60255	99364948
60256	99364964
60257	99364949
60260	99364950
60261	99364965
60262	99364951
60263	99364952
60264	99364953
60265	99364954
60266	99364955
60267	99364956
60268	99364981
60269	99364982
60273	99364983
60274	99364984
60278	99364985
60279	99364912
60281	99364978
60282	99364904
60283	99364995
60285	99364905
60286	99364906
60287	99364907
60288	99364991
60289	99364992
60290	99364993
60291	99364967
60293	99364968
60294	99364969
60295	99364970
60296	99364971
60297	99364972
60298	99364957
60299	99364958
60300	99364959
60302	99364961
60303	99364966
60304	99365000
60305	99365001
60306	99364973
60307	99365002
60308	99365003
60310	99365004
60312	99365005
60313	99365006
60314	99365007
60315	99365008
60316	99365009
60319	99365010
60320	99365011
60321	99365012
60322	99365013
60323	99365014
60324	99364974
60325	99364975
60327	99364976
60328	99364977
60329	124403697
60330	124403700
60331	99365018
60332	99365022
60335	99365021
60337	99365017
60338	99365023
60342	99437512
60343	99437615
60344	99437527
60346	99437578
60347	99437579
60348	99437580
60349	99437581
60350	99437582
60351	99437616
60352	99437583
60353	99437584
60354	99437585
60355	99437586
60356	99437587
60357	99437370
60358	99437545
60359	99437546
60360	99437547
60361	99437548
60362	99437549
60363	99437550
60364	99437551
60365	99437552
60366	99437553
60367	99437554
60368	99437555
60369	99437617
60370	99437556
60371	99437557
60372	99437558
60374	99437588
60375	99437559
60376	99437560
60377	99437589
60379	99437591
60380	99437592
60381	99437593
60382	99437594
60383	99437595
60384	99437627
60385	99437543
60386	99437571
60387	99437572
60388	99437573
60389	99437511
60390	99437513
60391	99437596
60392	99437574
60393	99437597
60395	99437598
60396	99437599
60397	103158509
60398	99437600
60399	99437601
60402	99437628
60403	99437576
60404	99437602
60405	99437629
60406	99437630
60407	99437603
60408	99437604
60409	99437631
60410	99437632
60412	99437618
60413	99437633
60414	99437651
60415	99437634
60416	99437624
60417	99437625
60418	99437626
60419	99437635
60420	99437636
60421	99437637
60422	99437638
60423	99437622
60424	99437605
60426	99437606
60427	99437607
60428	99437608
60429	99437609
60430	99437610
60431	99437611
60432	99437612
60433	99437577
60434	99437613
60435	99437639
60436	99437640
60437	99437614
60438	99437528
60439	99437641
60440	99437642
60441	99437643
60442	99437623
60443	99437644
60444	99437645
60445	99437646
60446	99437647
60447	99437648
60448	99437649
60449	99437650
60453	99437529
60454	99437536
60455	99437530
60458	99437531
60459	99437532
60460	99437533
60461	99437534
60462	99437514
60463	99437535
60464	99437515
60465	99437561
60466	124403698
60467	99437562
60468	99437563
60470	99437565
60471	103158575
60472	99437542
60473	104222301
60474	99437516
60475	99437517
60476	99437518
60477	99437519
60478	99437520
60480	99437521
60481	103158529
60483	99437522
60487	121269920
60488	99437523
60489	99437524
60490	99437525
60491	99437526
60492	124403712
60493	99437566
60494	99437567
60498	99437569
60499	99437537
60500	99437538
60501	99437619
60504	99437620
60519	104222304
60520	99437541
60522	223448152
60522	99437570
60523	99437539
60524	99437540
60525	99437621
60527	103158496
60528	103158497
60530	103158594
60531	103158595
60532	103158596
60535	103158600
60536	103158601
60537	103158602
60538	103158603
60539	104222303
60540	103158546
60541	103158547
60542	103158548
60543	103158549
60544	103158498
60546	103158499
60547	103158500
60548	103158501
60549	103158599
60558	103158535
60559	103158502
60560	103158503
60561	103158504
60562	103158536
60563	103158505
60564	103158510
60565	103158511
60566	103158512
60567	124403704
60568	103158537
60569	103158538
60570	103158513
60571	103158539
60572	103158540
60573	103158541
60574	103158542
60579	103158506
60584	103158218
60585	103158576
60587	103158585
60589	103158586
60596	103158587
60597	103158588
60602	103158589
60607	124403711
60608	103158490
60609	103158491
60610	103158507
60611	103158219
60615	103158508
60623	103158530
60624	103158531
60625	103158532
60627	103158533
60628	103158543
60629	103158544
60630	103158550
60631	103158551
60632	103158552
60633	103158553
60634	103158220
60634	104222387
60635	103158534
60636	103158221
60637	103158545
60639	104222300
60640	103158554
60641	103158555
60645	103158518
60647	103158519
60648	103158520
60650	103158521
60651	103158522
60652	104222302
60653	103158523
60654	124403703
60655	103158597
60656	103158598
60657	103158524
60659	103158593
60660	103158482
60661	103158556
60662	103158557
60663	103158558
60664	103158559
60665	103158560
60666	103158561
60668	103158562
60669	103158563
60671	103158525
60672	103158526
60673	103158527
60674	103158528
60675	104222400
60676	104222401
60677	104222402
60679	104222403
60689	124403708
60694	103158564
60695	103158565
60696	103158566
60697	103158567
60698	103158568
60700	103158569
60701	103158570
60702	103158571
60703	103158572
60704	103158573
60705	103158574
60706	104222565
60707	104222566
60716	103158514
60717	103158515
60718	103158516
60719	103158517
60720	103158481
60721	103158590
60722	103158577
60723	103158578
60724	103158579
60725	103158580
60726	103158581
60728	103158582
60729	103158583
60730	103158584
60731	103158591
60732	103158592
60733	103158483
60738	103158484
60739	103158485
60745	103158486
60747	103158487
60748	103158488
60752	103158489
60760	103158492
60761	103158493
60762	103158494
60763	103158495
60773	104222388
60774	104222389
60775	104222390
60776	104222391
60777	104222363
60778	104222392
60779	104222393
60780	104222394
60781	104222362
60782	104222381
60784	104222404
60785	104222382
60787	104222383
60789	104222384
60790	104222385
60791	104222386
60792	104222395
60799	104222396
60800	104222397
60802	124403705
60803	124403706
60805	104222398
60812	104222412
60817	104222414
60818	104222415
60819	104222364
60820	104222416
60821	104222417
60822	104222418
60823	104222419
60824	104222420
60826	104222421
60828	104222422
60829	104222423
60830	104222424
60833	104222365
60835	104222366
60836	104222367
60837	104222425
60838	104222426
60839	104222427
60840	104222428
60841	104222429
60842	104222430
60843	104222431
60844	104222105
60845	104222432
60846	104222433
60847	104222434
60848	104222435
60849	104222436
60854	104222437
60855	104222438
60856	104222439
60857	104222440
60858	104222441
60859	104222442
60860	104222443
60862	104222444
60863	104222489
60868	104222368
60869	104222369
60871	104222370
60872	104222371
60873	104222490
60874	104222491
60875	104222492
60876	104222548
60877	104222493
60878	104222494
60879	104222495
60880	104222496
60885	104222497
60886	104222498
60887	104222372
60888	104222373
60889	104222374
60890	104222375
60893	104222405
60894	104222376
60895	124403710
60897	104222377
60898	104222378
60899	104222499
60900	104222406
60902	104222380
60903	104222500
60904	104222501
60906	104222502
60907	104222503
60908	124403701
60909	104222504
60912	104222410
60913	104222505
60916	104222506
60917	104222507
60918	104222508
60920	104222549
60922	104222550
60923	104222509
60925	104222407
60927	104222408
60928	104222409
60929	104222379
60930	104222445
60931	104222446
60932	104222358
60933	104222359
60935	104222471
60936	104222447
60937	104222448
60943	104222106
60944	104222449
60945	104222472
60946	104222510
60948	104222511
60949	104222512
60954	121269990
60955	104222513
60956	104222514
60957	104222515
60958	104222516
60959	104222517
60960	104222518
60961	104222519
60962	104222520
60964	104222521
60965	104222522
60966	104222523
60967	104222524
60968	104222473
60969	104222525
60970	104222526
60972	104222527
60975	104222528
60976	104222529
60981	104222530
60984	104222531
60985	104222532
60986	104222487
60987	104222488
60988	104222533
60989	104222534
60990	104222535
60991	104222536
60992	104222537
60993	104222538
60994	104222539
60995	104222540
60996	104222541
60997	104222542
60998	104222543
60998	124349142
60999	104222544
61000	104222545
61001	104222546
61002	104222547
61004	104222551
61006	164347294
61010	104222552
61011	104222450
61012	104222553
61013	104222554
61014	104222555
61017	104222556
61018	104222451
61021	104222452
61022	104222453
61023	104222454
61024	104222455
61025	104222456
61027	104222457
61028	104222458
61029	104222459
61030	104222460
61031	104222461
61032	104222557
61033	104222462
61034	104222463
61035	104222464
61036	104222360
61037	104222558
61038	104222465
61039	104222466
61040	111978429
61041	104222467
61042	104222468
61043	104222469
61044	104222470
61045	104222483
61046	104222484
61047	104222485
61048	104222486
61049	104222107
61051	223442599
61052	104222559
61054	104222560
61055	104222561
61056	111978430
61057	104222562
61058	104222305
61059	104222474
61060	111978424
61061	104222475
61062	104222476
61063	104222477
61064	104222478
61065	111978425
61066	111978426
61067	111978427
61069	111978428
61070	104222479
61072	104222480
61074	104222563
61075	104222564
61076	104222411
61077	104222361
61080	104222481
61084	104222357
61085	104222327
61086	111978197
61087	104222351
61088	104222318
61089	104222350
61090	111978415
61091	111978394
61092	111978395
61093	104222310
61094	111978396
61095	111978397
61097	111978398
61098	104222319
61099	111978399
61100	111978400
61101	111978401
61102	111978402
61104	111978403
61106	111978404
61107	111978405
61108	111978406
61110	111978407
61111	104222320
61112	104222330
61113	111978408
61114	104222311
61116	104222321
61117	104222322
61118	104222323
61119	104222331
61122	104222312
61123	104222313
61125	104222314
61126	104222332
61127	104222333
61128	104222334
61129	104222335
61131	104222336
61132	104222337
61133	104222338
61134	104222339
61135	104222340
61136	104222341
61138	104222342
61140	104222343
61141	104222344
61142	104222345
61143	104222346
61144	104222306
61145	104222307
61146	104222108
61147	104222308
61148	104222309
61149	104222349
61150	104222348
61151	104222328
61152	104222329
61153	104222347
61158	104222352
61163	104222353
61164	104222354
61165	104222355
61166	104222356
61167	104222315
61168	104222316
61169	111978198
61170	124403709
61171	111978319
61172	124403713
61173	104222324
61174	104222317
61175	111978301
61176	104222325
61177	104222326
61179	111978302
61185	111978290
61186	111978324
61187	111978303
61189	111978225
61190	111978226
61191	111978227
61192	111978228
61193	111978229
61194	111978323
61195	111978230
61196	111978231
61198	111978365
61200	111978366
61201	111978367
61202	111978368
61203	111978369
61206	124403702
61207	111978370
61208	111978371
61209	111978372
61210	111978373
61211	111978374
61212	111978232
61213	111978233
61214	111978234
61216	135610337
61217	111978235
61219	111978143
61220	111978236
61222	111978237
61224	111978238
61225	111978239
61226	111978240
61227	111978241
61228	111978242
61229	111978243
61230	124349065
61231	111978433
61232	111978244
61235	111978375
61236	111978376
61237	111978377
61238	111978378
61240	111978379
61243	111978380
61246	111978381
61247	111978382
61248	111978383
61249	111978189
61250	111978384
61251	111978385
61252	111978386
61253	111978387
61254	111978388
61255	111978389
61258	111978390
61261	111978421
61263	111978422
61265	111978190
61267	111978191
61268	111978320
61269	124349064
61270	111978245
61271	124349066
61272	124349068
61273	111978246
61274	111978247
61276	124349067
61277	111978248
61278	111978249
61279	111978287
61280	124349069
61281	111978250
61282	111978251
61283	111978252
61284	111978253
61285	111978254
61287	111978391
61288	111978265
61289	111978321
61290	111978322
61291	124403707
61294	111978255
61300	111978256
61301	111978420
61302	111978257
61303	111978258
61305	111978259
61306	111978260
61307	111978261
61308	111978262
61309	111978263
61311	111978264
61312	111978325
61314	111978266
61315	111978304
61316	111978267
61317	111978268
61318	111978409
61320	111978305
61321	111978306
61322	111978307
61323	111978308
61324	111978309
61325	111978310
61326	111978311
61327	111978312
61329	111978423
61330	223442600
61331	111978208
61332	111978209
61333	111978210
61334	111978211
61335	111978212
61337	111978213
61338	111978192
61339	111978214
61340	111978215
61341	111978216
61342	111978217
61343	111978218
61344	111978219
61345	111978193
61346	111978194
61347	111978220
61348	111978221
61349	111978222
61350	111978223
61352	111978224
61356	111978195
61357	111978196
61366	111978326
61367	111978327
61375	111978288
61377	111978289
61378	111978328
61381	111978313
61382	111978314
61383	111978341
61385	111978410
61386	111978411
61387	111978269
61388	111978412
61389	111978342
61390	111978343
61391	111978344
61392	111978270
61393	111978271
61395	111978413
61396	111978414
61397	111978345
61398	111978346
61399	111978347
61400	111978348
61401	111978272
61402	111978273
61403	111978274
61404	111978199
61405	111978329
61406	111978330
61414	111978349
61417	111978350
61425	111978351
61429	111978331
61430	111978332
61437	111978333
61440	111978334
61448	111978352
61449	111978275
61450	111978200
61451	111978392
61454	111978201
61455	111978335
61456	111978336
61457	111978337
61460	111978338
61462	111978202
61463	111978203
61467	111978291
61470	111978292
61471	111978276
61472	111978277
61473	111978278
61478	111978204
61481	111978339
61485	111978293
61493	111978294
61494	111978393
61495	111978353
61496	111978419
61502	111978340
61505	111978295
61506	111978354
61507	111978355
61508	111978205
61509	111978361
61510	111978362
61511	111978416
61512	111978356
61513	111978417
61514	111978315
61515	111978316
61516	111978317
61517	111978279
61519	111978206
61520	111978418
61521	111978280
61522	111978207
61523	111978281
61524	111978357
61526	111978318
61527	111978358
61528	111978282
61529	121269982
61530	111978283
61531	121269956
61533	111978284
61537	111978285
61539	121269995
61540	111978363
61541	121269970
61542	121269972
61543	111978286
61544	121269940
61545	121269936
61546	121269977
61547	121270020
61548	111978364
61549	121269984
61550	121270026
61551	121270012
61552	121270027
61553	111978296
61555	111978359
61556	111978297
61557	111978360
61558	111978298
61559	111978300
61560	111978432
61561	111978299
61562	111978434
61563	111978431
61564	121269978
61565	121269966
61566	121270016
61567	121269963
61568	121269980
61569	121269991
61570	121269962
61571	121269957
61573	121269955
61574	121270009
61575	121269987
61576	121269951
61577	121269953
61578	121269979
61579	121269983
61580	121269952
61581	121269937
61582	121270000
61583	121269932
61585	121270025
61586	121269948
61587	121269928
61588	121269923
61589	121269939
61590	121269998
61591	121269960
61592	121269997
61593	121270003
61594	121269981
61595	121269922
61596	121269969
61597	121269964
61598	121270018
61599	121269976
61600	121269929
61601	121269971
61602	121270006
61606	121270022
61609	121269944
61610	121270014
61611	121270013
61612	121270015
61613	121269975
61616	121270017
61618	121269935
61620	121269947
61621	121269946
61622	121269949
61623	121269993
61624	121270001
61625	121270008
61626	121270021
61628	121269989
61629	121270007
61631	121269945
61632	121269986
61633	121269994
61634	121269959
61635	121269968
61636	121270004
61637	121269931
61643	121269974
61644	121269938
61645	121269924
61646	121269973
61647	121270002
61648	121269942
61649	121269985
61650	121269999
61651	121270005
61652	121269967
61653	121269927
61654	121269958
61657	121269950
61658	121270010
61660	124403871
61661	121269925
61663	121269988
61664	121270019
61665	121269941
61667	121270011
61668	121269921
61669	121269934
61670	121270028
61671	121269961
61673	121269933
61674	121269996
61675	121269930
61676	121269992
61677	121269943
61678	121269954
61679	121269926
61680	121270023
61682	121270024
61683	121270217
61684	121270035
61685	121270174
61686	121270140
61687	121270044
61688	121270045
61690	121270046
61691	121270047
61694	121270032
61695	121270033
61695	223442613
61696	121270034
61698	121270129
61699	121270248
61700	121270249
61701	121270250
61702	121270251
61705	121270064
61706	121270252
61707	121270253
61708	121270054
61710	121270055
61711	121270056
61712	121270057
61713	121270058
61714	121270059
61715	121270130
61716	124403838
61717	121270218
61718	121270254
61720	121270131
61721	121270132
61722	121270255
61723	121270048
61724	121270256
61725	121270257
61726	121270258
61727	121270259
61730	121270260
61731	121270066
61732	121270261
61733	121270060
61734	121270061
61735	121270062
61737	121270063
61738	121270053
61739	121270133
61740	121270262
61741	121270263
61742	121270264
61743	121270265
61744	121270266
61745	121270267
61746	121270268
61747	121270049
61748	121270050
61749	121270219
61751	121270105
61752	121270106
61753	121270107
61754	121270108
61755	121270109
61757	121270110
61758	121270111
61759	121270112
61760	121270113
61761	121270114
61762	121270115
61763	121270116
61764	121270117
61765	121270118
61766	121269873
61767	121270119
61768	121270173
61769	121270153
61770	121270154
61771	121270155
61772	121270156
61773	121270157
61775	121270158
61776	121270159
61779	121270160
61780	121270161
61781	121270162
61782	121270163
61783	121270164
61784	121270165
61785	121270166
61786	121270167
61787	121270168
61788	121270169
61789	121270170
61790	124403765
61791	121270134
61792	121270135
61793	121270136
61794	121270137
61795	121270138
61796	121270051
61797	121270269
61799	121270270
61801	121270271
61803	123058967
61804	123058968
61805	123058969
61806	121270272
61807	124403826
61808	121270273
61809	123058970
61810	123058974
61811	123058971
61812	123058972
61813	123058973
61814	121270274
61815	123058965
61817	121270220
61818	121270221
61819	123058966
61820	121270222
61821	121270223
61822	121270224
61824	121270225
61825	123058964
61826	121270226
61827	121270227
61828	121270228
61829	121270229
61830	123058962
61831	121270230
61832	121270231
61833	123058963
61835	121270232
61836	121270233
61837	121270234
61838	121270235
61839	121270236
61840	121270237
